Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8,substantive_domains_4_6,substantive_domains_agree,linkage_mode_4_8,linkage_mode_4_6,linkage_mode_agree,analytical_purpose_4_8,analytical_purpose_4_6,analytical_purpose_agree,cross_cutting_tags_4_8,cross_cutting_tags_4_6,cross_cutting_tags_agree,rationale_4_8,rationale_4_6,disagreement_summary
2024/117,2024/117,Graduating in Austerity: Do Welfare Cuts Affect the Career Path of University Students?,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2024,"Education & Skills; Labour Market & Employment; Poverty, Wealth & Living Standards","Education & Skills; Poverty, Wealth & Living Standards; Public Finance & Taxation",False,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Education & Skills and Labour Market & Employment because the project tracks graduate career paths via LEO, and Poverty, Wealth & Living Standards because welfare cuts are the exposure; Cross-Domain Linkage because LEO links education, employment/earnings and benefits sources; Policy Evaluation / Impact Analysis because it evaluates the effect of welfare cuts on careers; no tag because no demographic comparison is central.","Assigned Education & Skills because the project studies university graduates' career paths, Poverty, Wealth & Living Standards because welfare cuts concern benefits and material resources, and Public Finance & Taxation because austerity/welfare cuts are fiscal policy changes; Cross-Domain Linkage because the LEO dataset links education, employment (HMRC), and welfare (DWP) domains; Policy Evaluation / Impact Analysis because the project evaluates the effect of welfare cuts on career paths; no tag because no demographic group comparison is central.",Layer A disagreed
2024/118,2024/118,"Multimorbidity and Pregnancy: Determinants, Clusters, Consequences and Trajectories (MuM-PreDiCT)",SAIL Databank Databank: Census 2011,2024,Health & Social Care,Health & Social Care,True,Single-Dataset,Single-Dataset,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis; Outcome Tracking,False,,,True,"Assigned Health & Social Care because multimorbidity and pregnancy is the object; Single-Dataset because only Census 2011 via SAIL is listed; Life-Course / Trajectory Analysis because the title explicitly covers determinants, clusters, consequences and trajectories; no tag because no demographic comparison is central.","Assigned Health & Social Care because multimorbidity and pregnancy outcomes are central clinical/health topics; Single-Dataset because only Census 2011 via SAIL is listed; Life-Course / Trajectory Analysis because the title references trajectories of multimorbidity; Outcome Tracking because it also examines determinants, clusters, and consequences linking conditions to pregnancy outcomes; no tag as no demographic equity comparison is indicated.",Layer C disagreed
2024/119,2024/119,"Analysis of domestic violence, sexual violence and stalking of older adults (aged 60-74)",Office for National Statistics: Crime Survey for England and Wales,2024,Crime & Justice,Crime & Justice,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Crime & Justice because the focus is domestic/sexual violence and stalking victimisation; Single-Dataset because only the Crime Survey for England and Wales is listed; Descriptive Monitoring because it analyses victimisation prevalence among a specific age group; demographic disparities tag because the analysis centres on older adults aged 60-74 as an age-defined group.,"Assigned Crime & Justice because the project analyses domestic violence, sexual violence and stalking—victimisation topics; Single-Dataset because only the Crime Survey for England and Wales is listed; Descriptive Monitoring because the project characterises victimisation patterns among older adults (aged 60-74); Demographic disparities / equity tag because the analysis centres on an age-defined demographic group.",
2024/120,2024/120,Cystic Fibrosis Genomics data,SAIL Databank Databank: Census 2021,2024,Health & Social Care,Health & Social Care,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Unclear from Register Entry,False,,,True,Assigned Health & Social Care because cystic fibrosis genomics is a clinical object; Single-Dataset because only Census 2021 via SAIL is listed; Descriptive Monitoring because the entry suggests characterising genomics data rather than testing a relationship; no tag because no demographic comparison is central.,Assigned Health & Social Care because cystic fibrosis is a health/clinical condition and genomics data relate to disease research; Single-Dataset because only Census 2021 via SAIL is listed; Unclear from Register Entry because the title provides no indication of the analytical operation beyond referencing genomic data; no tag as no demographic comparison is indicated.,Layer C disagreed
2024/121,2024/121,Explaining “Unexplained” Grade Inflation in the UK’s Universities,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2024,Education & Skills,Education & Skills,True,Cross-Domain Linkage,Single-Dataset,False,Descriptive Monitoring,Outcome Tracking,False,,,True,"Assigned Education & Skills because the project studies grade inflation in UK universities, a question about educational attainment and qualifications; Cross-Domain Linkage because the LEO dataset is a pre-linked product combining DfE education records with DWP and HMRC employment/earnings sources spanning education and labour-market/tax domains; Descriptive Monitoring because the analytical operation is to characterise and explain patterns of grade inflation rather than test an intervention or trajectory; no tag because no demographic or equality-relevant comparison is central to the question.","Assigned Education & Skills because the project studies grade inflation in universities, focusing on educational attainment and qualifications; Single-Dataset because only the LEO SRS Iteration 2 Standard Extract is listed; Outcome Tracking because the project analyses factors (exposures) linked to the outcome of unexplained grade inflation; no tag because no demographic equity comparison is indicated.",Layer B disagreed; Layer C disagreed
2024/122,2024/122,A Randomised Controlled Trial (RCT) of self-employment support for young people feasibility study,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2024,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Labour Market & Employment because self-employment support for young people concerns labour-market entry; Cross-Domain Linkage because LEO links education, welfare and tax sources; Policy Evaluation / Impact Analysis because it is an RCT feasibility study of a named support intervention; no tag because age is a target population not a comparative equity lens.","Assigned Labour Market & Employment because the project evaluates self-employment support for young people, centrally about employment/entrepreneurship outcomes; Cross-Domain Linkage because the Longitudinal Education Outcomes dataset links DfE education, DWP employment/benefits, and HMRC earnings data across policy domains; Policy Evaluation / Impact Analysis because the project is an RCT evaluating a named self-employment support programme; no tag as no demographic equity comparison is central beyond age-defined population.",
2024/123,2024/123,Analysing social mobility by parliamentary constituency,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2024,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring; Life-Course / Trajectory Analysis,Descriptive Monitoring,False,,,True,"Assigned Education & Skills and Labour Market & Employment because LEO links education to employment/earnings outcomes; Cross-Domain Linkage because LEO spans education, welfare and tax domains; Descriptive Monitoring and Life-Course / Trajectory Analysis because the project profiles social mobility across parliamentary constituencies while tracking education-to-work trajectories; no tag because the comparison is geographic rather than across a demographic group.","Assigned Education & Skills and Labour Market & Employment because analysing social mobility by constituency uses LEO data linking education to labour market outcomes; Cross-Domain Linkage because LEO spans DfE, DWP, and HMRC domains; Descriptive Monitoring because 'analysing social mobility by parliamentary constituency' implies measuring and characterising geographic variation in mobility patterns rather than evaluating a policy or testing a specific exposure-outcome hypothesis; no tag as no demographic group comparison is indicated.",Layer C disagreed
2024/124,2024/124,Trends and policy in health-related benefits,"Office for National Statistics: Labour Force Survey Household - UK, Labour Force Survey Longitudinal - UK, Labour Force Survey Person - UK, Annual Population Survey - UK, Annual Population Survey Longitudinal - UK, Opinions and Lifestyle Survey - Great Britain",2024,"Poverty, Wealth & Living Standards; Health & Social Care","Health & Social Care; Poverty, Wealth & Living Standards",True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring; Policy Evaluation / Impact Analysis,Descriptive Monitoring; Policy Evaluation / Impact Analysis,True,,,True,"Assigned Poverty, Wealth & Living Standards and Health & Social Care because the project studies health-related benefits combining welfare and health dimensions; Within-Domain Linkage because the LFS/APS/Opinions survey datasets are all labour/population survey instruments from one domain; Descriptive Monitoring and Policy Evaluation / Impact Analysis because it examines trends and policy in benefits; no tag because no demographic group comparison is central.","Assigned Health & Social Care because 'health-related benefits' centres on health conditions affecting benefit receipt, and Poverty, Wealth & Living Standards because benefits and welfare support are central; Within-Domain Linkage because all listed datasets (LFS variants, APS variants, Opinions and Lifestyle Survey) are ONS household/labour surveys within the same survey family domain; Descriptive Monitoring and Policy Evaluation / Impact Analysis because 'trends and policy' indicates both monitoring patterns over time and examining policy dimensions; no tag as no specific demographic group comparison is central.",
2024/125,2024/125,"Exploring health and social inequalities in exposure to outdoor volatile organic compounds (VOCs) concentrations across Leicester, UK.",Office for National Statistics: Annual Population Survey - UK,2024,Environment & Agriculture; Health & Social Care,Environment & Agriculture; Health & Social Care,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Environment & Agriculture and Health & Social Care because the project studies VOC pollution exposure and health/social inequalities; Single-Dataset because only the Annual Population Survey is listed; Outcome Tracking because it links naturally occurring pollution exposure to inequality outcomes; tag because health and social inequalities in exposure are central.,Assigned Environment & Agriculture because the project studies exposure to outdoor volatile organic compounds (pollution); Health & Social Care because health inequalities from environmental exposure are central; Single-Dataset because only the Annual Population Survey is listed; Outcome Tracking because the project links environmental exposure (VOCs) to health and social inequalities as a naturally occurring exposure-outcome relationship; demographic disparities tag because 'health and social inequalities' in exposure explicitly implies comparing across demographic/socially relevant groups.,
2024/126,2024/126,Firming Up Technology Trade,"Office for National Statistics: Business Structure Database - UK, Business Enterprise Research and Development - Great Britain, Annual Survey of Hours and Earnings - GB, International Trade in Services - UK, Annual Respondents Database x - UK, Annual Survey of Hours and Earnings Longitudinal - UK
Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK
DBT: UK Innovation Survey",2024,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because the project concerns technology trade, firm R&D and innovation; Cross-Domain Linkage because datasets span business (BSD, BERD, innovation, trade) and labour market (ASHE); Outcome Tracking because it links firm characteristics to trade outcomes; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project studies technology trade at the firm level using business R&D, innovation, trade, and enterprise data; Within-Domain Linkage because all listed datasets (BSD, BERD, ITIS, ARDx, UKIS, linked trade/IDBR, ASHE) relate to the business/firm domain; Outcome Tracking because 'Firming Up Technology Trade' implies analysing how firm characteristics relate to technology trade outcomes; no tag because no demographic equity comparison is central.",Layer B disagreed
2024/127,2024/127,The occupational status of nurses and midwives in England and Wales: a study using linked registrant and census data,"NMC: Nursing and Midwifery Council Register - UK
Office for National Statistics: Census 2021",2024,Labour Market & Employment,Labour Market & Employment; Health & Social Care,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Labour Market & Employment because the focus is the occupational status of nurses and midwives; Cross-Domain Linkage because the NMC professional register is linked to Census population data; Descriptive Monitoring because it profiles occupational status; no tag because demographic comparison is not the central question.,Assigned Labour Market & Employment because the project studies occupational status of nurses and midwives (workforce dynamics); assigned Health & Social Care because nurses and midwives are the health workforce and the NMC register is a health-domain dataset; Cross-Domain Linkage because the NMC Register (health professional registration) is linked with Census 2021 (demographic/population data); Descriptive Monitoring because the project characterises the occupational status profile of this workforce using linked data; no tag because no central demographic equity comparison is indicated.,Layer A disagreed
2024/128,2024/128,How does inflation affect internal migration within the UK?,Office for National Statistics: Labour Force Survey Indexed,2024,Migration & Demographics,Migration & Demographics,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Migration & Demographics because the focus is internal migration within the UK; Single-Dataset because only the Labour Force Survey Indexed is listed; Outcome Tracking because it links inflation (a naturally occurring condition) to migration outcomes; no tag because no demographic-group comparison is central.,"Assigned Migration & Demographics because the project studies internal migration within the UK, which is population mobility/movement; Single-Dataset because only the Labour Force Survey Indexed is listed; Outcome Tracking because the project links inflation (a naturally occurring economic condition) to internal migration outcomes; no tag as no demographic equity comparison is indicated as central.",
2024/129,2024/129,Ethnicity and Labour Market Outcomes,"Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales, Labour Force Survey Person - UK, Labour Force Survey Longitudinal - UK, Labour Force Survey Household - UK
Institute for Economic and Social Research: Understanding Society - UK",2024,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Labour Market & Employment because ethnicity and labour-market outcomes such as earnings are central; Cross-Domain Linkage because ASHE linked to 2011 Census combines labour-market and census/demographic domains; Outcome Tracking because ethnicity is linked to downstream labour-market outcomes; demographic disparities tag because ethnicity comparison is the central lens.,"Assigned Labour Market & Employment because the project studies labour market outcomes (earnings, employment) by ethnicity; Cross-Domain Linkage because ASHE linked to 2011 Census spans employment and census/demographic domains; Outcome Tracking because the project links ethnicity as an exposure to labour market outcomes; demographic disparities tag because ethnicity-based comparison of labour market outcomes is central.",
2024/131,2024/131,A comparison of the analytical outputs from the ONS Online Time Use Study (OTUS) and Extended Light Digital Diary Instrument (ELiDDI) to understand differences in the data collection methods.,Office for National Statistics: Online Time Use Survey - Great Britain,2024,Data Infrastructure & Methodology,Data Infrastructure & Methodology,True,Single-Dataset,Single-Dataset,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,"Assigned Data Infrastructure & Methodology because the project compares two data collection instruments (OTUS and ELiDDI) to understand differences in collection methods, making the method itself the object; Single-Dataset because only the ONS Online Time Use Survey is listed; Methodological / Infrastructure Research because the analytical operation is comparing and evaluating data collection methods; no tag because no demographic or equality-relevant comparison is central.","Assigned Data Infrastructure & Methodology because the project compares data collection instruments (OTUS vs ELiDDI), making data methods the substantive object; Single-Dataset because only the Online Time Use Survey is listed; Methodological / Infrastructure Research because the analytical purpose is to compare and understand differences in data collection methods; no tag because no demographic comparison is central.",
2024/132,2024/132,Trends in wages and incomes and the impact of the Covid-19 crisis on low income households,"Office for National Statistics: Annual Survey of Hours and Earnings - GB, Business Register Employment Survey - UK, Business Structure Database - UK, Consumer and Retail Price Index - UK, Labour Force Survey Person - UK, Monthly Wages and Salary Survey - Great Britain, Producer Price Index - UK, Wealth and Assets Survey - Great Britain, Labour Force Survey Household - UK, Labour Force Survey Longitudinal - UK, Business Insights and Conditions Survey - UK",2024,"Labour Market & Employment; Poverty, Wealth & Living Standards; COVID-19 & Pandemic","Labour Market & Employment; Poverty, Wealth & Living Standards; COVID-19 & Pandemic",True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring; Policy Evaluation / Impact Analysis,Descriptive Monitoring; Outcome Tracking,False,,,True,"Assigned Labour Market & Employment (wages), Poverty, Wealth & Living Standards (incomes of low-income households) and COVID-19 & Pandemic (Covid crisis impact) because all are central; Cross-Domain Linkage because datasets span earnings/employment, business, prices and household wealth domains; Descriptive Monitoring and Policy Evaluation / Impact Analysis because it tracks wage/income trends and assesses the Covid crisis impact; no tag because the focus is income level not a demographic group.","Assigned Labour Market & Employment because wages are central, Poverty, Wealth & Living Standards because incomes and low-income households are central, and COVID-19 & Pandemic because the impact of the Covid-19 crisis is explicitly studied; Cross-Domain Linkage because datasets span employment/earnings (ASHE, BRES, MWSS), business (BSD, BICS), household wealth (WAS), labour surveys (LFS), and price indices across multiple policy domains; Descriptive Monitoring for trends analysis and Outcome Tracking for examining Covid-19's impact on low-income households; no tag as no specific demographic group comparison is central.",Layer C disagreed
2024/133,2024/133,The impact of geopolitical risks on trade flows: Evidence from UK firm-level data,"Office for National Statistics: International Trade in Services - UK, Annual Respondents Database x - UK, Business Structure Database - UK, Business Enterprise Research and Development - Great Britain, Business Enterprise Research and Development - Northern Ireland
DBT: UK Innovation Survey",2024,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because the project analyses firm-level trade flows and exporting; Within-Domain Linkage because trade, business structure, R&D and innovation datasets all sit within the business/firm domain; Outcome Tracking because it links geopolitical risk (a naturally occurring exposure) to trade outcomes; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project studies trade flows, firm-level data, R&D, and innovation in response to geopolitical risks; Within-Domain Linkage because all datasets (ITIS, ARDx, BSD, BERD, UK Innovation Survey) fall within the business/firm domain; Outcome Tracking because geopolitical risks (naturally occurring exposure) are linked to trade flow outcomes; no tag as no demographic group comparison is central.",
2024/134,2024/134,Construction Skills Network: skills and training in the construction industry,"Office for National Statistics: Annual Population Survey, Labour Force Survey Longitudinal, Labour Force Survey Person",2024,Labour Market & Employment; Education & Skills,Labour Market & Employment; Education & Skills,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Labour Market & Employment and Education & Skills because the focus is skills and training in construction; Within-Domain Linkage because the multiple Labour Force/Population surveys all sit within the labour domain; Descriptive Monitoring because it profiles skills and training in an industry; no tag because no demographic comparison is central.,"Assigned Labour Market & Employment because skills demand and workforce composition in construction are central; Education & Skills because skills and training provision are explicitly referenced; Within-Domain Linkage because APS, LFS Longitudinal, and LFS Person are all labour force/population survey datasets within the same broad labour/skills domain; Descriptive Monitoring because the Construction Skills Network focuses on characterising and monitoring skills and training levels in the construction industry; no tag as no demographic equity comparison is indicated.",
2024/136,2024/136,"Unpacking returns to vocational education in England: the role of skills, labour market sorting and mobility","DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2024,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,True,Cross-Domain Linkage,Single-Dataset,False,Life-Course / Trajectory Analysis,Outcome Tracking,False,,,True,"Assigned Education & Skills and Labour Market & Employment because the project studies returns to vocational education through skills, labour market sorting and mobility, linking educational pathways to employment outcomes; Cross-Domain Linkage because the LEO product combines DfE education records with DWP and HMRC employment/earnings data spanning education and labour-market domains; Life-Course / Trajectory Analysis because it follows education-to-work pathways examining mobility and longer-run labour market outcomes; no tag because no demographic or equality-relevant comparison is central.","Assigned Education & Skills because the project studies returns to vocational education; Labour Market & Employment because it examines labour market sorting, mobility, and skills-related employment outcomes; Single-Dataset because only the LEO SRS Iteration 2 Standard Extract is listed (a single pre-linked education-employment product but treated as one coherent product); Outcome Tracking because the project links vocational education (exposure) to labour market outcomes (downstream); no tag because no demographic group comparison is central.",Layer B disagreed; Layer C disagreed
2024/137,2024/137,Characterising wage inequality in the UK,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2024,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment because the focus is characterising wage inequality, a core earnings/labour-market question; Cross-Domain Linkage because LEO links education (DfE), welfare (DWP) and tax (HMRC) sources spanning multiple domains; Descriptive Monitoring because the operation is characterising distribution of wage inequality rather than testing an intervention; no tag because wage inequality is not centred on a demographic/equality group comparison.","Assigned Labour Market & Employment because the project characterises wage inequality, centrally about earnings and wages; Cross-Domain Linkage because the Longitudinal Education Outcomes dataset links education (DfE), employment/benefits (DWP), and tax/earnings (HMRC) data spanning multiple policy domains; Descriptive Monitoring because 'characterising' wage inequality implies measuring levels, distributions, and patterns rather than evaluating a policy or testing an exposure-outcome relationship; no demographic disparities tag because the focus is on wage inequality broadly, not explicitly comparing across demographic/equality-relevant groups.",
2024/138,2024/138,Newcomer children in Northern Ireland: an analysis of the Education Outcomes Linkage dataset,Northern Ireland Statistics and Research Agency: EOL Dataset (2015-2022),2024,Education & Skills,Education & Skills; Migration & Demographics,False,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Education & Skills because the focus is education outcomes for newcomer children; Single-Dataset because only the EOL dataset is listed; Outcome Tracking because newcomer (migrant) status is linked to education outcomes; demographic disparities tag because the comparison centres on newcomer/migrant children.,"Assigned Education & Skills because education outcomes are central; Migration & Demographics because newcomer children (migrant/immigrant population) are the study population and their migration status is a defining feature of the research question; Single-Dataset because only the EOL Dataset is listed as a single pre-linked education outcomes product; Outcome Tracking because the project links newcomer/migrant status (exposure) to education outcomes; Demographic disparities/equity tag because the central comparison is between newcomer (migrant) children and others, an equality-relevant group comparison.",Layer A disagreed
2024/139,2024/139,Understanding the family justice system,SAIL Databank Databank: Census 2021,2024,Crime & Justice,Crime & Justice,True,Cross-Domain Linkage,Single-Dataset,False,Service Interaction / Systems Analysis,Service Interaction / Systems Analysis,True,,,True,"Assigned Crime & Justice because the title centres on the family justice system; Cross-Domain Linkage because SAIL Databank is linked to Census 2021, spanning justice/administrative and demographic domains; Service Interaction / Systems Analysis because understanding how families move through the justice system is central; no tag because no demographic-group comparison is the central question.","Assigned Crime & Justice because the title explicitly references the family justice system, which falls under justice-system institutions; Single-Dataset because only Census 2021 via SAIL Databank is listed as a single data product; Service Interaction / Systems Analysis because 'understanding the family justice system' implies studying how families move through or interact with justice processes; no cross-cutting tag because no demographic comparison is indicated as central.",Layer B disagreed
2024/141,2024/141,Research on retention and progression of teachers in England,Department For Education: Working Lives of Teachers and Leaders - England,2024,Labour Market & Employment; Education & Skills,Education & Skills,False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Labour Market & Employment and Education & Skills because teacher retention and progression concern the education workforce; Single-Dataset because only the Working Lives of Teachers and Leaders dataset is listed; Descriptive Monitoring because it profiles retention and progression patterns; no tag because no demographic-group comparison is central.,"Assigned Education & Skills because teacher retention and progression is a teacher workforce issue within the education domain; Single-Dataset because only the Working Lives of Teachers and Leaders survey is listed; Descriptive Monitoring because researching retention and progression patterns of teachers implies measuring levels, trends, and characteristics of the teacher workforce; no cross-cutting tag because no demographic comparison is indicated as central.",Layer A disagreed
2024/142,2024/142,Skills Shortages in the United Kingdom,Department For Education: Employer Skills Survey and Investment in Training - UK,2024,Labour Market & Employment; Education & Skills,Labour Market & Employment,False,Within-Domain Linkage,Single-Dataset,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment and Education & Skills because the project studies skills shortages, employer skills demand and investment in training, central to both workforce skills mismatch and training provision; Within-Domain Linkage because the Employer Skills Survey and Investment in Training datasets both sit within the education/skills-and-labour policy domain administered by DfE; Descriptive Monitoring because the analytical operation is to measure and characterise the level and pattern of skills shortages across the UK; no tag because no demographic or equality-relevant group comparison is central.","Assigned Labour Market & Employment because skills shortages concern labour supply, demand, and workforce mismatch; Single-Dataset because only the Employer Skills Survey and Investment in Training is listed as one coherent product; Descriptive Monitoring because the project appears to measure and characterise skills shortages across the UK; no tag because no demographic equity comparison is central.",Layer A disagreed; Layer B disagreed
2024/143,2024/143,Economic Analysis for a Youth Employment Model,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2024,Labour Market & Employment,Labour Market & Employment; Education & Skills,False,Cross-Domain Linkage,Single-Dataset,False,Descriptive Monitoring,Policy Evaluation / Impact Analysis,False,,,True,Assigned Labour Market & Employment because the project builds a youth employment model focused on labour-market outcomes; Cross-Domain Linkage because LEO links education with DWP/HMRC employment/earnings data spanning domains; Descriptive Monitoring because an economic analysis/model characterises youth employment patterns rather than evaluating a named intervention; no tag because no demographic-group comparison is central.,Assigned Labour Market & Employment and Education & Skills because the project analyses a youth employment model spanning education-to-work transitions and labour-market outcomes; Single-Dataset because only LEO Iteration 2 Standard Extract is listed; Policy Evaluation / Impact Analysis because 'Economic Analysis for a Youth Employment Model' implies evaluating a named programme/intervention; no tag because no demographic comparison is indicated as central.,Layer A disagreed; Layer B disagreed; Layer C disagreed
2024/144,2024/144,Understanding SES and Gender Gaps in University Admissions: The Case of Application Behaviour and Teacher Predicted Grades,"OFQUAL and DfE: UCAS Grading and Admissions
Qualifications Wales, Department For Education, University and Colleges Admission Service: GRading and Admissions Data England (GRADE)",2024,Education & Skills,Education & Skills,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Outcome Tracking,False,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Education & Skills because the focus is university admissions, application behaviour and predicted grades; Within-Domain Linkage because UCAS/GRADE and qualifications datasets all sit within education; Descriptive Monitoring because the project characterises SES and gender gaps in admissions behaviour; demographic disparities tag because gender gaps are central.","Assigned Education & Skills because the project focuses on university admissions, application behaviour, and teacher predicted grades; Within-Domain Linkage because multiple datasets (OFQUAL/DfE UCAS Grading and Admissions, Qualifications Wales, GRADE) all fall within the education domain; Outcome Tracking because it links SES and gender (naturally occurring characteristics) to admissions outcomes; Demographic disparities / equity tag because SES and gender gaps are central to the research question.",Layer C disagreed
2024/146,2024/146,Socio-demographic inequalities and the role of contextual factors in shaping housing trajectories of immigrants and their descendants in England and Wales,Office for National Statistics: ONS Longitudinal Study - England and Wales,2024,Housing & Planning; Migration & Demographics,Housing & Planning; Migration & Demographics,True,Single-Dataset,Single-Dataset,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Housing & Planning and Migration & Demographics because the study examines housing trajectories of immigrants and their descendants; Single-Dataset because only the ONS Longitudinal Study is listed as a coherent product; Life-Course / Trajectory Analysis because it follows housing trajectories across groups and time; demographic disparities tag because comparison across immigrant generations and socio-demographic groups is central.,Assigned Housing & Planning because the project studies housing trajectories and Migration & Demographics because the population of interest is immigrants and their descendants with migration as a central framing; Single-Dataset because only the ONS Longitudinal Study is listed; Life-Course / Trajectory Analysis because the project follows housing trajectories over time for immigrants and descendants; Demographic disparities / equity tag because the project centrally examines socio-demographic inequalities across immigrant groups and their descendants.,
2024/147,2024/147,The long term impact of Academies in England,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2024,Education & Skills; Labour Market & Employment,Education & Skills,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Education & Skills and Labour Market & Employment because the Academies programme is an education policy whose long-term employment/earnings outcomes are tracked via LEO; Cross-Domain Linkage because LEO links DfE education records with DWP/HMRC employment and earnings data spanning education and labour-market domains; Policy Evaluation / Impact Analysis because it evaluates the impact of the named Academies policy; no tag because no demographic group comparison is central.,"Assigned Education & Skills because the project evaluates Academies, which are a school reform policy, and uses Longitudinal Education Outcomes data linking education to employment/earnings outcomes as consequences of that education policy; Cross-Domain Linkage because the LEO dataset links DfE education data with DWP and HMRC employment and earnings data, spanning education and labour-market domains; Policy Evaluation / Impact Analysis because the title explicitly evaluates the 'long term impact of Academies', a named policy intervention; no tag because no demographic comparison is central.",Layer A disagreed
2024/148,2024/148,Returning to learning for Level 2 achievers - similarities and differences,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2024,Education & Skills,Education & Skills,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,,,True,Assigned Education & Skills because the focus is returning to learning for Level 2 achievers; Cross-Domain Linkage because LEO combines DfE education with DWP/HMRC employment data; Life-Course / Trajectory Analysis because it follows learners' return-to-learning pathways over time; no tag because no demographic-group comparison is central.,"Assigned Education & Skills because the project examines returning to learning for Level 2 achievers, focusing on educational progression; Cross-Domain Linkage because the LEO dataset links education (DfE) with employment/earnings (DWP, HMRC) data spanning multiple policy domains; Life-Course / Trajectory Analysis because 'returning to learning' and examining 'similarities and differences' among achievers implies following educational pathways and transitions over time; no cross-cutting tag because no demographic group comparison is indicated as central.",
