Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8,substantive_domains_4_6,substantive_domains_agree,linkage_mode_4_8,linkage_mode_4_6,linkage_mode_agree,analytical_purpose_4_8,analytical_purpose_4_6,analytical_purpose_agree,cross_cutting_tags_4_8,cross_cutting_tags_4_6,cross_cutting_tags_agree,rationale_4_8,rationale_4_6,disagreement_summary
2023/176,2023/176,Analysis of UK international trade performance and drivers using firm level data.,"Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK
Office for National Statistics: International Trade in Services - UK, Annual Business Survey - UK",2023,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,Assigned Business & Productivity because the project analyses UK international trade performance and drivers using firm-level data such as the Annual Business Survey and trade datasets; Cross-Domain Linkage because it combines firm/business data with trade data spanning business and public finance/customs domains via linked HMRC trade and IDBR; Outcome Tracking because it relates drivers to trade performance outcomes rather than evaluating a named policy; no tag because no demographic equality comparison is central.,"Assigned Business & Productivity because the project analyses UK international trade performance and drivers at the firm level; Cross-Domain Linkage because it links trade-in-goods/IDBR, International Trade in Services, and Annual Business Survey spanning trade and business survey domains; Descriptive Monitoring because the title indicates analysis of trade performance and its drivers (characterising patterns) rather than evaluating a named policy or testing a specific exposure-outcome; no tag because no demographic/equity comparison is indicated.",Layer C disagreed
2023/181,2023/181,Assessing the impact of UK Enterprise Zones,"Office for National Statistics: Business Structure Database - UK, Annual Business Survey - UK, Annual Respondents Database 2 - UK, Annual Survey of Hours and Earnings - UK, Labour Force Survey Household - UK",2023,Business & Productivity; Labour Market & Employment,Business & Productivity,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity and Labour Market & Employment because Enterprise Zones impact firms and employment/earnings (ASHE, LFS) outcomes; Cross-Domain Linkage because datasets span business (BSD, ABS) and labour market (ASHE, LFS) domains; Policy Evaluation / Impact Analysis because it assesses the impact of a named policy (Enterprise Zones); no tag because no demographic comparison is central.","Assigned Business & Productivity because UK Enterprise Zones are a place-based business/enterprise policy and the datasets focus on firm-level activity and performance; Cross-Domain Linkage because the datasets span business (BSD, ABS, ARD2), earnings/labour (ASHE, LFS Household) across business and labour domains; Policy Evaluation / Impact Analysis because the project assesses the impact of a named intervention (Enterprise Zones); no tag because no demographic comparison is central.",Layer A disagreed
2023/189,2023/189,"Understanding Industry and Consumer Responses in Food, Alcohol and Tobacco",Office for National Statistics: Living Costs and Food Survey,2023,"Poverty, Wealth & Living Standards; Business & Productivity","Poverty, Wealth & Living Standards",False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Poverty, Wealth & Living Standards and Business & Productivity because it examines consumer expenditure and industry responses in food, alcohol and tobacco; Single-Dataset because only the Living Costs and Food Survey is listed; Descriptive Monitoring because it characterises consumption and industry response patterns; no tag because no demographic-group comparison is central.","Assigned Poverty, Wealth & Living Standards because the title concerns consumer responses in food, alcohol and tobacco spending, which relates to household consumption and living standards; Single-Dataset because only the Living Costs and Food Survey is listed; Descriptive Monitoring because the project aims to understand industry and consumer responses — characterising patterns and behaviours; no tag because no demographic equity comparison is central.",Layer A disagreed
2023/190,2023/190,Understanding productivity: a macroeconomic approach,"Office for National Statistics: Annual Survey of Hours and Earnings - UK, Labour Force Survey Person - UK",2023,Business & Productivity; Labour Market & Employment,Business & Productivity,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Business & Productivity and Labour Market & Employment because it studies macroeconomic productivity using earnings (ASHE) and labour force data; Cross-Domain Linkage because ASHE (employment) and LFS span labour-market and business/economic measurement domains; Descriptive Monitoring because a macroeconomic understanding of productivity is the analytical operation; no tag because no demographic comparison is central.,Assigned Business & Productivity because the project focuses on understanding productivity from a macroeconomic approach; Cross-Domain Linkage because ASHE (earnings/employment domain) and LFS Person (labour market domain) are combined with a productivity focus spanning business and labour domains; Descriptive Monitoring because 'understanding productivity' implies characterising and measuring productivity patterns rather than evaluating a specific policy or testing an exposure-outcome; no tag because no demographic comparison is central.,Layer A disagreed
2023/202,2023/202,"Digital Technology in Work, Innovation, Productivity and Skills","Office for National Statistics: Annual Business Survey - UK, Low Carbon and Renewable Energy Economy Survey - UK, E-commerce Survey - UK, Annual Respondents Database x - UK, Annual Survey of Hours and Earnings - UK, Business Structure Database - UK, Vacancy Survey - UK, UK Manufacturers Sales by Product Survey, Business Enterprise Research and Development - Northern Ireland
DBT: UK Innovation Survey
Department For Education: Employer Skills Survey and Investment in Training - UK",2023,Business & Productivity; Labour Market & Employment,Business & Productivity; Labour Market & Employment; Education & Skills,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity and Labour Market & Employment because the project examines digital technology effects on innovation, productivity, work and skills using business and employment datasets; Cross-Domain Linkage because datasets span business (ABS, BSD, innovation), labour (ASHE, Vacancy Survey, skills) and energy (LCREE) domains; Outcome Tracking because it relates digital technology to productivity and skills outcomes; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project examines digital technology in innovation and productivity; Labour Market & Employment because it addresses work and skills demand (ASHE, Vacancy Survey); Education & Skills because it includes the Employer Skills Survey and skills dimension; Cross-Domain Linkage because datasets span business (ABS, BSD, BERD, Innovation Survey, E-commerce Survey), labour/earnings (ASHE, Vacancy Survey), and education/skills (Employer Skills Survey) domains; Outcome Tracking because the project links digital technology adoption (exposure) to outcomes in work, innovation, productivity and skills; no tag because no demographic comparison is central.",Layer A disagreed
2023/203,2023/203,Economic Evaluation of the Aerospace Technology Institute,"Office for National Statistics: Business Enterprise Research and Development - Great Britain, Annual Survey of Hours and Earnings - UK, Business Structure Database - UK, Annual Business Survey - UK",2023,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because it evaluates a research/innovation institute's effect on firm R&D and performance; Cross-Domain Linkage because datasets span business (BERD, BSD, ABS) and labour-market earnings (ASHE); Policy Evaluation / Impact Analysis because it economically evaluates the named Aerospace Technology Institute; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project evaluates a firm/industry-level technology programme (Aerospace Technology Institute); Within-Domain Linkage because BERD, ASHE, BSD, and ABS all relate to firm-level business performance and R&D within the business domain; Policy Evaluation / Impact Analysis because 'Economic Evaluation of the Aerospace Technology Institute' is evaluating a named programme/intervention; no tag because no demographic comparison is central.",Layer B disagreed
2023/206,2023/206,Skills Imperative 2035 - ASHE and LFS,"Office for National Statistics: Labour Force Survey Longitudinal - UK, Annual Survey of Hours and Earnings Longitudinal - UK",2023,Labour Market & Employment; Education & Skills,Labour Market & Employment; Education & Skills,True,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Labour Market & Employment and Education & Skills because 'Skills Imperative 2035' projects future skills demand using earnings (ASHE) and labour force (LFS) data; Within-Domain Linkage because ASHE and LFS both sit in the labour-market domain; Descriptive Monitoring because the project characterises and projects skills patterns and trends; no tag because no demographic comparison is central.,Assigned Labour Market & Employment and Education & Skills because 'Skills Imperative 2035' explicitly concerns future skills demand and labour market dynamics; Cross-Domain Linkage because LFS (labour market survey) and ASHE (earnings survey) are two distinct datasets within the labour/skills domain but the project title focuses on skills forecasting spanning education and labour market domains; Descriptive Monitoring because the project appears to characterise and project skills needs to 2035; no tag because no demographic comparison is central.,Layer B disagreed
2023/210,2023/210,Children and the Internet: Examining Risky Behaviours in Online Spaces: An Intersectional Perspective,Office for National Statistics: Crime Survey for England and Wales,2023,Crime & Justice,Crime & Justice,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Outcome Tracking,False,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Crime & Justice because the focus is risky online behaviours and victimisation using the Crime Survey for England and Wales; Single-Dataset because only that survey is listed; Descriptive Monitoring because it examines patterns of children's risky online behaviours; demographic tag because the intersectional perspective centres comparison across demographic groups.,Assigned Crime & Justice because the project examines risky behaviours online (victimisation/offending) using the Crime Survey for England and Wales; Single-Dataset because only CSEW is listed; Outcome Tracking because the project links children's internet use to risky behaviours as outcomes; Demographic disparities / equity tag because 'An Intersectional Perspective' signals central comparison across demographic/equality-relevant groups.,Layer C disagreed
2023/211/a,2023/211,ESCoE: Local Consumption and National Sustainable Well-being,"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Person - UK, Living Costs and Food Survey - UK
Institute for Economic and Social Research: Understanding Society - UK",2023,"Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards",True,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Poverty, Wealth & Living Standards because local consumption and sustainable well-being concern household living standards and material conditions; Within-Domain Linkage because APS, LFS, Living Costs and Food Survey and Understanding Society all sit within household/living-standards measurement; Descriptive Monitoring because the aim is to measure consumption and well-being distributions; no tag because no central demographic comparison.","Assigned Poverty, Wealth & Living Standards because the project focuses on local consumption and national sustainable well-being, centring on household living standards and consumption patterns; Cross-Domain Linkage because datasets span labour market (APS, LFS), household expenditure (Living Costs and Food Survey), and household panel data (Understanding Society), covering multiple policy domains; Descriptive Monitoring because measuring local consumption and well-being indicators suggests characterisation across places and populations; no cross-cutting tag because no demographic equity comparison is indicated as central.",Layer B disagreed
2023/211/b,2023/211,ESCOE: ESCoE: Local Consumption and National Sustainable Well-being,"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Person - UK, Living Costs and Food Survey - UK
Institute for Economic and Social Research: Understanding Society - UK",2023,"Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards; Data Infrastructure & Methodology",False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Methodological / Infrastructure Research; Descriptive Monitoring,False,,,True,"Assigned Poverty, Wealth & Living Standards because the project studies local consumption and sustainable well-being (living standards); Cross-Domain Linkage because datasets span labour (APS, LFS), household consumption (LCF) and the multi-topic Understanding Society survey; Descriptive Monitoring because the aim is to measure consumption and well-being patterns; no tag because no demographic comparison is central.","Assigned Poverty, Wealth & Living Standards because the project focuses on local consumption and sustainable well-being (household living standards), and Data Infrastructure & Methodology because it is an ESCoE project focused on developing measures of local consumption and well-being; Cross-Domain Linkage because datasets span labour market (APS, LFS), household expenditure (LCFS), and household panel (Understanding Society) across multiple domains; Methodological / Infrastructure Research because developing local consumption and well-being measures is central, and Descriptive Monitoring because it also characterises local consumption patterns; no tag because no demographic equity comparison is central.",Layer A disagreed; Layer C disagreed
2023/214,2023/214,Better outcomes through linked data - BOLD,,2023,Unclear from Register Entry,Data Infrastructure & Methodology,False,Unclear from Register Entry,Unclear from Register Entry,True,Unclear from Register Entry,Methodological / Infrastructure Research,False,,,True,Assigned Unclear from Register Entry because the title 'Better outcomes through linked data - BOLD' is non-descriptive and no datasets are listed; linkage mode Unclear because no dataset field is provided; purpose Unclear because no analytical operation can be inferred; no tag because no demographic comparison is evident.,Assigned Data Infrastructure & Methodology because 'Better outcomes through linked data - BOLD' indicates the project is about linked data infrastructure itself; Unclear from Register Entry because no datasets are listed; Methodological / Infrastructure Research because the project's focus is on developing or demonstrating linked data capability; no tag because no demographic equity comparison is evident.,Layer A disagreed; Layer C disagreed
2023/220,2023/220,Assessing the value of UK Higher Education: Investigating the differing returns of different degree subjects,"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Household - UK, Labour Force Survey Person - UK",2023,Education & Skills; Labour Market & Employment,Education & Skills,False,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Education & Skills and Labour Market & Employment because the project studies labour-market returns to different degree subjects; Within-Domain Linkage because APS and LFS datasets all sit in the labour-market domain; Outcome Tracking because it links degree subject (a characteristic) to earnings returns; no tag because subject not demographic group is the comparison.,"Assigned Education & Skills because the project investigates returns to different degree subjects, making education pathways and their consequences the substantive focus; Within-Domain Linkage because APS, LFS Household, and LFS Person are multiple datasets but all within the labour/population survey domain — however the substantive question is education-to-work returns, and the datasets are all labour force surveys within one domain; Outcome Tracking because the project links degree subject (exposure) to labour market returns (outcome); no tag because no demographic equity comparison is central.",Layer A disagreed
2023/222,2023/222,Next Generation - young people and the social care workforce,"Office for National Statistics: Quarterly Labour Force Survey, Annual Survey of Hours and Earnings",2023,Labour Market & Employment; Health & Social Care,Health & Social Care; Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,Demographic disparities / equity tag,False,"Assigned Labour Market & Employment because the focus is the social care workforce and young people's entry, and Health & Social Care because it concerns the social care sector workforce; Within-Domain Linkage because QLFS and ASHE are both labour-market sources; Descriptive Monitoring because it profiles the composition of the social care workforce; no tag because age is a sector focus rather than a central equity comparison.","Assigned Health & Social Care because the project concerns the social care workforce, and Labour Market & Employment because it studies young people's participation and workforce dynamics in that sector; Within-Domain Linkage because both QLFS and ASHE are labour market datasets within the same domain; Descriptive Monitoring because the project appears to characterise young people and the social care workforce composition and conditions; Demographic disparities / equity tag because age (young people) as a demographic group is central to the research question.",Tag disagreed
2023/228,2023/228,Addressing pre-specified secondary and exploratory objectives in the COVID-19 Infection Survey,"Office for National Statistics, University of Oxford: COVID-19 Infection Survey - UK, COVID-19 Infection Survey linked to Mortality - England and Wales
ONS; University of Oxford; VOA;
DLUHC: COVID-19 Infection Survey linked to VOA and EPC - England and Wales
Office for National Statistics, University of Oxford,
NHS England: COVID-19 Infection Survey linked to Combined Vaccination - UK
ONS; University of Oxford; DHSC: COVID-19 Infection Survey linked to NHS Test and Trace - England",2023,COVID-19 & Pandemic; Health & Social Care,COVID-19 & Pandemic; Health & Social Care,True,Cross-Domain Linkage,Within-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned COVID-19 & Pandemic and Health & Social Care because the COVID-19 Infection Survey studies infection, vaccination and mortality outcomes; Cross-Domain Linkage because the infection survey is linked to VOA/EPC property data (housing) alongside health/mortality data spanning domains; Outcome Tracking because it links infection status/exposures to downstream health outcomes; no tag because no demographic comparison is central.","Assigned COVID-19 & Pandemic because the project explicitly studies COVID-19 infection survey data and pandemic-related objectives; Health & Social Care because COVID-19 infection, vaccination, mortality, and health outcomes are central; Within-Domain Linkage because although multiple linked products are listed (CIS linked to mortality, vaccination, test and trace, VOA/EPC), the core components all relate to COVID-19 health/infection surveillance — the VOA/EPC linkage supports housing context but the primary domain remains health/pandemic; Outcome Tracking because addressing secondary and exploratory objectives implies analysing exposure-outcome relationships within the infection survey; no cross-cutting tag because no demographic equity comparison is indicated as central.",Layer B disagreed
2023/230,2023/230,Beliefs in Production Networks,Bank of England: Decision Maker Panel - UK,2023,Business & Productivity,Business & Productivity,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Outcome Tracking,False,,,True,Assigned Business & Productivity because beliefs in production networks concern firm decision-making via the Decision Maker Panel; Single-Dataset because one firm survey is listed; Descriptive Monitoring because it characterises firm beliefs and network patterns rather than evaluating an intervention; no tag because no demographic equity lens is central.,"Assigned Business & Productivity because the project studies beliefs in production networks using the Bank of England Decision Maker Panel, a firm-level survey about business expectations and behaviour; Single-Dataset because only the Decision Maker Panel is listed; Outcome Tracking because examining how beliefs relate to firm behaviour in production networks implies an exposure-outcome relationship (beliefs as exposure, firm/network outcomes as result); no cross-cutting tag because no demographic comparison is central.",Layer C disagreed
2023/232,2023/232,Lifelong learning and skills for longer lives,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2023,Education & Skills; Labour Market & Employment,Education & Skills,False,Cross-Domain Linkage,Single-Dataset,False,Life-Course / Trajectory Analysis,Outcome Tracking,False,,,True,Assigned Education & Skills and Labour Market & Employment because lifelong learning and skills are linked to employment outcomes; Cross-Domain Linkage because LEO links DfE education with DWP/HMRC employment/earnings data across domains; Life-Course / Trajectory Analysis because it follows lifelong learning across longer lives; no tag because no demographic group comparison is central.,"Assigned Education & Skills because lifelong learning and skills are the central focus, using Longitudinal Education Outcomes data to study education-to-work pathways for longer lives; Single-Dataset because only the LEO Standard Extract is listed as a single pre-linked product within the education-to-employment outcomes domain; Outcome Tracking because the project links learning/skills participation to downstream outcomes (longer lives); no tag because no demographic comparison is indicated.",Layer A disagreed; Layer B disagreed; Layer C disagreed
2023/233,2023/233,Impact of area-level supply of psychological therapies on individual-level subjective wellbeing and labour market outcomes,Office for National Statistics: Annual Population Survey,2023,Health & Social Care; Labour Market & Employment,Health & Social Care; Labour Market & Employment,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Policy Evaluation / Impact Analysis,False,,,True,"Assigned Health & Social Care because the focus is psychological therapies and subjective wellbeing, and Labour Market & Employment because labour market outcomes are co-analysed; Single-Dataset because only the Annual Population Survey is listed; Outcome Tracking because it links area-level therapy supply to individual wellbeing and labour outcomes; no tag because no demographic equality comparison is central.","Assigned Health & Social Care because the project examines area-level supply of psychological therapies and subjective wellbeing (mental health service provision), and Labour Market & Employment because labour market outcomes are also studied; Single-Dataset because only the Annual Population Survey is listed; Policy Evaluation / Impact Analysis because the project evaluates the impact of area-level supply of psychological therapies (a service/policy variable) on individual outcomes; no cross-cutting tag because no demographic group comparison is indicated as central.",Layer C disagreed
2023/235,2023/235,Local Labour Market Analysis for Youth Futures Foundation Connected Futures Fund,"Office for National Statistics: Annual Survey of Hours and Earnings - UK, Labour Force Survey Longitudinal - UK, Annual Population Survey - UK, Vacancy Survey - UK
Department For Education: Employer Skills Survey and Investment in Training - UK
Institute for Economic and Social Research: Understanding Society - UK
University and Colleges Admission Service: Universities and Colleges Admissions Service - UK",2023,Labour Market & Employment; Education & Skills,Labour Market & Employment; Education & Skills,True,Cross-Domain Linkage,Within-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,Demographic disparities / equity tag,False,"Assigned Labour Market & Employment and Education & Skills because it analyses local labour markets, skills demand and youth pathways including admissions data; Cross-Domain Linkage because datasets span labour-market surveys, skills/training surveys and UCAS admissions across domains; Descriptive Monitoring because it characterises local labour markets to inform a youth fund; no tag because youth focus is the target population, not a centred equity comparison.","Assigned Labour Market & Employment because the project analyses local labour markets including earnings, vacancies, and employment, and Education & Skills because it includes skills surveys and university admissions data for youth employment pathways; Within-Domain Linkage because all datasets (ASHE, LFS, APS, Vacancy Survey, Employer Skills Survey, Understanding Society, UCAS) relate to labour market and education/skills domains which are closely intertwined here but span education and employment; Descriptive Monitoring because 'Local Labour Market Analysis' suggests characterising labour market conditions for the Connected Futures Fund targeting youth; Demographic disparities / equity tag because the project focuses on youth as a specific demographic group via the Youth Futures Foundation.",Layer B disagreed; Tag disagreed
2023/238,2023/238,Workplace heterogeneity in wage inequality in the UK,"Office for National Statistics: Annual Survey of Hours and Earnings, Business Structure Database, UK Innovation Survey",2023,Labour Market & Employment,Labour Market & Employment; Business & Productivity,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Labour Market & Employment because workplace wage inequality is central; Cross-Domain Linkage because ASHE/BSD (employment-firm) plus UK Innovation Survey (business) span domains; Outcome Tracking because it links workplace heterogeneity to wage inequality; no tag because the focus is workplace not demographic-group comparison.,"Assigned Labour Market & Employment because the project studies wage inequality, and Business & Productivity because workplace heterogeneity and firm-level variation are central; Cross-Domain Linkage because ASHE (earnings/labour) is combined with BSD and UK Innovation Survey (business/firm datasets), spanning labour and business domains; Outcome Tracking because workplace characteristics (exposure) are linked to wage inequality (outcome); no tag as no demographic equity comparison is indicated.",Layer A disagreed
2023/242,2023/242,Coastal Erosion and Floods and the wellbeing of communities,"Institute for Economic and Social Research: Understanding Society - UK
Office for National Statistics: Annual Population Survey - UK",2023,Environment & Agriculture; Health & Social Care,Environment & Agriculture; Health & Social Care,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Environment & Agriculture because coastal erosion and flooding are environmental exposures, and Health & Social Care because community wellbeing is the outcome; Within-Domain Linkage because both datasets are survey population sources (Understanding Society and APS); Outcome Tracking because it links a naturally occurring environmental exposure to wellbeing outcomes; no tag because no demographic comparison is central.","Assigned Environment & Agriculture because the project studies coastal erosion and floods (natural environment phenomena), and Health & Social Care because wellbeing of communities is a health-focused outcome; Cross-Domain Linkage because Understanding Society (household panel) and APS (population/labour survey) span different domains and are linked to study environmental exposures; Outcome Tracking because the project links naturally occurring environmental events (erosion, floods) to community wellbeing outcomes; no tag because no demographic equity comparison is central.",Layer B disagreed
2023/253,2023/253,Family Structure in the UK and its Change over Time,"Office for National Statistics: Census 1961 - Great Britain, Census 1971 - Great Britain, Census 1981 - Great Britain, Census 2011 Household - England and Wales, Census 2001 Household - UK, Census 2001 Individual - UK
NISRA: Census 2011 Household - Northern Ireland
National Records Scotland: Census 2011 Household - Scotland",2023,Migration & Demographics,Migration & Demographics,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring; Life-Course / Trajectory Analysis,False,,,True,"Assigned Migration & Demographics because the project studies family structure change over time using census data; Within-Domain Linkage because multiple census datasets all sit within the demographics domain; Descriptive Monitoring because it characterises family structure and its change over time; no tag because demographic structure itself, not equity comparison, is the object.","Assigned Migration & Demographics because the project studies family structure and its change over time as a demographic/population phenomenon; Within-Domain Linkage because multiple census datasets from 1961–2011 across UK nations are all within the census/population domain; Descriptive Monitoring because the project characterises family structure patterns, and Life-Course / Trajectory Analysis because it tracks change over extended time across multiple decades; no tag because no demographic group comparison is central to the question.",Layer C disagreed
2023/261,2023/261,Analysis of distributional consequences and considerations for Monetary Policy,"Office for National Statistics: Annual Business Survey - UK, Annual Survey of Hours and Earnings - UK, Business Register Employment Survey - UK, Living Costs and Food Survey - UK, Business Insights and Conditions Survey - UK, Annual Survey of Hours and Earnings Longitudinal - UK, Wealth and Assets Survey - Great Britain, Vacancy Survey - UK, Consumer and Retail Price Index - UK, Labour Force Survey Person - UK, Business Structure Database - UK
Institute for Economic and Social Research: Understanding Society - UK
Office for National Statistics, University of Oxford,
NHS England: COVID-19 Infection Survey linked to Combined Vaccination - UK
DWP: Family Resources Survey - UK
Bank of England: Decision Maker Panel - UK",2023,"Poverty, Wealth & Living Standards; Public Finance & Taxation; Labour Market & Employment","Public Finance & Taxation; Poverty, Wealth & Living Standards",False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring; Policy Evaluation / Impact Analysis,Outcome Tracking,False,,,True,"Assigned Poverty, Wealth & Living Standards because distributional consequences (wealth, living costs, household resources) are central, Public Finance & Taxation/monetary policy because the focus is on monetary policy considerations, and Labour Market & Employment because earnings and labour datasets feature; Cross-Domain Linkage because datasets span business, earnings, household living costs, wealth, prices and health (COVID) domains; Descriptive Monitoring and Policy Evaluation / Impact Analysis because it characterises distributional patterns to inform a named policy lever (monetary policy); no tag because the comparison is socioeconomic/distributional rather than across demographic groups.","Assigned Public Finance & Taxation because the project analyses distributional consequences of monetary policy (a fiscal/macro-policy mechanism), and Poverty, Wealth & Living Standards because distributional consequences concern household resources, wealth, and living standards; Cross-Domain Linkage because datasets span business activity (ABS, BSD, BICS, Vacancy Survey), earnings/labour (ASHE), household living standards (LCFS, WAS, Understanding Society), consumer prices (CPI/RPI), and COVID infection data across multiple policy domains; Outcome Tracking because the project links a naturally occurring policy condition (monetary policy) to distributional outcomes rather than evaluating a named discrete intervention; no tag because distributional analysis here is across income/wealth groups not demographic equality groups.",Layer A disagreed; Layer C disagreed
2023/263,2023/263,"Producing estimates of school aged children, by Local Authority, and pupil characteristics",Office for National Statistics: Census 2021,2023,Education & Skills; Migration & Demographics,Education & Skills; Data Infrastructure & Methodology,False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Methodological / Infrastructure Research,False,,,True,Assigned Education & Skills and Migration & Demographics because producing population estimates of school-aged children by pupil characteristics combines schooling and population estimation; Single-Dataset because only Census 2021 is listed; Descriptive Monitoring because it produces population estimates and distributions; no tag because pupil characteristics are descriptors not a comparative equity question.,"Assigned Education & Skills because the project produces estimates of school-aged children by pupil characteristics, and Data Infrastructure & Methodology because producing statistical estimates is itself an infrastructure task; Single-Dataset because only Census 2021 is listed; Methodological / Infrastructure Research because the primary operation is producing population estimates (a data infrastructure output); no tag as no demographic equity comparison is central to the research question.",Layer A disagreed; Layer C disagreed
2023/269,2023/269,Effects of the EU ETS and the UK Carbon Price Floor,"Office for National Statistics: Annual Business Survey, Annual Respondents Database X, Annual Survey of Hours and Earnings, Business Expenditure on Research and Development, Business Register and Employment Survey, Business Structure Database, Products of the European Community, Quarterly Fuels Inquiry, UK Innovation Survey",2023,Environment & Agriculture; Business & Productivity,Environment & Agriculture; Business & Productivity; Public Finance & Taxation,False,Within-Domain Linkage,Cross-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Environment & Agriculture and Business & Productivity because the study evaluates carbon pricing (EU ETS, Carbon Price Floor) effects using firm-level business and R&D surveys; Within-Domain Linkage because the datasets are all business/firm-level economic surveys; Policy Evaluation / Impact Analysis because it estimates effects of named carbon pricing policies; no tag because no demographic comparison is central.","Assigned Environment & Agriculture because the EU ETS and Carbon Price Floor are environmental/climate policies, Business & Productivity because firm-level business data (ABS, BSD, BERD, etc.) are used to study effects on firms, and Public Finance & Taxation because the Carbon Price Floor is a fiscal/tax instrument; Cross-Domain Linkage because datasets span business surveys, R&D, employment, and energy/fuels domains; Policy Evaluation / Impact Analysis because the project evaluates the effects of named climate/carbon pricing policies; no tag as no demographic equity lens is evident.",Layer A disagreed; Layer B disagreed
2023/272,2023/272,Exploration of the trade-offs between income and unpaid caring responsibilities in Wales,Office for National Statistics: 2011 Census linked to Benefits and Income - England and Wales,2023,Labour Market & Employment; Health & Social Care,"Poverty, Wealth & Living Standards; Health & Social Care",False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,"Assigned Labour Market & Employment and Health & Social Care because the trade-off between income and unpaid caring responsibilities involves earnings/labour supply and informal care; Cross-Domain Linkage because the pre-linked product combines Census with Benefits and Income data spanning demographic and welfare/income domains; Outcome Tracking because it examines how caring responsibilities relate to income outcomes; no tag because caring/income trade-off, not demographic group comparison, is central.","Assigned Poverty, Wealth & Living Standards because the project explores trade-offs between income and caring, centering household resources, and Health & Social Care because unpaid caring responsibilities relate to social care provision; Cross-Domain Linkage because Census (demographics) is linked to Benefits and Income data spanning population and welfare domains; Descriptive Monitoring because 'exploration of trade-offs' suggests characterising patterns rather than evaluating a policy or testing a causal exposure-outcome relationship; no tag because no demographic group comparison is central.",Layer A disagreed; Layer C disagreed
