Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2023/155,Loneliness trends from the Opinions and Lifestyle Survey Data from May 2023-24,"Heather McClelland, University of Glasgow",Digital Economy Act (2017),Office for National Statistics: Opinions and Lifestyle Survey - Great Britain,Office for National Statistics Secure Research Service,2023-07-28,2023/155,2023,2023Q3,Q3 2023,Health & Social Care,Descriptive Monitoring,,Assigned Health & Social Care because loneliness is a wellbeing outcome measured via the Opinions and Lifestyle Survey; Descriptive Monitoring because the project tracks loneliness trends over a defined period; no tag because no demographic-equity comparison or pandemic framing is central.,Health & Social Care
2023/156,Reach for illiquidity,"Saleem Bahaj, Bank of England
Johannes Matt, London School of Economics",Digital Economy Act (2017),"Office for National Statistics: Investment by insurance companies, pension funds and trusts - UK",Office for National Statistics Secure Research Service,2023-07-28,2023/156,2023,2023Q3,Q3 2023,Business & Productivity,Outcome Tracking,,"Assigned Business & Productivity because 'reach for illiquidity' concerns investment behaviour of insurance companies, pension funds and trusts; Outcome Tracking because it links investor conditions to illiquid investment choices; no tag because no demographic-equity or pandemic lens applies.",Business & Productivity
2023/157,"Research and development misallocation, and productivity growth","Sergio Feijoo Moreira, University of Bristol",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Business Structure Database - UK, Business Enterprise Research and Development - Great Britain
DBT: UK Innovation Survey",Office for National Statistics Secure Research Service,2023-07-31,2023/157,2023,2023Q3,Q3 2023,Business & Productivity,Outcome Tracking,,Assigned Business & Productivity because the project studies R&D misallocation and firm productivity growth using business surveys and the Business Structure Database; Outcome Tracking because it links R&D allocation to productivity outcomes across firms; no tag because no demographic-equity or pandemic lens is central.,Business & Productivity
2023/171,Evaluation of the Community Investment Enterprise Facility,"Christopher Damm, Sheffield Hallam University",Digital Economy Act (2017),Office for National Statistics: Business Structure Database - UK,Office for National Statistics Secure Research Service,2023-08-10,2023/171,2023,2023Q3,Q3 2023,Business & Productivity,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because it evaluates a named enterprise/investment facility affecting firms via the Business Structure Database; Policy Evaluation / Impact Analysis because it explicitly evaluates the Community Investment Enterprise Facility; no tag because no demographic-equity or pandemic lens is central.,Business & Productivity
2023/173,"Grade Inflation at UK Universities, Attainment and outcomes in UK Universities.","Alexander Vickery, Royal Holloway
Jefferson Frank, Royal Holloway",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England",Office for National Statistics Secure Research Service,2023-08-17,2023/173,2023,2023Q3,Q3 2023,Education & Skills,Descriptive Monitoring,,"Assigned Education & Skills because the focus is grade inflation, attainment, and outcomes at UK universities using Longitudinal Education Outcomes data; Descriptive Monitoring because it characterises attainment and outcome patterns rather than evaluating a named intervention; no tag because no demographic-equity or pandemic lens is central.",Education & Skills
2023/174,"Geographical inequalities, geographical mobility and social mobility","Xiaowei Xu, Institute for Fiscal Studies
Francesca Foliano, London School of Economics and Political Science",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England",Office for National Statistics Secure Research Service,2023-08-18,2023/174,2023,2023Q3,Q3 2023,Education & Skills; Labour Market & Employment,Life-Course / Trajectory Analysis,,Assigned Education & Skills and Labour Market & Employment because LEO links education to employment/earnings outcomes underpinning social mobility; Life-Course / Trajectory Analysis because it follows geographical and social mobility across education-to-work transitions; no tag because the comparison is geographic/socioeconomic rather than across a demographic-equity group.,Education & Skills
2023/175,Internal migration of young adults and social mobility,"Lindsey Macmillan, UCL Institute of Education
Francesca Foliano, London School of Economics and Political Science",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England",Office for National Statistics Secure Research Service,2023-08-18,2023/175,2023,2023Q3,Q3 2023,Migration & Demographics; Labour Market & Employment; Education & Skills,Life-Course / Trajectory Analysis,,"Assigned Migration & Demographics because internal migration of young adults is central, and Labour Market & Employment and Education & Skills because LEO links education to labour outcomes underpinning social mobility; Life-Course / Trajectory Analysis because it follows young adults' migration and mobility trajectories; no tag because the comparison is socioeconomic/geographic rather than demographic-equity.",Migration & Demographics
2023/176,Analysis of UK international trade performance and drivers using firm level data.,"Luke McDougall, Department for International Trade
Lawrence Ajibola, Department for International Trade
Yaxsaana Sivanathan, Department for International Trade
Mark Montanaro, Department for International Trade
Livia Hull, Department for International Trade
Yoko Lohrer, Department for International Trade
Hannah Palmer, Department for International Trade",Digital Economy Act (2017),"Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK
Office for National Statistics: International Trade in Services - UK, Annual Business Survey - UK",Office for National Statistics Secure Research Service,2023-08-18,2023/176,2023,2023Q3,Q3 2023,Business & Productivity,Outcome Tracking,,Assigned Business & Productivity because the project analyses UK firm-level international trade performance and its drivers using business and trade datasets; Outcome Tracking because it links firm characteristics (drivers) to trade performance outcomes rather than evaluating a named policy; no tag because no demographic comparison or pandemic lens is central.,Business & Productivity
2023/177,How Does Competition effect Productivity through Innovation: Evidence from the United Kingdom,"Hazera Nessa, The University of Manchester",Digital Economy Act (2017),"DBT: UK Innovation Survey
Office for National Statistics: Annual Business Survey - UK, International Trade in Services - UK, Annual Foreign Direct Investment Survey - UK, Business Structure Database - UK",Office for National Statistics Secure Research Service,2023-08-18,2023/177,2023,2023Q3,Q3 2023,Business & Productivity,Outcome Tracking,,"Assigned Business & Productivity because the focus is how competition affects firm productivity through innovation using innovation and business surveys; Outcome Tracking because it tests the exposure-outcome relationship between competition, innovation and productivity; no tag because no demographic or pandemic lens applies.",Business & Productivity
2023/178,Trends in survival in sickle cell disease in the UK (1995-2022),"Salma Ayis, King's College London
Radoslav Latinovic, Department of Health and Social Care",Digital Economy Act (2017),Office for National Statistics: Death Registrations Finalised - England and Wales,Office for National Statistics Secure Research Service,2023-08-18,2023/178,2023,2023Q3,Q3 2023,Health & Social Care,Descriptive Monitoring,,"Assigned Health & Social Care because it studies survival trends in sickle cell disease, treating mortality as a health outcome; Descriptive Monitoring because it characterises trends in survival over 1995-2022; no tag because the disease focus is clinical rather than a centred demographic-equity comparison.",Health & Social Care
2023/179,Trends in population health and economic inactivity,"Hannah Randolph, University of Strathclyde
Ciara Crummey, University of Strathclyde",Digital Economy Act (2017),Office for National Statistics: Annual Population Survey - UK,Office for National Statistics Secure Research Service,2023-08-18,2023/179,2023,2023Q3,Q3 2023,Health & Social Care; Labour Market & Employment,Descriptive Monitoring,,Assigned Health & Social Care and Labour Market & Employment because the project examines trends in population health and economic inactivity using the Annual Population Survey; Descriptive Monitoring because it characterises trends rather than testing an exposure-outcome or named policy; no tag because no demographic comparison or pandemic lens is central.,Health & Social Care
2023/181,Assessing the impact of UK Enterprise Zones,"Henry Overman, London School of Economics
Carolin Ioramashvili, University of Sussex
Gonzalo igunacio Nunez Chaim, London School of Economics
NICOLAS FRANCISCO GONZALEZ PAMPILLON, London School of Economics
Helene Donnat, London School of Economics and Political Science
Carmen Mira, London School of Economics
Matias Belacin, London School of Economics",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Annual Business Survey - UK, Annual Respondents Database 2 - UK, Annual Survey of Hours and Earnings - UK, Labour Force Survey Household - UK",Office for National Statistics Secure Research Service,2023-08-18,2023/181,2023,2023Q3,Q3 2023,Business & Productivity,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because Enterprise Zones impact is assessed through firm performance, hours and earnings datasets; Policy Evaluation / Impact Analysis because it evaluates a named place-based programme; no tag because no demographic-equity or pandemic lens is central.",Business & Productivity
2023/190,Understanding productivity: a macroeconomic approach,"Ali Gokhan Karabilgin, University of Glasgow",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings - UK, Labour Force Survey Person - UK",Office for National Statistics Secure Research Service,2023-08-30,2023/190,2023,2023Q3,Q3 2023,Labour Market & Employment; Business & Productivity,Descriptive Monitoring,,Assigned Labour Market & Employment and Business & Productivity because a macroeconomic study of productivity uses earnings and labour force data; Descriptive Monitoring because it analyses productivity patterns at the macro level rather than testing a specific exposure or policy; no tag because no demographic or pandemic lens applies.,Labour Market & Employment
2023/202,"Digital Technology in Work, Innovation, Productivity and Skills","Giuliana Battisti, University of Warwick
Anwar Seid Adem, University of Warwick
Yuan Yuan, University of Warwick",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Low Carbon and Renewable Energy Economy Survey - UK, E-commerce Survey - UK, Annual Respondents Database x - UK, Annual Survey of Hours and Earnings - UK, Business Structure Database - UK, Vacancy Survey - UK, UK Manufacturers Sales by Product Survey, Business Enterprise Research and Development - Northern Ireland
DBT: UK Innovation Survey
Department For Education: Employer Skills Survey and Investment in Training - UK",Office for National Statistics Secure Research Service,2023-09-12,2023/202,2023,2023Q3,Q3 2023,Business & Productivity; Labour Market & Employment,Outcome Tracking,,"Assigned Business & Productivity and Labour Market & Employment because the project studies digital technology effects on work, innovation, productivity and skills using business surveys, hours/earnings and skills data; Outcome Tracking because it links technology adoption to productivity and skills outcomes; no tag because no demographic or pandemic lens is central.",Business & Productivity
2023/203,Economic Evaluation of the Aerospace Technology Institute,"Michael Hall, Frazer-Nash Consultancy",Digital Economy Act (2017),"Office for National Statistics: Business Enterprise Research and Development - Great Britain, Annual Survey of Hours and Earnings - UK, Business Structure Database - UK, Annual Business Survey - UK",Office for National Statistics Secure Research Service,2023-09-12,2023/203,2023,2023Q3,Q3 2023,Business & Productivity,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because the project evaluates the Aerospace Technology Institute through firm R&D, earnings and business performance data; Policy Evaluation / Impact Analysis because it economically evaluates a named institute/programme; no tag because no demographic or pandemic lens applies.",Business & Productivity
2023/204,"Understanding firm-level R&D, innovation and productivity in the West of England.","Oscar Oliphant, University of Bath
Chris Dimos, University of Bath",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Business Enterprise Research and Development - Great Britain
DBT: UK Innovation Survey
Department For Education: Employer Skills Survey and Investment in Training - UK",Office for National Statistics Secure Research Service,2023-09-12,2023/204,2023,2023Q3,Q3 2023,Business & Productivity,Descriptive Monitoring,,"Assigned Business & Productivity because it examines firm-level R&D, innovation and productivity in the West of England using business and innovation surveys; Descriptive Monitoring because it characterises firm-level innovation and productivity patterns in a region; no tag because no demographic or pandemic lens is central.",Business & Productivity
2023/205,Family background and educational attainment across ethnic categories in England,"Alexey Bessudnov, University of Exeter",Digital Economy Act (2017),"Office for National Statistics: Growing Up in England Wave 1, Growing Up in England Wave 2 - Exclusions, Absences and English School Census",Office for National Statistics Secure Research Service,2023-09-18,2023/205,2023,2023Q3,Q3 2023,Education & Skills,Outcome Tracking,Demographic disparities / equity tag,Assigned Education & Skills because the focus is educational attainment using school census and Growing Up in England data; Outcome Tracking because it links family background to attainment outcomes; Demographic disparities / equity tag because attainment is compared across ethnic categories as a central lens.,Education & Skills
2023/206,Skills Imperative 2035 - ASHE and LFS,"Luke Bocock, National Foundation for Educational Research
Michael Scott, National Foundation for Educational Research
Juan Del Pozo Segura, National Foundation for Educational Research",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey Longitudinal - UK, Annual Survey of Hours and Earnings Longitudinal - UK",Office for National Statistics Secure Research Service,2023-09-18,2023/206,2023,2023Q3,Q3 2023,Labour Market & Employment; Education & Skills,Descriptive Monitoring,,Assigned Labour Market & Employment and Education & Skills because the 'Skills Imperative 2035' project uses ASHE earnings and LFS to study skills demand and labour-market structure; Descriptive Monitoring because it projects/characterises skills and workforce patterns rather than testing a named intervention; no tag because no demographic-equity or pandemic lens is central.,Labour Market & Employment
2023/207,"Place-based Partnerships on the High Street: Exploring their form, functions, and positive and negative impacts.","Siobhan Prendiville, PricewaterhouseCoopers LLP",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Annual Population Survey - UK, Business Structure Database - UK
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2023-09-18,2023/207,2023,2023Q3,Q3 2023,Business & Productivity; Housing & Planning,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because high-street firms and business activity (Annual Business Survey, Business Structure Database) are central, and Housing & Planning because place-based partnerships and high streets concern neighbourhoods/place; Policy Evaluation / Impact Analysis because it explores the impacts of place-based partnerships as designed interventions; no tag because no demographic or pandemic lens is central.",Business & Productivity
2023/209,Sustainable Transport Infrastructure and Car Usage: UK Snapshot,"Richard Harries, The Young Foundation - Institute for Community Studies
Jessica Redmond, The Young Foundation - Institute for Community Studies",Digital Economy Act (2017),Institute for Economic and Social Research: Understanding Society - UK,Office for National Statistics Secure Research Service,2023-09-19,2023/209,2023,2023Q3,Q3 2023,Environment & Agriculture,Outcome Tracking,,Assigned Environment & Agriculture because sustainable transport infrastructure and car usage concern transport/decarbonisation environmental behaviour; Outcome Tracking because it relates transport infrastructure availability to car-usage outcomes without a named intervention; no tag because no demographic-equity or pandemic lens is central.,Environment & Agriculture
2023/210,Children and the Internet: Examining Risky Behaviours in Online Spaces: An Intersectional Perspective,"Ruth Austin, University of Leeds",Digital Economy Act (2017),Office for National Statistics: Crime Survey for England and Wales,Office for National Statistics Secure Research Service,2023-09-18,2023/210,2023,2023Q3,Q3 2023,Crime & Justice,Outcome Tracking,Demographic disparities / equity tag,Assigned Crime & Justice because risky online behaviours and victimisation drawing on the Crime Survey are central; Outcome Tracking because it links children's characteristics/online exposure to risky-behaviour outcomes; Demographic disparities tag because the intersectional perspective centres comparison across demographic groups.,Crime & Justice
2023/220,Assessing the value of UK Higher Education: Investigating the differing returns of different degree subjects,"Neil Scott, Price water House coopers
Tessa Wilkinson, PricewaterhouseCoopers LLP
Jake Finney, PricewaterhouseCoopers LLP
Thomas Etheridge, PricewaterhouseCoopers LLP",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Household - UK, Labour Force Survey Person - UK",Office for National Statistics Secure Research Service,2023-09-20,2023/220,2023,2023Q3,Q3 2023,Education & Skills; Labour Market & Employment,Outcome Tracking,,Assigned Education & Skills and Labour Market & Employment because the project studies returns to different degree subjects using earnings/employment data; Outcome Tracking because it links degree subject (exposure) to labour-market returns (outcome); no tag because no demographic-equity or pandemic lens is central.,Education & Skills
2023/221,The Choice of Childcare Mode(s) and its Gendered Consequences on Women and Children,"Cesarine Boinet, University of Strathclyde
Agnese Romiti, University of Strathclyde",Digital Economy Act (2017),"Institute for Economic and Social Research: Understanding Society - UK
Office for National Statistics: Business Structure Database - UK",Office for National Statistics Secure Research Service,2023-09-20,2023/221,2023,2023Q3,Q3 2023,Labour Market & Employment; Education & Skills,Outcome Tracking,Demographic disparities / equity tag,Assigned Labour Market & Employment because gendered consequences for women's work are central and Education & Skills because childcare/childhood mode is studied; Outcome Tracking because it links childcare-mode choices to outcomes for women and children; Demographic disparities tag because gendered comparison is central.,Labour Market & Employment
2023/094,Scottish nurses health outcomes and deprivation,"Iain Maitland Atherton, Edinburgh Napier University",Digital Economy Act (2017),Office for National Statistics: Census 2011,Office for National Statistics Secure Research Service,2023-07-03,2023/094,2023,2023Q3,Q3 2023,Health & Social Care,Outcome Tracking,,Assigned Health & Social Care because nurses' health outcomes are the research object; Outcome Tracking because it links deprivation (exposure) to health outcomes; no tag because deprivation is a socioeconomic rather than demographic-equity comparison.,Health & Social Care
2023/110,Social inequalities in education outcomes in NI,"Laura Dunne, Queen's University Belfast
Erin Early, Queen's University Belfast
Leonor Rodriguez, Queen's University Belfast
Dermot O'Reilly, Queen's University Belfast",Digital Economy Act (2017),Northern Ireland Statistics and Research Agency: EOL,Northern Ireland Statistics and Research Agency,2023-07-06,2023/110,2023,2023Q3,Q3 2023,Education & Skills,Outcome Tracking,,Assigned Education & Skills because educational outcomes in Northern Ireland are central; Outcome Tracking because it links social background to education outcomes; no tag because the comparison is socioeconomic rather than across a demographic/equality group.,Education & Skills
2023/113,The Influence of Early Life Health and Nutritional Environment on Later Life Health and Morbidity,"Melanie Luhrmann, University of London",Digital Economy Act (2017),Office for National Statistics: Longitudinal Study,Office for National Statistics Secure Research Service,2023-07-07,2023/113,2023,2023Q3,Q3 2023,Health & Social Care,Life-Course / Trajectory Analysis,,Assigned Health & Social Care because early-life health/nutrition and later-life morbidity are the research object; Life-Course / Trajectory Analysis because it follows individuals from early life to later-life health using the ONS Longitudinal Study; no tag because no demographic-equity or pandemic lens is central.,Health & Social Care
2023/231,The Transitions of Young Workers in the UK Labour Market,"Antonio Parlavecchio, University of Sheffield
Peter Wright, University of Sheffield
Bert Van Landeghem, University of Sheffield",Digital Economy Act (2017),Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,Office for National Statistics Secure Research Service,2023-09-27,2023/231,2023,2023Q3,Q3 2023,Labour Market & Employment,Life-Course / Trajectory Analysis,,Assigned Labour Market & Employment because transitions of young workers in the labour market are central; Life-Course / Trajectory Analysis because it follows young workers' employment transitions over time using ASHE-Census linkage; no tag because no demographic-equity or pandemic lens is central.,Labour Market & Employment
2023/287,Productivity Study in Liverpool City Region,"Robert Boyle, Liverpool City Region Combined Authority
Sawyer Phinney, Liverpool City Region Combined Authority",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Business Structure Database - UK",Office for National Statistics Secure Research Service,2023-11-16,2023/287,2023,2023Q4,Q4 2023,Business & Productivity,Descriptive Monitoring,,Assigned Business & Productivity because the project studies productivity at firm level using the Annual Business Survey and Business Structure Database; Descriptive Monitoring because it profiles productivity patterns in a region rather than testing an exposure or named intervention; no tag because no demographic or pandemic lens is central.,Business & Productivity
2023/241,Intrafamily Transmission of Economic Shocks: Evidence from Mass Layoffs in the UK,"Carl Singleton, University of Reading
Alison Sizer, University of London - University College
Stephen Kastoryano, University of Reading
Michael Simmons, Umea University",Digital Economy Act (2017),Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2023-10-12,2023/241,2023,2023Q4,Q4 2023,"Labour Market & Employment; Poverty, Wealth & Living Standards",Outcome Tracking,,"Assigned Labour Market & Employment because mass layoffs (a job-loss labour-market event) are central and Poverty, Wealth & Living Standards because intrafamily transmission of economic shocks concerns household economic resources; Outcome Tracking because it links a naturally occurring layoff event to downstream family economic outcomes; no tag because the focus is family economic spillovers rather than demographic-group comparison.",Labour Market & Employment
2023/272,Exploration of the trade-offs between income and unpaid caring responsibilities in Wales,"Ian Thomas, Cardiff University
Matthew Curds, Welsh Government
Katherine Addison, Welsh Government",Digital Economy Act (2017),Office for National Statistics: 2011 Census linked to Benefits and Income - England and Wales,Office for National Statistics Secure Research Service,2023-10-31,2023/272,2023,2023Q4,Q4 2023,"Labour Market & Employment; Poverty, Wealth & Living Standards",Outcome Tracking,,"Assigned Labour Market & Employment because the trade-off involves income/earnings from work and Poverty, Wealth & Living Standards because income and benefits/living standards are central, drawing on Census linked to Benefits and Income; Outcome Tracking because it links unpaid caring responsibilities to income outcomes; no tag because caring rather than a demographic-equity comparison is the central lens.",Labour Market & Employment
2023/193,An Impact Evaluation of BBSRCs Collaborative Research and Development Strategic Portfolio,"Nadya Mihaylova, Technopolis
Cristina Rosemberg Montes, Technopolis",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Business Enterprise Research and Development - Great Britain",Office for National Statistics Secure Research Service,2023-09-27,2023/193,2023,2023Q3,Q3 2023,Business & Productivity,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because it concerns R&D and firm-level performance using BSD and Business Enterprise R&D data; Policy Evaluation / Impact Analysis because it is an impact evaluation of a named BBSRC research and development funding portfolio; no tag because no demographic or pandemic lens is central.,Business & Productivity
2023/289,Do neighbourhood socioeconomic and environmental determiants predict COVID-19 infection?,"Zhiqiang Feng, The University of Edinburgh
Ruoyu Wang, Queen's University Belfast
Jamie Pearce, The University of Edinburgh",Digital Economy Act (2017),"Office for National Statistics, University of Oxford: COVID-19 Infection Survey - UK",Office for National Statistics Secure Research Service,2023-11-17,2023/289,2023,2023Q4,Q4 2023,Health & Social Care,Risk Prediction / Early Identification,COVID-19 & Pandemic,Assigned Health & Social Care because COVID-19 infection is the health outcome studied via the COVID-19 Infection Survey; Risk Prediction / Early Identification because the title asks whether neighbourhood determinants predict infection; COVID-19 & Pandemic tag because COVID-19 infection is the central condition.,Health & Social Care
2023/253,Family Structure in the UK and its Change over Time,"Mikhail Freer, University of Essex",Digital Economy Act (2017),"Office for National Statistics: Census 1961 - Great Britain, Census 1971 - Great Britain, Census 1981 - Great Britain, Census 2011 Household - England and Wales, Census 2001 Household - UK, Census 2001 Individual - UK
NISRA: Census 2011 Household - Northern Ireland
National Records Scotland: Census 2011 Household - Scotland",Office for National Statistics Secure Research Service,2023-10-17,2023/253,2023,2023Q4,Q4 2023,Migration & Demographics,Descriptive Monitoring,,Assigned Migration & Demographics because family structure and its change over time is a demographic-composition question using multiple Census datasets; Descriptive Monitoring because it characterises trends and patterns in family structure over time; no tag because there is no central demographic-group comparison or pandemic lens.,Migration & Demographics
2023/232,Lifelong learning and skills for longer lives,"Helen Gray (Bewley), Learning and Work
Corin Egglestone, Learning and Work
Lovedeep Vaid, Learning and Work",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2023-09-27,2023/232,2023,2023Q3,Q3 2023,Education & Skills,Life-Course / Trajectory Analysis,,Assigned Education & Skills because lifelong learning and skills is the substantive focus using Longitudinal Education Outcomes data; Life-Course / Trajectory Analysis because it follows learning and skills across longer lives over extended periods; no tag because no demographic-equity or pandemic lens is central.,Education & Skills
2023/218,Workplace mental health and wellbeing practices and productivity,"Stephen Roper, University of Warwick
Rita Nana-Cheraa, University of Warwick",Digital Economy Act (2017),Office for National Statistics: Business Structure Database - UK,Office for National Statistics Secure Research Service,2023-10-31,2023/218,2023,2023Q4,Q4 2023,Business & Productivity; Health & Social Care,Outcome Tracking,,Assigned Business & Productivity because productivity is a firm-level outcome and Health & Social Care because workplace mental health and wellbeing practices are central; Outcome Tracking because it links wellbeing practices to productivity outcomes; no tag because no demographic or pandemic lens is central.,Business & Productivity
2023/260,Business Improvement Districts,"Stefano Cellini, University of Surrey
Francisco Nobre, University of Surrey",Digital Economy Act (2017),"Office for National Statistics: Business Register Employment Survey - UK, Business Structure Database - UK, Annual Survey of Hours and Earnings - UK",Office for National Statistics Secure Research Service,2023-10-25,2023/260,2023,2023Q4,Q4 2023,Business & Productivity,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because Business Improvement Districts concern local firm activity and employment using business and earnings surveys; Policy Evaluation / Impact Analysis because BIDs are a named designated scheme whose effects are assessed; no tag because no demographic or pandemic lens is central.,Business & Productivity
2023/235,Local Labour Market Analysis for Youth Futures Foundation Connected Futures Fund,"Scott Carter, IPSOS MORI
Akshay Choudhary, IPSOS MORI
James Kearney, IPSOS MORI
Madeleine Thornton, IPSOS MORI
Jaimin Shah, IPSOS MORI
Stella Capuano, IPSOS MORI
Anna Sperati, IPSOS MORI",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings - UK, Labour Force Survey Longitudinal - UK, Annual Population Survey - UK, Vacancy Survey - UK
Department For Education: Employer Skills Survey and Investment in Training - UK
Institute for Economic and Social Research: Understanding Society - UK
University and Colleges Admission Service: Universities and Colleges Admissions Service - UK",Office for National Statistics Secure Research Service,2023-10-04,2023/235,2023,2023Q4,Q4 2023,Labour Market & Employment,Descriptive Monitoring,,"Assigned Labour Market & Employment because the project analyses local labour markets, earnings, vacancies and skills for youth using ASHE, LFS, APS, vacancy and skills surveys; Descriptive Monitoring because it profiles local labour-market conditions to inform a fund; no tag because youth is a target population rather than a central demographic-comparison lens.",Labour Market & Employment
2023/278,Updating and reviewing intangible assets that are protected by Intellectual Property Rights,"Virag Patel, Intellectual Property Office
Charlotte Guillard, Intellectual Property Office",Digital Economy Act (2017),DBT: UK Innovation Survey,Office for National Statistics Secure Research Service,2023-11-07,2023/278,2023,2023Q4,Q4 2023,Business & Productivity,Descriptive Monitoring,,"Assigned Business & Productivity because the project reviews intangible assets protected by IP rights using the UK Innovation Survey, focusing on firm innovation assets; Descriptive Monitoring because it updates and characterises asset measures rather than testing exposures or evaluating policy; no tag because no demographic or pandemic lens is central.",Business & Productivity
2023/230,Beliefs in Production Networks,"Hugo Monnery, Harvard University
Robert Minton, Federal Reserve Board of Governors",Digital Economy Act (2017),Bank of England: Decision Maker Panel - UK,Office for National Statistics Secure Research Service,2023-09-29,2023/230,2023,2023Q3,Q3 2023,Business & Productivity,Descriptive Monitoring,,Assigned Business & Productivity because beliefs in production networks drawn from the Decision Maker Panel concern firm decision-making and expectations; Descriptive Monitoring because it characterises firm beliefs and network patterns; no tag because no demographic or pandemic framing is central.,Business & Productivity
2023/211,ESCoE: Local Consumption and National Sustainable Well-being,"Peter Levell, Institute for Fiscal Studies
Martin Weale, King's College London
Lars Nesheim, University College London",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Person - UK, Living Costs and Food Survey - UK
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2023-09-27,2023/211/b,2023,2023Q3,Q3 2023,"Poverty, Wealth & Living Standards",Descriptive Monitoring,,"Assigned Poverty, Wealth & Living Standards because local consumption and sustainable wellbeing using Living Costs and Food Survey concern household living standards; Descriptive Monitoring because it measures consumption and wellbeing distributions across places; no tag because no demographic or pandemic comparison is central.","Poverty, Wealth & Living Standards"
2023/288,Evaluation of the Made Smarter Adoption Programme,"Scott Carter, IPSOS MORI
Lucas Haynes, IPSOS MORI
Chris Hale, IPSOS MORI
Jaimin Shah, IPSOS MORI
Anna Sperati, IPSOS MORI",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Business Structure Database - UK, Annual Survey of Hours and Earnings - UK",Office for National Statistics Secure Research Service,2023-11-17,2023/288,2023,2023Q4,Q4 2023,Business & Productivity,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because the Made Smarter Adoption Programme targets firm technology adoption and performance using business surveys; Policy Evaluation / Impact Analysis because it explicitly evaluates a named programme; no tag because no demographic or pandemic lens is central.,Business & Productivity
2023/252,Advanced Propulsion Centre Impact Evaluation,"Scott Carter, IPSOS MORI
Chris Hale, IPSOS MORI
Christian Stow, IPSOS MORI
Jaimin Shah, IPSOS MORI
Emilia Kupiec, UK Space Agency
Emily Newport, IPSOS MORI",Digital Economy Act (2017),"Office for National Statistics: Business Enterprise Research and Development - Great Britain, Business Structure Database - UK, Annual Business Survey - UK, Annual Survey of Hours and Earnings - UK",Office for National Statistics Secure Research Service,2023-10-17,2023/252,2023,2023Q4,Q4 2023,Business & Productivity,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because the Advanced Propulsion Centre concerns firm R&D and performance measured via business and R&D surveys; Policy Evaluation / Impact Analysis because it is an impact evaluation of a named programme; no tag because no demographic or pandemic lens is central.,Business & Productivity
