owner_id,redcap_repeat_instrument,redcap_repeat_instance,participant_info_ver,consent_form_ver,owner_instr_ver,intended_recipient,consent_read_info,consent_understand_invitation,consent_voluntary,consent_no_nonpublic,consent_confidentiality_limits,consent_withdrawal_deadline,consent_quote_process,consent_retention_reanalysis,consent_complaints,consent_acknowledgement,consent_items_complete,owner_consent,ack_pref,assignment_id,source_record_id,official_project_id,project_title,datasets_used,public_register_url,source_pop_ver,production_ver,taxonomy_ver,proposal_output_sha256,review_instr_ver,taxonomy_display_ver,prop_d01_label,prop_d01_def,po_d01_fit,po_d01_correct_explain,po_d01_vis,po_d01_vis_explain,prop_d02_label,prop_d02_def,po_d02_fit,po_d02_correct_explain,po_d02_vis,po_d02_vis_explain,prop_d03_label,prop_d03_def,po_d03_fit,po_d03_correct_explain,po_d03_vis,po_d03_vis_explain,prop_d04_label,prop_d04_def,po_d04_fit,po_d04_correct_explain,po_d04_vis,po_d04_vis_explain,prop_p01_label,prop_p01_def,po_p01_fit,po_p01_correct_explain,po_p01_vis,po_p01_vis_explain,prop_p02_label,prop_p02_def,po_p02_fit,po_p02_correct_explain,po_p02_vis,po_p02_vis_explain,prop_t01_label,prop_t01_def,prop_t01_status,po_t01_correct,po_t01_correct_explain,po_t01_vis,po_t01_vis_explain,prop_t02_label,prop_t02_def,prop_t02_status,po_t02_correct,po_t02_correct_explain,po_t02_vis,po_t02_vis_explain,po_miss_domain_basis,po_miss_purpose_basis,po_miss_tag_basis,po_sufficiency,po_suff_explain,po_taxonomy_fit,po_tax_explain,po_nonpublic,po_nonpublic_note,po_other_comment,owner_consent_complete,project_review_complete
OWNER_004,project_review,10,,,,,,,,,,,,,,,,,,REV-8SEM-XK38,2025/209,2025/209,Understanding the circumstances of children involved in breach proceedings (Work Package 1 - Disparity),"Ministry of Justice: MoJ Data First Link ed Criminal Courts, Prisons and Probation - England and Wales, Data First Magistrates Court Defendant Iteration 2 - England and Wales, Ministry of Justice Data First Crown Court Iteration 2 - England and Wales",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Crime & Justice,"Crime, victimisation, public safety, policing, courts, sentencing, prisons, probation and justice outcomes.",,,,,,,,,,,,,,,,,,,,,,,Descriptive Monitoring,"Measuring and describing levels, distributions, patterns or trends across places, populations or time, without primarily testing an exposure–outcome relationship.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_004,project_review,11,,,,,,,,,,,,,,,,,,REV-JHNC-EEVR,2025/241,2025/241,The contribution of health and social adversity to public and private family court proceedings: a public health approach,"Office for National Statistics: Census 2011 Welsh Records, Census 2021 Welsh Records",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Health & Social Care,"Health, illness, mental health, wellbeing, mortality as a health outcome, healthcare services and social care.",,,,,Crime & Justice,"Crime, victimisation, public safety, policing, courts, sentencing, prisons, probation and justice outcomes.",,,,,,,,,,,,,,,,,Outcome Tracking,"Linking a naturally occurring exposure, condition or event to a later outcome, where the exposure is not a deliberate policy or programme.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_004,project_review,12,,,,,,,,,,,,,,,,,,REV-ZSM8-K68K,2025/257,2025/257,Maternal and pregnancy health and elevated heat - MAGENTA,Office for National Statistics: Census 2021,,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Health & Social Care,"Health, illness, mental health, wellbeing, mortality as a health outcome, healthcare services and social care.",,,,,Environment & Agriculture,"Environment, climate, energy, agriculture, land use, pollution, decarbonisation and environmental impacts.",,,,,,,,,,,,,,,,,Outcome Tracking,"Linking a naturally occurring exposure, condition or event to a later outcome, where the exposure is not a deliberate policy or programme.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_025,,,project-owner-information-v3.2,owner-consent-v3,owner-redcap-candidate-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
OWNER_025,project_review,1,,,,,,,,,,,,,,,,,,REV-ZGJR-A294,2020/012,2020/012,Wage progression and firm productivity,"Office for National Statistics: Annual Business Inquiry, Annual Inquiry into Foreign Direct Investment, Annual Respondents DatabaseX, Annual Respondents Database, Annual Survey of Hours and Earnings, Business Expenditure on Research and Development, Business Impact of COVID-19 Survey, Business Register Employment Survey, Business Structure Database, Business Structure Database Longitudinal, Capital Stocks, Financial Assets and Liabilities Survey, Interdepartmental Business Register, Investment in Intangible Assets, International Trade in Services, Labour Force Survey, Monthly Wage and Salary Survey, New Earnings Survey, Quarterly Capital Expenditure Survey, Survey of Innovation and Patent Use, Vacancy Survey, ASHE
Intellectual Property Office: Patents, Designs and Trade Marks
Department for Education: National
Department for Business, Energy and Industrial Strategy: Employer Skills Survey & Workplace Employment Relations Survey
Department for Business, Energy and Industrial Strategy: Small Business Survey Longitudinal
Department for Business, Energy and Industrial Strategy: Community Innovation Survey",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,Business & Productivity,"Firms, business activity, innovation, productivity, entrepreneurship, trade, investment and business performance.",,,,,,,,,,,,,,,,,Outcome Tracking,"Linking a naturally occurring exposure, condition or event to a later outcome, where the exposure is not a deliberate policy or programme.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_025,project_review,2,,,,,,,,,,,,,,,,,,REV-EBRH-9RB9,2020/018,2020/018,Inequalities in the 21st Century – Chapter on Labour Market Inequality,"Office for National Statistics: Annual Population Survey, Annual Survey of Hours and Earnings, Labour Force Survey, Longitudinal Labour Force Survey & New Earnings Survey",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,,,,,,,,,,,,,,,,,,,Descriptive Monitoring,"Measuring and describing levels, distributions, patterns or trends across places, populations or time, without primarily testing an exposure–outcome relationship.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_025,project_review,3,,,,,,,,,,,,,,,,,,REV-MFTD-JEZ3,2020/050,2020/050,Inequalities in the 21st Century,Office for National Statistics: Longitudinal Study of England and Wales,,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,"Poverty, Wealth & Living Standards","Material resources, poverty, wealth, debt, benefits, deprivation, cost of living and household income.",,,,,,,,,,,,,,,,,,,,,,,Descriptive Monitoring,"Measuring and describing levels, distributions, patterns or trends across places, populations or time, without primarily testing an exposure–outcome relationship.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_025,project_review,4,,,,,,,,,,,,,,,,,,REV-KNFY-7M36,2020/061,2020/061,IFS Deaton Review: Geographic Inequalities and spatial mobility,"Office for National Statistics: Annual Population Survey, Annual Survey of Hours and Earnings, Census 1961, Census 1971, Census data 1981, Labour Force Survey , Labour Force Survey , New Earnings Survey, Census 2011
Institute for Social and Economic Research:
Understanding Society
Office for National Statistics: Census 2011",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,Migration & Demographics,"Population structure and change, migration, fertility, ageing and mortality as a demographic outcome.",,,,,,,,,,,,,,,,,Descriptive Monitoring,"Measuring and describing levels, distributions, patterns or trends across places, populations or time, without primarily testing an exposure–outcome relationship.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_025,project_review,5,,,,,,,,,,,,,,,,,,REV-GKKD-W635,2022/197,2022/197,The impact of the minimum wage on workers' career progression,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Annual Survey of Hours and Earnings Longitudinal, Business Enterprise Research and Developement, Business Structure Database, Longitudinal Inter-Departmental Business Register",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,,,,,,,,,,,,,,,,,,,Policy Evaluation / Impact Analysis,"Assessing the implementation, effects or consequences of a specific named policy, programme, regulation or intervention.",,,,,Life-Course / Trajectory Analysis,"Following people, households, firms or cases over time to understand trajectories, transitions or cumulative outcomes.",,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_025,project_review,6,,,,,,,,,,,,,,,,,,REV-MV5U-D6UF,2023/164,2023/164,"Socio-economic status, mortality and morbidity in Britain and the US","Office for National Statistics: Death Registrations, England and Wales, Public Health Research Database, Census 2011",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Health & Social Care,"Health, illness, mental health, wellbeing, mortality as a health outcome, healthcare services and social care.",,,,,,,,,,,,,,,,,,,,,,,Outcome Tracking,"Linking a naturally occurring exposure, condition or event to a later outcome, where the exposure is not a deliberate policy or programme.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_025,project_review,7,,,,,,,,,,,,,,,,,,REV-H5DA-X4RY,2023/170,2023/170,Tax and benefit microsimulation,"Office for National Statistics: Annual Population Survey Household, Annual Population Survey, British Election Panel Study, British Household Panel Survey, British Local Election Database, Childcare and Early Years Provision: Providers' Survey, English Longitudinal Study of Ageing, Expenditure and Food Survey, Family Expenditure Survey, Family Resources Survey, General Household Survey, Health and Lifestyle Survey, Health Survey for England, Households Below Average Income, International Passenger Survey, Labour Force Survey Two-Quarter Longitudinal Dataset, Labour Force Survey, Living Costs and Food Survey, National Travel Survey, ONS Omnibus Survey, Quarterly Labour Force Survey Household Dataset, Quarterly Labour Force Survey, Survey of Personal Incomes,
Understanding Society: COVID-19 Study,
Understanding Society: Innovation Panel",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Public Finance & Taxation,"Taxation, government revenue, public spending, fiscal transfers, tax reliefs and fiscal policy.",,,,,"Poverty, Wealth & Living Standards","Material resources, poverty, wealth, debt, benefits, deprivation, cost of living and household income.",,,,,,,,,,,,,,,,,Methodological / Infrastructure Research,"Developing, testing, validating or improving research methods, measures, linkage approaches, infrastructure or data assets.",,,,,Policy Evaluation / Impact Analysis,"Assessing the implementation, effects or consequences of a specific named policy, programme, regulation or intervention.",,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_025,project_review,8,,,,,,,,,,,,,,,,,,REV-8H2X-T4CM,2023/174,2023/174,"Geographical inequalities, geographical mobility and social mobility","DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Education & Skills,"Education, learning, training, skills formation and transitions through education systems and into work.",,,,,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,,,,,,,,,,,,,Life-Course / Trajectory Analysis,"Following people, households, firms or cases over time to understand trajectories, transitions or cumulative outcomes.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_024,,,project-owner-information-v3.2,owner-consent-v3,owner-redcap-candidate-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
OWNER_024,project_review,1,,,,,,,,,,,,,,,,,,REV-V3VB-J5BH,2021/082,2021/082,"Effect of Universal Credit on the Gender Gap in Labour Supply, Job Quality, and Fertility.","Office for National Statistics: Annual Survey of Hours and Earnings, Labour Force Survey
Institute for Economic and Social Research: Understanding Society",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,Migration & Demographics,"Population structure and change, migration, fertility, ageing and mortality as a demographic outcome.",,,,,,,,,,,,,,,,,Policy Evaluation / Impact Analysis,"Assessing the implementation, effects or consequences of a specific named policy, programme, regulation or intervention.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_024,project_review,2,,,,,,,,,,,,,,,,,,REV-2VRT-B326,2022/047,2022/047,Effects of Universal Credit on children's academic and behavioural outcomes,Institute for Economic and Social Research: Understanding Society,,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Education & Skills,"Education, learning, training, skills formation and transitions through education systems and into work.",,,,,"Poverty, Wealth & Living Standards","Material resources, poverty, wealth, debt, benefits, deprivation, cost of living and household income.",,,,,,,,,,,,,,,,,Policy Evaluation / Impact Analysis,"Assessing the implementation, effects or consequences of a specific named policy, programme, regulation or intervention.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_024,project_review,3,,,,,,,,,,,,,,,,,,REV-QSG2-U47V,2023/083,2023/083,"Effects of Austerity Policies on Public Goods, Local Amenities, and Individual Behaviour","Institute for Economic and Social Research:
Understanding Society - UK
Office for National Statistics: Business Structure Database - UK",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Public Finance & Taxation,"Taxation, government revenue, public spending, fiscal transfers, tax reliefs and fiscal policy.",,,,,,,,,,,,,,,,,,,,,,,Policy Evaluation / Impact Analysis,"Assessing the implementation, effects or consequences of a specific named policy, programme, regulation or intervention.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_024,project_review,4,,,,,,,,,,,,,,,,,,REV-YMPT-HMMG,2023/221,2023/221,The Choice of Childcare Mode(s) and its Gendered Consequences on Women and Children,"Institute for Economic and Social Research:
Understanding Society - UK
Office for National Statistics: Business Structure Database - UK",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Education & Skills,"Education, learning, training, skills formation and transitions through education systems and into work.",,,,,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,,,,,,,,,,,,,Outcome Tracking,"Linking a naturally occurring exposure, condition or event to a later outcome, where the exposure is not a deliberate policy or programme.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_024,project_review,5,,,,,,,,,,,,,,,,,,REV-7TH8-HUG6,2024/077,2024/077,Describing and understanding the 'gender commuting gap' in linked UK administrative data,Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,,,,,,,,,,,,,,,,,,,Descriptive Monitoring,"Measuring and describing levels, distributions, patterns or trends across places, populations or time, without primarily testing an exposure–outcome relationship.",,,,,Outcome Tracking,"Linking a naturally occurring exposure, condition or event to a later outcome, where the exposure is not a deliberate policy or programme.",,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_024,project_review,6,,,,,,,,,,,,,,,,,,REV-NUX2-973Y,2024/078,2024/078,"Accompanying project for ""Describing and understanding the 'gender commuting gap' in linked UK administrative data""","Office for National Statistics: Annual Survey of Hours and Earnings Longitudinal - UK, New Earnings Survey - Great Britain
DBT: Workplace Employment Relations Survey - Great Britain",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,,,,,,,,,,,,,,,,,,,Descriptive Monitoring,"Measuring and describing levels, distributions, patterns or trends across places, populations or time, without primarily testing an exposure–outcome relationship.",,,,,Outcome Tracking,"Linking a naturally occurring exposure, condition or event to a later outcome, where the exposure is not a deliberate policy or programme.",,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_024,project_review,7,,,,,,,,,,,,,,,,,,REV-UXE2-MVTE,2024/222,2024/222,"Effects of Austerity Policies on Public Goods, Local Amenities, and Individual Behaviour","Institute for Economic and Social Research:
Understanding Society - UK
Office for National Statistics: Business Structure Database - UK",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Public Finance & Taxation,"Taxation, government revenue, public spending, fiscal transfers, tax reliefs and fiscal policy.",,,,,,,,,,,,,,,,,,,,,,,Policy Evaluation / Impact Analysis,"Assessing the implementation, effects or consequences of a specific named policy, programme, regulation or intervention.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_015,,,project-owner-information-v3.2,owner-consent-v3,owner-redcap-candidate-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
OWNER_015,project_review,1,,,,,,,,,,,,,,,,,,REV-HVFH-HDWB,2023/094,2023/094,Scottish nurses health outcomes and deprivation,Office for National Statistics: Census 2011,,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Health & Social Care,"Health, illness, mental health, wellbeing, mortality as a health outcome, healthcare services and social care.",,,,,,,,,,,,,,,,,,,,,,,Outcome Tracking,"Linking a naturally occurring exposure, condition or event to a later outcome, where the exposure is not a deliberate policy or programme.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_015,project_review,2,,,,,,,,,,,,,,,,,,REV-6MF9-ZFHH,2024/008,2024/008,Nursing and midwifery registry data: geographical differences in retention to the professions,NMC: Nursing and Midwifery Council Register - UK,,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,,,,,,,,,,,,,,,,,,,Descriptive Monitoring,"Measuring and describing levels, distributions, patterns or trends across places, populations or time, without primarily testing an exposure–outcome relationship.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_015,project_review,3,,,,,,,,,,,,,,,,,,REV-YC3H-Q7M3,2024/127,2024/127,The occupational status of nurses and midwives in England and Wales: a study using linked registrant and census data,"NMC: Nursing and Midwifery Council Register - UK
Office for National Statistics: Census 2021",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,,,,,,,,,,,,,,,,,,,Descriptive Monitoring,"Measuring and describing levels, distributions, patterns or trends across places, populations or time, without primarily testing an exposure–outcome relationship.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
OWNER_015,project_review,4,,,,,,,,,,,,,,,,,,REV-9PXB-UU53,2024/192,2024/192,"Nurses, midwives, and migration: evidence from a linked registrant census dataset","Offcie for National Statistics &
NMC: Nursing and Midwifery Council Register - UK Linked to Census 2021",,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,6f4ff530a3620167c37dc0ddee927ac592ca4ea2410c663535674503f811e299,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,Migration & Demographics,"Population structure and change, migration, fertility, ageing and mortality as a demographic outcome.",,,,,,,,,,,,,,,,,Descriptive Monitoring,"Measuring and describing levels, distributions, patterns or trends across places, populations or time, without primarily testing an exposure–outcome relationship.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,,,,0
