Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2023/055,The role of the minimum wage for individual labour market state transitions in the UK,"Patrick Arni, University of Bristol
Arnaud Chevalier, University of London
Ryan Papale, University of Bristol",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings, Quarterly Labour Force Survey, Labour Force Survey Five-Quarter Longitudinal Dataset",Office for National Statistics Secure Research Service,2023-03-23,2023/055,2023,2023Q1,Q1 2023,Labour Market & Employment,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Labour Market & Employment because the study examines labour-market state transitions; Within-Domain Linkage because ASHE and LFS datasets are all labour-market sources; Policy Evaluation / Impact Analysis because the minimum wage is a named policy whose effect is evaluated; no tag because no demographic comparison is central.,Labour Market & Employment
2023/056,Ethnic and religious inequalities in children's social services in Wales: Patterns and outcomes,"Sin Yi Cheung, Cardiff University
Lucy Griffiths, Swansea University
Grace Bailey, Swansea University
Yongchao Jing, Cardiff University
Jonathan Scourfield, Cardiff University",Digital Economy Act (2017),SAIL Databank Databank: 2011 Census,SAIL Databank,2023-03-24,2023/056,2023,2023Q1,Q1 2023,Health & Social Care,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Health & Social Care because the focus is children's social services patterns and outcomes; Single-Dataset because only the 2011 Census within SAIL is listed; Descriptive Monitoring because the aim is to characterise patterns of inequality in social services use; demographic disparities tag because ethnic and religious inequalities are the central comparative lens.,Health & Social Care
2023/059,Immigration backlash: the political consequences of open borders,"Mohammadjavad Shamsi, London School of Economics and Political Science",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey Five-Quarter Longitudinal Dataset, Labour Force Survey Two-Quarter Longitudinal Dataset, Labour Force Survey Household Datasets, Quarterly Labour Force Survey, Annual Population Survey",Office for National Statistics Secure Research Service,2023-03-30,2023/059,2023,2023Q1,Q1 2023,Migration & Demographics,Within-Domain Linkage,Outcome Tracking,,Assigned Migration & Demographics because the study concerns immigration and its political consequences; Within-Domain Linkage because the LFS and Annual Population Survey datasets are population/labour-force sources within one domain; Outcome Tracking because it links immigration exposure to political backlash outcomes; no tag because the comparison is not centred on a demographic group's outcomes.,Migration & Demographics
2023/066,Vaccination heterogeneity within social networks,"Christopher Jewell, University of Lancaster
CÃ­an Ryan, University of Lancaster",Digital Economy Act (2017),"Office for National Statistics, University of Oxford,
NHS England: COVID-19 Infection Survey linked to Combined Vaccination - UK
ONS; University of Oxford; DHSC: COVID-19 Infection Survey linked to NHS Test and Trace - England
Department of Health and Social Care: Schools Daily Contact Testing - England
Office for National Statistics: Opinions and Lifestyle Survey - Great Britain, COVID-19 Vaccine Opinions Survey - England, Labour Force Survey Household - UK, COVID-19 Schools Infection Survey - England, COVID-19 Schools Infection Survey linked with Test and Trace - England
UKHSA: NHS Test and Trace - England and Wales
Office for National Statistics, University of Oxford: COVID-19 Infection Survey - UK
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2023-05-02,2023/066,2023,2023Q2,Q2 2023,COVID-19 & Pandemic; Health & Social Care,Within-Domain Linkage,Outcome Tracking,,"Assigned COVID-19 & Pandemic and Health & Social Care because the project studies vaccination uptake heterogeneity across social networks using COVID-19 infection, vaccination and test-and-trace data; Within-Domain Linkage because all linked datasets (infection survey, vaccination, test and trace, schools infection) sit within COVID/health; Outcome Tracking because it relates social-network exposure to vaccination outcomes; no tag because the focus is network heterogeneity rather than a defined demographic-equity comparison.",COVID-19 & Pandemic
2023/069,The economic and socio-economic impacts of trade on the UK labour market,"Michael Gasiorek, University of Sussex
James Black, University of Strathclyde
Nicolo Tamberi, University of Sussex
Mairi Spowage, University of Strathclyde
Gioele Figus, University of Strathclyde
Calum Fox, University of Strathclyde",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Annual Purchases Survey - UK, International Trade in Services - UK, UK Manufacturers Sales by Product Survey, Annual Survey of Goods and Services - UK, Business Structure Database - UK, Annual Survey of Hours and Earnings - UK, Business Register Employment Survey - UK
Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK",Office for National Statistics Secure Research Service,2023-05-09,2023/069,2023,2023Q2,Q2 2023,Labour Market & Employment; Business & Productivity,Cross-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment and Business & Productivity because the project examines trade impacts on the UK labour market using earnings (ASHE), employment surveys and business/trade datasets; Cross-Domain Linkage because datasets span business/trade and labour-market (earnings/employment) domains; Outcome Tracking because it links trade exposure to labour-market outcomes rather than a named policy; no tag because no demographic-equity comparison is central.",Labour Market & Employment
2023/070,The economic and socio-economic impacts of trade on the UK labour market (Census Data),"James Black, University of Strathclyde
Michael Gasiorek, University of Sussex
Calum Fox, University of Strathclyde
Nicolo Tamberi, University of Sussex
Mairi Spowage, University of Strathclyde
Gioele Figus, University of Strathclyde",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales, International Trade in Services - UK
Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK",Office for National Statistics Secure Research Service,2023-05-09,2023/070,2023,2023Q2,Q2 2023,Labour Market & Employment; Business & Productivity,Cross-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment and Business & Productivity because it studies trade impacts on the labour market via ASHE-Census and trade/business-register data; Cross-Domain Linkage because the ASHE-2011 Census product and trade-in-goods/IDBR link earnings, census and business domains; Outcome Tracking because trade exposure is linked to labour outcomes; no tag because no demographic-equity lens is central.",Labour Market & Employment
2023/071,Evaluation of planning policy to regulate takeaway food outlets for improved health in England,"Daniel Derbyshire, University of Exeter",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Annual Survey of Hours and Earnings Longitudinal - UK, Annual Survey of Hours and Earnings - UK",Office for National Statistics Secure Research Service,2023-05-09,2023/071,2023,2023Q2,Q2 2023,Health & Social Care; Housing & Planning,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Health & Social Care and Housing & Planning because the project evaluates planning policy regulating takeaway outlets for improved health; Within-Domain Linkage because the listed business survey and ASHE datasets all sit within the business/labour-market domain; Policy Evaluation / Impact Analysis because it explicitly evaluates a named planning policy; no tag because no demographic-equity comparison is central.,Health & Social Care
2023/075,Mapping innovation-related interactions with public sector,"Rowena Crawford, Frontier Economics Ltd
Andrew Leicester, Frontier Economics Ltd
David Pakozdi, Frontier Economics Ltd",Digital Economy Act (2017),"Department for Business, Energy & Industrial Strategy: UK Innovation Survey",Office for National Statistics Secure Research Service,2023-05-24,2023/075,2023,2023Q2,Q2 2023,Business & Productivity,Single-Dataset,Descriptive Monitoring,,Assigned Business & Productivity because it maps firms' innovation-related interactions with the public sector using the UK Innovation Survey; Single-Dataset because only one dataset is listed; Descriptive Monitoring because mapping interactions is a profiling/characterising operation; no tag because no demographic-equity comparison applies.,Business & Productivity
2023/076,AD|ARC (Administrative Data Agri-Research Collection): Linking Individual and Farm Level Data for Agricultural Research,"Nicholas Webster, Welsh Government
Sian Morrison-Rees, Swansea University
Katherine Addison, Welsh Government
Richard McFerran, Welsh Government",Digital Economy Act (2017),"Department for Environment, Food & Rural Affairs: Bespoke Admin Data: Agricultural Research Collection - England",Office for National Statistics Secure Research Service,2023-05-24,2023/076,2023,2023Q2,Q2 2023,Environment & Agriculture; Data Infrastructure & Methodology,Cross-Domain Linkage,Methodological / Infrastructure Research,,Assigned Environment & Agriculture and Data Infrastructure & Methodology because the project builds an agri-research data collection linking individual and farm-level data; Cross-Domain Linkage because it links individual-level and farm/agricultural data spanning domains; Methodological / Infrastructure Research because creating the linked data asset is the central operation; no tag because no demographic-equity comparison applies.,Environment & Agriculture
2023/077,Agglomeration across European economies,"Henry Overman, London School of Economics
Mimosa Distefano, London School of Economics
Paul Brandily, London School of Economics",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings Longitudinal - UK, Annual Business Survey - UK, Annual Respondents Database x - UK, Business Structure Database - UK",Office for National Statistics Secure Research Service,2023-05-24,2023/077,2023,2023Q2,Q2 2023,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Business & Productivity because agglomeration across economies concerns firm productivity and industrial structure using business and earnings datasets; Within-Domain Linkage because the ASHE, ABS, ARD and BSD sources sit within the business/productivity domain; Descriptive Monitoring because the project characterises agglomeration patterns; no tag because no demographic-equity lens applies.",Business & Productivity
2023/078,Labour market inequality and the effects of government policy,"Mary Patricia Reader, London School of Economics and Political Science",Digital Economy Act (2017),Office for National Statistics: 2011 Census linked to Benefits and Income - England and Wales,Office for National Statistics Secure Research Service,2023-06-02,2023/078,2023,2023Q2,Q2 2023,"Labour Market & Employment; Poverty, Wealth & Living Standards",Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Labour Market & Employment and Poverty, Wealth & Living Standards because it studies labour-market inequality and government policy effects using Census linked to benefits and income; Cross-Domain Linkage because the Census-Benefits/Income product spans demographic/census and welfare domains; Policy Evaluation / Impact Analysis because it assesses effects of government policy; no tag because the inequality focus is labour-market/socioeconomic rather than a defined demographic group.",Labour Market & Employment
2023/079,Evaluation of the Creative Scale Up Pilot Programme,"Glenn Donnelly, RSM UK",Digital Economy Act (2017),Office for National Statistics: Business Structure Database Longitudinal - UK,Office for National Statistics Secure Research Service,2023-06-02,2023/079,2023,2023Q2,Q2 2023,Business & Productivity,Single-Dataset,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because it evaluates a creative-sector business scale-up programme via firm-level business structure data; Single-Dataset because only the Business Structure Database Longitudinal is listed; Policy Evaluation / Impact Analysis because it explicitly evaluates a named pilot programme; no tag because no demographic-equity comparison applies.,Business & Productivity
2023/080,Socio-economic inequalities of access to higher tariff UK universities in 2020,"Charlotte Branchu, University of Liverpool
Vikki Boliver, University of Durham",Digital Economy Act (2017),University and Colleges Admission Service: Universities and Colleges Admissions Service - UK,Office for National Statistics Secure Research Service,2023-06-02,2023/080,2023,2023Q2,Q2 2023,Education & Skills,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Education & Skills because it studies access to higher-tariff universities using UCAS admissions data; Single-Dataset because only the UCAS dataset is listed; Descriptive Monitoring because it characterises access patterns in 2020; demographic-equity tag because socio-economic inequalities of access are the central comparative lens.,Education & Skills
2023/081,"Evaluation of the Department for Business Energy and Industrial Strategy's (BEIS's) three Carbon Capture, Utilisation and Storage (CCUS) programmes","Scott Carter, IPSOS MORI
Jose Argudo, IPSOS MORI
Olivia Brajterman, IPSOS MORI
Jonathan Hobson, Perspective Economics",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Annual Survey of Hours and Earnings - UK, Business Enterprise Research and Development - Great Britain, Business Structure Database - UK",Office for National Statistics Secure Research Service,2023-06-02,2023/081,2023,2023Q2,Q2 2023,Business & Productivity; Environment & Agriculture,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity and Environment & Agriculture because the project evaluates carbon-capture programmes affecting firm activity using business surveys (ABS, BERD, BSD) with a decarbonisation focus; Within-Domain Linkage because all datasets are firm-level business statistics in one domain; Policy Evaluation / Impact Analysis because it explicitly evaluates BEIS's named CCUS programmes; no tag because no demographic comparison is central.",Business & Productivity
2023/082,Inequalities in pension saving and labour market outcomes,"Jonathan Cribb, Institute for Fiscal Studies
David Sturrock, Institute for Fiscal Studies
Laurence O'Brien, Institute for Fiscal Studies",Digital Economy Act (2017),Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,Office for National Statistics Secure Research Service,2023-06-07,2023/082,2023,2023Q2,Q2 2023,"Labour Market & Employment; Poverty, Wealth & Living Standards",Cross-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,"Assigned Labour Market & Employment and Poverty, Wealth & Living Standards because the project studies labour-market outcomes and pension saving inequalities; Cross-Domain Linkage because ASHE linked to Census spans employment and population/census domains; Outcome Tracking because it links characteristics to pension and labour outcomes; tag assigned because inequalities by demographic group are central.",Labour Market & Employment
2023/083,"Effects of Austerity Policies on Public Goods, Local Amenities, and Individual Behaviour","Lorenzo Neri, University of St Andrews
Agnese Romiti, University of Strathclyde",Digital Economy Act (2017),"Institute for Economic and Social Research: Understanding Society - UK
Office for National Statistics: Business Structure Database - UK",Office for National Statistics Secure Research Service,2023-06-07,2023/083,2023,2023Q2,Q2 2023,Public Finance & Taxation; Labour Market & Employment,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Public Finance & Taxation and Labour Market & Employment because austerity (public spending) effects on local amenities and individual behaviour are studied with household survey and firm data; Cross-Domain Linkage because Understanding Society (household) and Business Structure Database (firms) span distinct domains; Policy Evaluation / Impact Analysis because it evaluates austerity policies; no tag because demographic comparison is not central.,Public Finance & Taxation
2023/085,Evaluating green skills in London,"Prabhat Vaze, Belmana
Lorenzo Marzano, Belmana
Michela Vecchi, University of Kingston
Suman Lodh, Kingston University",Digital Economy Act (2017),Office for National Statistics: Annual Population Survey - UK,Office for National Statistics Secure Research Service,2023-06-13,2023/085,2023,2023Q2,Q2 2023,Labour Market & Employment; Environment & Agriculture,Single-Dataset,Descriptive Monitoring,,Assigned Labour Market & Employment and Environment & Agriculture because the project examines green skills in the labour market; Single-Dataset because only the Annual Population Survey is listed; Descriptive Monitoring because it profiles green skills in a region; no tag because no demographic comparison is central.,Labour Market & Employment
2023/086,Efficiency and productivity of UK firms,"Anthony Glass, University of Sheffield
Karligash Glass, University of Loughborough",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Business Enterprise Research and Development - Great Britain, Business Structure Database - UK, Low Carbon and Renewable Energy Economy Survey - UK
Department for Business, Energy & Industrial Strategy: UK Innovation Survey",Office for National Statistics Secure Research Service,2023-06-19,2023/086,2023,2023Q2,Q2 2023,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Business & Productivity because the project studies firm efficiency and productivity; Within-Domain Linkage because all datasets (ABS, BERD, BSD, LCREE, UK Innovation Survey) are firm-level business statistics; Descriptive Monitoring because it measures efficiency and productivity of firms; no tag because no demographic comparison.",Business & Productivity
2023/087,Austerity and household debt,"Jim Goldman, University of Warwick",Digital Economy Act (2017),"Office for National Statistics: Wealth and Assets Survey - Great Britain, Living Costs and Food Survey - UK",Office for National Statistics Secure Research Service,2023-06-19,2023/087,2023,2023Q2,Q2 2023,"Poverty, Wealth & Living Standards; Public Finance & Taxation",Within-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Poverty, Wealth & Living Standards because household debt and resources are central, and Public Finance & Taxation because austerity (public spending) is the exposure; Within-Domain Linkage because Wealth and Assets Survey and Living Costs and Food Survey both sit in household-resources domain; Policy Evaluation / Impact Analysis because it examines austerity policy effects on debt; no tag because no demographic comparison is central.","Poverty, Wealth & Living Standards"
2023/095,Statutory Review of Equality and Human Rights 2023 (formally Is Britain Fairer?),"Sian Hughes, The Equality and Human Rights Commission
Elizabeth Titley, The Equality and Human Rights Commission
Ewan Devine-Kennedy, The Equality and Human Rights Commission
Karen Hurrell, The Equality and Human Rights Commission",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey - UK, Crime Survey for England and Wales, Opinions and Lifestyle Survey - Great Britain, Consumer and Retail Price Index - UK",Office for National Statistics Secure Research Service,2023-06-20,2023/095,2023,2023Q2,Q2 2023,"Crime & Justice; Poverty, Wealth & Living Standards; Labour Market & Employment",Cross-Domain Linkage,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Crime & Justice, Poverty, Wealth & Living Standards, and Labour Market & Employment because the equality review covers crime, living standards (prices), and employment via APS, Crime Survey, Opinions and Lifestyle, and price indices; Cross-Domain Linkage because datasets span crime, labour, and economic domains; Descriptive Monitoring because it profiles fairness/equality indicators across society; tag assigned because comparing equality across groups is central.",Crime & Justice
2023/098,Understanding the Impacts of Time in Care on Educational Attainment of Young Adults Aged 16-18 in England,"Xiaohui Zhang, University of Exeter",Digital Economy Act (2017),"Office for National Statistics: Growing Up in England Wave 1, Growing Up in England Wave 2 - Children in Need, Children Looked After, Growing Up in England Wave 2 - Exclusions, Absences and English School Census",Office for National Statistics Secure Research Service,2023-06-22,2023/098,2023,2023Q2,Q2 2023,Education & Skills; Health & Social Care,Cross-Domain Linkage,Outcome Tracking,,"Assigned Education & Skills because educational attainment is the outcome and Health & Social Care because time in care (looked-after children, children in need) is the exposure; Cross-Domain Linkage because datasets span social-care records and school census/education data; Outcome Tracking because it links care experience to educational attainment; no tag because the comparison is not by demographic group.",Education & Skills
2023/068,Understanding Seafood Consumption in the UK within the UKRI funded PyramIntegrated Data Service of Life project,"Gaetano Grilli, University of East Anglia
",Digital Economy Act (2017),Office for National Statistics: Living Costs and Food Survey,Office for National Statistics Secure Research Service,2023-05-12,2023/068,2023,2023Q2,Q2 2023,Environment & Agriculture,Single-Dataset,Descriptive Monitoring,,Assigned Environment & Agriculture because seafood consumption relates to food/agriculture patterns; Single-Dataset because only the Living Costs and Food Survey is listed; Descriptive Monitoring because it characterises consumption patterns; no tag because no demographic comparison is central.,Environment & Agriculture
2023/072,Exploring the life course patterns and family justice experience of young mothers involved in recurrent care proceedings in England,"Mariam Abouelenin, Lancaster University",Digital Economy Act (2017),"Ministry of Justice: Children and Family Court Advisory and Support Service (CAFCASS England), Family Man",SAIL Databank,2023-06-05,2023/072,2023,2023Q2,Q2 2023,Crime & Justice,Within-Domain Linkage,Life-Course / Trajectory Analysis; Service Interaction / Systems Analysis,,Assigned Crime & Justice because family-court care proceedings are the substantive focus; Within-Domain Linkage because CAFCASS and Family Man are both family-justice datasets; Life-Course / Trajectory Analysis and Service Interaction / Systems Analysis because it follows young mothers' life-course patterns and recurrent movement through family-justice proceedings; no tag because the focus is recurrent care proceedings rather than demographic group comparison.,Crime & Justice
2023/073,Domestic abuse proceedings in family courts: Overlap and pathways in private and public family justice,"Ludivine Garside, University of Bristol",Digital Economy Act (2017),Ministry of Justice: Data First FamilyMan Family Court data,SAIL Databank,2023-06-05,2023/073,2023,2023Q2,Q2 2023,Crime & Justice,Single-Dataset,Service Interaction / Systems Analysis,,Assigned Crime & Justice because the project concerns domestic abuse proceedings in family courts and private/public family justice; Single-Dataset because only the Data First FamilyMan Family Court data is listed; Service Interaction / Systems Analysis because the focus is overlap and pathways through the family justice system; no tag because no demographic group comparison is central.,Crime & Justice
2023/074,Full scale: UK business growth,"Shreya Nanda, Social Market Foundation",Digital Economy Act (2017),Office for National Statistics: Annual Business Survey,Office for National Statistics Secure Research Service,2023-05-12,2023/074,2023,2023Q2,Q2 2023,Business & Productivity,Single-Dataset,Descriptive Monitoring,,Assigned Business & Productivity because the project studies UK business growth at firm level; Single-Dataset because only the Annual Business Survey is listed; Descriptive Monitoring because it profiles patterns of business growth without a named intervention or exposure-outcome test; no tag because no demographic comparison is central.,Business & Productivity
2023/084,"Violence, health and society: the exploration and analysis of the Crime Survey for England and Wales","Polina Obolenskaya, University of London_x000D_
Niels Blom, University of London_x000D_
Hannah Manzur, University of London_x000D_
Elouise Davies, Lancaster University_x000D_
",Digital Economy Act (2017),Office for National Statistics: Crime Survey for England and Wales,Office for National Statistics Secure Research Service,2023-06-13,2023/084,2023,2023Q2,Q2 2023,Crime & Justice; Health & Social Care,Single-Dataset,Outcome Tracking,,"Assigned Crime & Justice and Health & Social Care because the project explores violence, health and society via crime survey data; Single-Dataset because only the Crime Survey for England and Wales is listed; Outcome Tracking because it links violence/victimisation to health outcomes; no tag because no demographic comparison is centrally framed.",Crime & Justice
2023/090,Impact Evaluation of Be the Business,"Justus Laugwitz, SQW - Economic and Management Consultants
Sergei Plekhanov, SQW - Economic and Management Consultants
Imogen Sprackling, SQW - Economic and Management Consultants
Paulina Szymczak, SQW - Economic and Management Consultants
Izabela Zawartka, SQW - Economic and Management Consultants",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Business Insights and Conditions Survey - UK, Management and Expectations Survey - Great Britain
DBT: Longitudinal Small Business Survey - UK",Office for National Statistics Secure Research Service,2023-07-07,2023/090,2023,2023Q3,Q3 2023,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because Be the Business is a firm-performance programme; Within-Domain Linkage because all listed datasets (BSD, BICS, Management and Expectations, Small Business Survey) are business-domain datasets; Policy Evaluation / Impact Analysis because the title explicitly states impact evaluation of a named programme; no tag because no demographic comparison is central.",Business & Productivity
2023/100,"Exploring the nexus between immigration, integration and labour market outcomes","Ezgi Kaya, Cardiff Business School",Digital Economy Act (2017),Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,Office for National Statistics Secure Research Service,2023-07-03,2023/100,2023,2023Q3,Q3 2023,Labour Market & Employment; Migration & Demographics,Cross-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,"Assigned Labour Market & Employment and Migration & Demographics because the project examines immigration, integration and labour market outcomes; Cross-Domain Linkage because ASHE (employment) is linked to the 2011 Census (demographics); Outcome Tracking because it links migrant status to labour-market outcomes; demographic disparities tag because outcomes are compared by migrant/immigration status.",Labour Market & Employment
2023/102,The importance a competitive retail investment environment can have on peoples financial planning and long-term government spending,"Eoin Rooney, TU Dublin",Digital Economy Act (2017),Office for National Statistics: Wealth and Assets Survey - Great Britain,Office for National Statistics Secure Research Service,2023-07-04,2023/102,2023,2023Q3,Q3 2023,"Poverty, Wealth & Living Standards; Public Finance & Taxation",Single-Dataset,Descriptive Monitoring,,"Assigned Poverty, Wealth & Living Standards because the project concerns peoples financial planning and savings/investment, and Public Finance & Taxation because of long-term government spending; Single-Dataset because only the Wealth and Assets Survey is listed; Descriptive Monitoring because it characterises financial planning and the investment environment without a named intervention; no tag because no demographic comparison is central.","Poverty, Wealth & Living Standards"
2023/106,The disability pay gap: Exploring the role of the firm,"Melanie Jones, Cardiff University
John Forth, City University",Digital Economy Act (2017),Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,Office for National Statistics Secure Research Service,2023-07-13,2023/106,2023,2023Q3,Q3 2023,Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,Assigned Labour Market & Employment because the disability pay gap concerns earnings and firm-level wage outcomes; Cross-Domain Linkage because ASHE (employment) is linked to the 2011 Census (demographics); Outcome Tracking because it links disability status to pay outcomes via the firm; demographic disparities tag because the central question compares pay by disability status.,Labour Market & Employment
2023/114,The Impact of Compulsory Education on Occupational Sorting and Earning Stability,"Inci Lal, University of Exeter
Ipek Mumcu, University of Exeter",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings (ASHE)
Office for National Statistics: Labour Force Survey Person
Office for National Statistics: Labour Force Survey Longitudinal
Office for National Statistics: Annual Survey of Hours and Earnings Longitudinal",Office for National Statistics Secure Research Service,2023-07-07,2023/114,2023,2023Q3,Q3 2023,Education & Skills; Labour Market & Employment,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Education & Skills because compulsory education is the exposure and Labour Market & Employment because occupational sorting and earnings stability are outcomes; Within-Domain Linkage because ASHE and Labour Force Survey datasets are all labour-market datasets; Policy Evaluation / Impact Analysis because compulsory schooling reform is a named policy whose impact is estimated; no tag because no demographic comparison is central.,Education & Skills
2023/116,Northern Ireland Licensing Review - Economic Impacts,"Damon Morris, University of Sheffield",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Business Register Employment Survey - UK, Annual Survey of Hours and Earnings - UK",Office for National Statistics Secure Research Service,2023-07-10,2023/116,2023,2023Q3,Q3 2023,Business & Productivity; Labour Market & Employment,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity and Labour Market & Employment because the economic impacts of a licensing review involve firms (ABS) and employment/earnings (BRES, ASHE); Within-Domain Linkage because these are all economic/business-labour datasets; Policy Evaluation / Impact Analysis because it evaluates economic impacts of the Northern Ireland Licensing Review; no tag because no demographic comparison is central.",Business & Productivity
2023/125,The Disability Employment Gap in Scotland,"Chirsty McFadyen, University of Strathclyde
Allison Catalano, University of Strathclyde",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Person - UK, Annual Population Survey Longitudinal - UK",Office for National Statistics Secure Research Service,2023-07-13,2023/125,2023,2023Q3,Q3 2023,Labour Market & Employment,Within-Domain Linkage,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Labour Market & Employment because the disability employment gap concerns employment outcomes; Within-Domain Linkage because the Annual Population Survey and Labour Force Survey datasets are all labour-market datasets; Descriptive Monitoring because it measures the employment gap across groups; demographic disparities tag because the central comparison is by disability status.,Labour Market & Employment
2023/135,Methods and analysis to understand who sets up registered businesses,"Felix Bunting, Cabinet Office
Suganya Sivaskantharajah, Cabinet Office
Paul Williamson, Cabinet Office",Digital Economy Act (2017),Office for National Statistics: Bespoke Equalities Data Asset: Companies House - Census 2011 - England and Wales,Office for National Statistics Secure Research Service,2023-08-07,2023/135,2023,2023Q3,Q3 2023,Business & Productivity,Cross-Domain Linkage,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Business & Productivity because the focus is who sets up registered businesses (entrepreneurship); Cross-Domain Linkage because Companies House (business) is linked to Census 2011 (demographics) in an Equalities Data Asset; Descriptive Monitoring because it characterises the profile of who sets up businesses; demographic disparities tag because the Equalities Data Asset framing centres comparison across demographic groups.,Business & Productivity
2023/153,Estimating the distribution of mortgagors income in the UK,"Martina Fazio, Bank of England
Marco D'Amico, Bank of England",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings - UK, New Earnings Survey - Great Britain",Office for National Statistics Secure Research Service,2023-07-28,2023/153,2023,2023Q3,Q3 2023,"Poverty, Wealth & Living Standards; Labour Market & Employment",Within-Domain Linkage,Descriptive Monitoring,,"Assigned Poverty, Wealth & Living Standards and Labour Market & Employment because it estimates the income distribution of mortgagors using earnings data; Within-Domain Linkage because ASHE and the New Earnings Survey are both earnings datasets in the same domain; Descriptive Monitoring because the operation is estimating a distribution; no tag because no demographic comparison is central.","Poverty, Wealth & Living Standards"
2023/154,Do UK households experience a 'heating-vs-eating' trade-off?,"Edward Manderson, The University of Manchester
Krishna Brijmohun, The University of Manchester",Digital Economy Act (2017),"Office for National Statistics: Consumer and Retail Price Index - UK, Living Costs and Food Survey - UK",Office for National Statistics Secure Research Service,2023-07-28,2023/154,2023,2023Q3,Q3 2023,"Poverty, Wealth & Living Standards; Environment & Agriculture",Within-Domain Linkage,Outcome Tracking,,"Assigned Poverty, Wealth & Living Standards because of the 'heating-vs-eating' cost-of-living trade-off and Environment & Agriculture because of domestic heating energy spending; Within-Domain Linkage because price indices and the Living Costs and Food Survey both sit in household-economics; Outcome Tracking because it tests how price pressures affect household spending trade-offs; no tag because no demographic comparison is central.","Poverty, Wealth & Living Standards"
2023/155,Loneliness trends from the Opinions and Lifestyle Survey Data from May 2023-24,"Heather McClelland, University of Glasgow",Digital Economy Act (2017),Office for National Statistics: Opinions and Lifestyle Survey - Great Britain,Office for National Statistics Secure Research Service,2023-07-28,2023/155,2023,2023Q3,Q3 2023,Health & Social Care,Single-Dataset,Descriptive Monitoring,,Assigned Health & Social Care because loneliness is a wellbeing/mental-health phenomenon; Single-Dataset because only the Opinions and Lifestyle Survey is used; Descriptive Monitoring because it tracks loneliness trends over time; no tag because no demographic comparison is central.,Health & Social Care
