Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8_run_1,substantive_domains_4_8_run_2,substantive_domains_agree,linkage_mode_4_8_run_1,linkage_mode_4_8_run_2,linkage_mode_agree,analytical_purpose_4_8_run_1,analytical_purpose_4_8_run_2,analytical_purpose_agree,cross_cutting_tags_4_8_run_1,cross_cutting_tags_4_8_run_2,cross_cutting_tags_agree,rationale_4_8_run_1,rationale_4_8_run_2,disagreement_summary
2023/132,2023/132,UK Productivity Puzzle,"Office for National Statistics: Annual Business Survey, Capital Stock Dataset, Business Structure Database, Annual Respondents Database, Quarterly Capital Expenditure Survey",2023,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,"Assigned Business & Productivity because the title concerns the UK productivity puzzle and datasets are firm-level business surveys (Annual Business Survey, Capital Stock, Business Structure Database); Within-Domain Linkage because multiple datasets all sit within the business/productivity domain; Outcome Tracking because it links firm characteristics like capital stock to productivity outcomes; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project studies the UK productivity puzzle using firm-level business surveys, capital stock and expenditure datasets; Within-Domain Linkage because all listed datasets are firm/business-economic sources within one policy domain; Descriptive Monitoring because the operation is characterising productivity patterns rather than evaluating a named intervention; no tag because there is no demographic comparison.",Layer C disagreed
2023/135,2023/135,Methods and analysis to understand who sets up registered businesses,Office for National Statistics: Bespoke Equalities Data Asset: Companies House - Census 2011 - England and Wales,2023,Business & Productivity,Business & Productivity; Data Infrastructure & Methodology,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring; Methodological / Infrastructure Research,False,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Business & Productivity because the focus is who sets up registered businesses (entrepreneurship); Cross-Domain Linkage because Companies House (business) is linked to Census 2011 (demographics) in an Equalities Data Asset; Descriptive Monitoring because it characterises the profile of who sets up businesses; demographic disparities tag because the Equalities Data Asset framing centres comparison across demographic groups.,Assigned Business & Productivity and Data Infrastructure & Methodology because the project studies who sets up registered businesses (Companies House) and explicitly develops methods using a bespoke equalities data asset; Cross-Domain Linkage because Companies House (business) is linked to Census 2011 (demographics); Descriptive Monitoring and Methodological / Infrastructure Research because it characterises the profile of business founders and develops the analytical methods; demographic disparities tag because the equalities data asset centres comparison across demographic groups.,Layer A disagreed; Layer C disagreed
2023/151,2023/151,Incentives for Innovation,"Office for National Statistics: Annual Business Survey, Annual Respondents Database, Business Expenditure on Research and Development, Business Structure Database, UK Innovation Survey",2023,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Outcome Tracking,False,,,True,"Assigned Business & Productivity because the focus is innovation incentives and firm R&D; Within-Domain Linkage because all listed datasets (ABS, ARD, BERD, BSD, UK Innovation Survey) are business/firm datasets; Policy Evaluation / Impact Analysis because incentives for innovation evaluates the effect of innovation-support measures; no tag because no demographic comparison applies.",Assigned Business & Productivity because innovation incentives and firm R&D are central; Within-Domain Linkage because the listed business and innovation surveys all sit within the business domain; Outcome Tracking because it links incentives to firm innovation outcomes; no tag because no demographic comparison is involved.,Layer C disagreed
2023/153,2023/153,Estimating the distribution of mortgagors income in the UK,"Office for National Statistics: Annual Survey of Hours and Earnings - UK, New Earnings Survey - Great Britain",2023,"Poverty, Wealth & Living Standards; Labour Market & Employment","Poverty, Wealth & Living Standards; Housing & Planning",False,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Poverty, Wealth & Living Standards and Labour Market & Employment because it estimates the income distribution of mortgagors using earnings data; Within-Domain Linkage because ASHE and the New Earnings Survey are both earnings datasets in the same domain; Descriptive Monitoring because the operation is estimating a distribution; no tag because no demographic comparison is central.","Assigned Poverty, Wealth & Living Standards and Housing & Planning because the study estimates the income distribution of mortgagors, combining household resources and home-ownership/mortgage tenure; Within-Domain Linkage because ASHE and the New Earnings Survey are both earnings datasets within the labour/earnings domain; Descriptive Monitoring because the aim is to estimate a distribution; no tag because no demographic group comparison is central.",Layer A disagreed
2023/156,2023/156,Reach for illiquidity,"Office for National Statistics: Investment by insurance companies, pension funds and trusts - UK",2023,"Poverty, Wealth & Living Standards",Business & Productivity,False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Poverty, Wealth & Living Standards because 'reach for illiquidity' concerns investment/asset allocation of institutional funds; Single-Dataset because only the investment-by-insurance/pension-funds dataset is used; Descriptive Monitoring because the analysis profiles investment patterns; no tag because no demographic comparison is central.","Assigned Business & Productivity because 'reach for illiquidity' concerns investment behaviour of insurers, pension funds and trusts; Single-Dataset because only the investment dataset is listed; Descriptive Monitoring because the operation characterises investment patterns; no tag because no demographic comparison is present.",Layer A disagreed
2023/164,2023/164,"Socio-economic status, mortality and morbidity in Britain and the US","Office for National Statistics: Death Registrations, England and Wales, Public Health Research Database, Census 2011",2023,Health & Social Care,"Health & Social Care; Poverty, Wealth & Living Standards",False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Health & Social Care because mortality and morbidity are treated as health outcomes; Cross-Domain Linkage because death registrations and public health data are linked with Census 2011 spanning health and demographics; Outcome Tracking because it links socio-economic status (a naturally occurring characteristic) to mortality/morbidity outcomes; no tag because the comparison is by socio-economic status rather than a demographic/equality group.,"Assigned Health & Social Care because mortality and morbidity are the health outcomes studied and Poverty, Wealth & Living Standards because socio-economic status is the central exposure; Cross-Domain Linkage because death registrations and health data are linked with Census demographic/socioeconomic sources spanning domains; Outcome Tracking because it links socio-economic status to mortality and morbidity outcomes; no tag because the comparison is socioeconomic rather than centrally demographic/equality group.",Layer A disagreed
2023/170,2023/170,Tax and benefit microsimulation,"Office for National Statistics: Annual Population Survey Household, Annual Population Survey, British Election Panel Study, British Household Panel Survey, British Local Election Database, Childcare and Early Years Provision: Providers' Survey, English Longitudinal Study of Ageing, Expenditure and Food Survey, Family Expenditure Survey, Family Resources Survey, General Household Survey, Health and Lifestyle Survey, Health Survey for England, Households Below Average Income, International Passenger Survey, Labour Force Survey Two-Quarter Longitudinal Dataset, Labour Force Survey, Living Costs and Food Survey, National Travel Survey, ONS Omnibus Survey, Quarterly Labour Force Survey Household Dataset, Quarterly Labour Force Survey, Survey of Personal Incomes,
Understanding Society: COVID-19 Study,
Understanding Society: Innovation Panel",2023,"Public Finance & Taxation; Poverty, Wealth & Living Standards","Public Finance & Taxation; Poverty, Wealth & Living Standards",True,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis; Methodological / Infrastructure Research,False,,,True,"Assigned Public Finance & Taxation and Poverty, Wealth & Living Standards because tax-benefit microsimulation models fiscal policy and household income/living standards; Cross-Domain Linkage because the many datasets span income, expenditure, health, labour and demographic domains; Policy Evaluation / Impact Analysis because microsimulation evaluates the impact of tax and benefit policy designs; no tag because no demographic-group comparison is central.","Assigned Public Finance & Taxation because tax and benefit policy is the object and Poverty, Wealth & Living Standards because household incomes/benefits and living costs are central; Cross-Domain Linkage because the many surveys span labour market, household resources, health, and demographics; Policy Evaluation / Impact Analysis because microsimulation evaluates tax/benefit policy impacts, with Methodological / Infrastructure Research because building a microsimulation model is itself a methodological exercise; no tag because no specific demographic group comparison is central.",Layer C disagreed
2023/175,2023/175,Internal migration of young adults and social mobility,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England",2023,Migration & Demographics; Labour Market & Employment,Migration & Demographics; Labour Market & Employment; Education & Skills,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,,,True,Assigned Migration & Demographics because of internal migration of young adults and Labour Market & Employment because of social/earnings mobility; Cross-Domain Linkage because LEO links education with DWP/HMRC employment data; Life-Course / Trajectory Analysis because it follows young adults' migration and mobility trajectories; no tag because the comparison is not centrally across a demographic group.,"Assigned Migration & Demographics, Labour Market & Employment and Education & Skills because the study examines internal migration of young adults and social mobility via education-to-work pathways; Cross-Domain Linkage because LEO links education, employment and welfare sources across domains; Life-Course / Trajectory Analysis because it follows young adults' migration and mobility trajectories; no tag because age cohort here is the study population rather than a centred equality comparison.",Layer A disagreed
2023/176,2023/176,Analysis of UK international trade performance and drivers using firm level data.,"Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK
Office for National Statistics: International Trade in Services - UK, Annual Business Survey - UK",2023,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Business & Productivity because the project analyses UK international trade performance and drivers using firm-level data such as the Annual Business Survey and trade datasets; Cross-Domain Linkage because it combines firm/business data with trade data spanning business and public finance/customs domains via linked HMRC trade and IDBR; Outcome Tracking because it relates drivers to trade performance outcomes rather than evaluating a named policy; no tag because no demographic equality comparison is central.,"Assigned Business & Productivity because the project analyses UK trade performance and drivers using firm-level data (trade-in-goods, IDBR, trade-in-services, Annual Business Survey); Within-Domain Linkage because all datasets are firm/business and trade datasets within the business domain; Outcome Tracking because it links drivers to trade performance outcomes; no tag because no demographic comparison is central.",Layer B disagreed
2023/189,2023/189,"Understanding Industry and Consumer Responses in Food, Alcohol and Tobacco",Office for National Statistics: Living Costs and Food Survey,2023,"Poverty, Wealth & Living Standards; Business & Productivity","Poverty, Wealth & Living Standards",False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Poverty, Wealth & Living Standards and Business & Productivity because it examines consumer expenditure and industry responses in food, alcohol and tobacco; Single-Dataset because only the Living Costs and Food Survey is listed; Descriptive Monitoring because it characterises consumption and industry response patterns; no tag because no demographic-group comparison is central.","Assigned Poverty, Wealth & Living Standards because the focus is consumer responses in food, alcohol and tobacco spending using expenditure data; Single-Dataset because only the Living Costs and Food Survey is listed; Descriptive Monitoring because it characterises industry and consumer responses; no tag because no demographic comparison is central.",Layer A disagreed
2023/203,2023/203,Economic Evaluation of the Aerospace Technology Institute,"Office for National Statistics: Business Enterprise Research and Development - Great Britain, Annual Survey of Hours and Earnings - UK, Business Structure Database - UK, Annual Business Survey - UK",2023,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because it evaluates a research/innovation institute's effect on firm R&D and performance; Cross-Domain Linkage because datasets span business (BERD, BSD, ABS) and labour-market earnings (ASHE); Policy Evaluation / Impact Analysis because it economically evaluates the named Aerospace Technology Institute; no tag because no demographic comparison is central.",Assigned Business & Productivity because the project evaluates the Aerospace Technology Institute's effect on firms' R&D and performance; Within-Domain Linkage because all datasets are business/R&D firm-level sources; Policy Evaluation / Impact Analysis because it is an economic evaluation of a named programme; no tag because no demographic comparison is central.,Layer B disagreed
2023/204,2023/204,"Understanding firm-level R&D, innovation and productivity in the West of England.","Office for National Statistics: Annual Business Survey - UK, Business Enterprise Research and Development - Great Britain
DBT: UK Innovation Survey
Department For Education: Employer Skills Survey and Investment in Training - UK",2023,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Outcome Tracking,False,,,True,"Assigned Business & Productivity because it studies firm-level R&D, innovation and productivity; Within-Domain Linkage because all datasets (ABS, BERD, Innovation Survey, Employer Skills Survey) sit within the business domain; Descriptive Monitoring because it characterises firm R&D and productivity in a region; no tag because no demographic comparison is central.","Assigned Business & Productivity because the focus is firm-level R&D, innovation and productivity; Within-Domain Linkage because ABS, BERD, Innovation Survey and Employer Skills Survey are firm/business sources; Outcome Tracking because it links R&D/innovation to productivity; no tag because no demographic comparison is central.",Layer C disagreed
2023/209,2023/209,Sustainable Transport Infrastructure and Car Usage: UK Snapshot,Institute for Economic and Social Research: Understanding Society - UK,2023,Environment & Agriculture,Environment & Agriculture,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Outcome Tracking,False,,,True,Assigned Environment & Agriculture because sustainable transport infrastructure and car usage concern decarbonisation/transport-environment behaviour; Single-Dataset because only Understanding Society is listed; Descriptive Monitoring because it provides a 'UK Snapshot' of car usage patterns; no tag because no demographic comparison is central.,"Assigned Environment & Agriculture because the project examines sustainable transport infrastructure and car usage, an environmental/transport mechanism; Single-Dataset because only Understanding Society is listed; Outcome Tracking because it relates transport infrastructure availability to car usage behaviour; no tag because no demographic comparison is central.",Layer C disagreed
2023/211/a,2023/211,ESCoE: Local Consumption and National Sustainable Well-being,"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Person - UK, Living Costs and Food Survey - UK
Institute for Economic and Social Research: Understanding Society - UK",2023,"Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards",True,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Poverty, Wealth & Living Standards because local consumption and sustainable well-being concern household living standards and material conditions; Within-Domain Linkage because APS, LFS, Living Costs and Food Survey and Understanding Society all sit within household/living-standards measurement; Descriptive Monitoring because the aim is to measure consumption and well-being distributions; no tag because no central demographic comparison.","Assigned Poverty, Wealth & Living Standards because the project studies local consumption and sustainable well-being using Living Costs and Food Survey data; Cross-Domain Linkage because datasets span labour market (APS/LFS) and household consumption/living standards (LCF, Understanding Society) domains; Descriptive Monitoring because the aim is to measure consumption and well-being levels and distribution; no tag because no demographic comparison is central.",Layer B disagreed
2023/233,2023/233,Impact of area-level supply of psychological therapies on individual-level subjective wellbeing and labour market outcomes,Office for National Statistics: Annual Population Survey,2023,Health & Social Care; Labour Market & Employment,Health & Social Care; Labour Market & Employment,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Policy Evaluation / Impact Analysis,False,,,True,"Assigned Health & Social Care because the focus is psychological therapies and subjective wellbeing, and Labour Market & Employment because labour market outcomes are co-analysed; Single-Dataset because only the Annual Population Survey is listed; Outcome Tracking because it links area-level therapy supply to individual wellbeing and labour outcomes; no tag because no demographic equality comparison is central.","Assigned Health & Social Care because psychological therapies supply and subjective wellbeing are central, and Labour Market & Employment because labour-market outcomes are also analysed; Single-Dataset because only the Annual Population Survey is listed; Policy Evaluation / Impact Analysis because it assesses the impact of area-level therapy provision (IAPT-type supply) on individual outcomes; no tag because no demographic comparison is central.",Layer C disagreed
2023/234,2023/234,Assessing the Impact of Road Investment on Traffic and the Environment in Great Britain,"Office for National Statistics: British Household Panel Survey,
Understanding Society: Innovation Panel, Annual Survey of Hours and Earnings, Workplace Employment Relations Survey,
Quarterly Labour Force Survey, Business Structure Database,
Annual Respondents Database X",2023,Environment & Agriculture,Environment & Agriculture; Business & Productivity,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Environment & Agriculture because the impact of road investment on traffic and the environment is the substantive focus; Cross-Domain Linkage because household panels, earnings/labour datasets and business datasets span domains; Policy Evaluation because it assesses the impact of a named road investment programme; no tag because no demographic comparison.","Assigned Environment & Agriculture and Business & Productivity because it assesses road investment impacts on traffic, environment and economic activity; Cross-Domain Linkage because datasets span household panels, labour-market surveys and business datasets across domains; Policy Evaluation / Impact Analysis because it evaluates the effects of a named road investment programme; no tag because no demographic comparison.",Layer A disagreed
2023/236,2023/236,Investigation of the geographic and socioeconomic variation in alcohol and tobacco purchasing,Office for National Statistics: Living Costs and Food Survey,2023,Health & Social Care,"Health & Social Care; Poverty, Wealth & Living Standards",False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Health & Social Care because alcohol and tobacco purchasing relates to public health behaviour; Single-Dataset because only the Living Costs and Food Survey is listed; Descriptive Monitoring because it investigates geographic and socioeconomic variation in purchasing patterns; no tag because variation is geographic/socioeconomic rather than demographic-group comparison.,"Assigned Health & Social Care because alcohol and tobacco purchasing is a public-health behaviour, and Poverty, Wealth & Living Standards because socioeconomic variation in household purchasing is examined; Single-Dataset because only the Living Costs and Food Survey is listed; Descriptive Monitoring because it characterises geographic and socioeconomic variation; no tag because variation is socioeconomic/geographic rather than demographic-group equity.",Layer A disagreed
2023/243,2023/243,Microdata Analysis of Productivity,"Office for National Statistics: Annual Business Survey,
Annual Business Inquiry,
Annual Respondents Database (ARD2),
Annual Respondents Database X (ARDX),
Annual Survey of Hours and Earnings (ASHE),
Business Register Employment Survey (BRES),
Business Structure Database (BSD),
Consumer Prices,
Producer Price Index (PPI, EPI, IPI),
E-Commerce Survey,
International Trade in Services,
Investment in Intangible Assets Survey,
Labour Force Survey (Household),
Labour Force Survey (Person),
Labour Force Survey (Longitudinal),
Linked Trade-in-Goods/Inter-Departmental-Business-Register,
Management and Expectations Survey,
Management Practices Survey,
Monthly Business Survey,
Bespoke Data Tables for Project",2023,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Outcome Tracking,False,,,True,"Assigned Business & Productivity because microdata analysis of productivity is central; Cross-Domain Linkage because business surveys, trade, prices and labour force datasets span domains; Descriptive Monitoring because it analyses productivity levels and patterns; no tag because no demographic comparison.","Assigned Business & Productivity because microdata analysis of productivity is the focus; Cross-Domain Linkage because the extensive dataset list spans business surveys, earnings (ASHE), labour force surveys and trade data across domains; Outcome Tracking because it links firm characteristics to productivity outcomes; no tag because no demographic comparison.",Layer C disagreed
2023/252,2023/252,Advanced Propulsion Centre Impact Evaluation,"Office for National Statistics: Business Enterprise Research and Development - Great Britain, Business Structure Database - UK, Annual Business Survey - UK, Annual Survey of Hours and Earnings - UK",2023,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity because the Advanced Propulsion Centre concerns firm R&D and innovation outcomes; Cross-Domain Linkage because business R&D/BSD/ABS data are linked with ASHE earnings data spanning business and labour domains; Policy Evaluation / Impact Analysis because it is an impact evaluation of a named programme; no tag because no demographic comparison is central.,"Assigned Business & Productivity because it evaluates the Advanced Propulsion Centre on firm R&D and performance; Within-Domain Linkage because BERD, BSD, ABS and ASHE all concern firm-level activity; Policy Evaluation / Impact Analysis because it is a named impact evaluation; no tag because no demographic comparison is central.",Layer B disagreed
2023/261,2023/261,Analysis of distributional consequences and considerations for Monetary Policy,"Office for National Statistics: Annual Business Survey - UK, Annual Survey of Hours and Earnings - UK, Business Register Employment Survey - UK, Living Costs and Food Survey - UK, Business Insights and Conditions Survey - UK, Annual Survey of Hours and Earnings Longitudinal - UK, Wealth and Assets Survey - Great Britain, Vacancy Survey - UK, Consumer and Retail Price Index - UK, Labour Force Survey Person - UK, Business Structure Database - UK
Institute for Economic and Social Research: Understanding Society - UK
Office for National Statistics, University of Oxford,
NHS England: COVID-19 Infection Survey linked to Combined Vaccination - UK
DWP: Family Resources Survey - UK
Bank of England: Decision Maker Panel - UK",2023,"Poverty, Wealth & Living Standards; Public Finance & Taxation; Labour Market & Employment","Poverty, Wealth & Living Standards; Labour Market & Employment; Business & Productivity",False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring; Policy Evaluation / Impact Analysis,Descriptive Monitoring,False,,,True,"Assigned Poverty, Wealth & Living Standards because distributional consequences (wealth, living costs, household resources) are central, Public Finance & Taxation/monetary policy because the focus is on monetary policy considerations, and Labour Market & Employment because earnings and labour datasets feature; Cross-Domain Linkage because datasets span business, earnings, household living costs, wealth, prices and health (COVID) domains; Descriptive Monitoring and Policy Evaluation / Impact Analysis because it characterises distributional patterns to inform a named policy lever (monetary policy); no tag because the comparison is socioeconomic/distributional rather than across demographic groups.","Assigned Poverty, Wealth & Living Standards, Labour Market & Employment and Business & Productivity because distributional consequences of monetary policy involve household income/wealth (Living Costs, Wealth and Assets), earnings/labour (ASHE, LFS) and firms (ABS, BSD); Cross-Domain Linkage because the listed datasets span business, labour, household-resource and health/COVID domains; Descriptive Monitoring because the operation is analysing distributional patterns rather than a named intervention; no tag because the distributional lens is socioeconomic not centred on a demographic group.",Layer A disagreed; Layer C disagreed
2023/269,2023/269,Effects of the EU ETS and the UK Carbon Price Floor,"Office for National Statistics: Annual Business Survey, Annual Respondents Database X, Annual Survey of Hours and Earnings, Business Expenditure on Research and Development, Business Register and Employment Survey, Business Structure Database, Products of the European Community, Quarterly Fuels Inquiry, UK Innovation Survey",2023,Environment & Agriculture; Business & Productivity,Environment & Agriculture; Business & Productivity,True,Within-Domain Linkage,Cross-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Environment & Agriculture and Business & Productivity because the study evaluates carbon pricing (EU ETS, Carbon Price Floor) effects using firm-level business and R&D surveys; Within-Domain Linkage because the datasets are all business/firm-level economic surveys; Policy Evaluation / Impact Analysis because it estimates effects of named carbon pricing policies; no tag because no demographic comparison is central.","Assigned Environment & Agriculture and Business & Productivity because it studies the EU ETS and Carbon Price Floor carbon pricing effects on firms; Cross-Domain Linkage because firm datasets combine with earnings (ASHE) and fuel/energy data spanning business, labour and environment domains; Policy Evaluation / Impact Analysis because it evaluates named carbon pricing schemes; no tag because no demographic comparison is central.",Layer B disagreed
2023/271,2023/271,Impact of Innovation Support Delivered through the National Measurement System (NMS) Programme on Business Outcomes,"Office for National Statistics: Business Structure Database - UK, Annual Business Survey - UK, Business Enterprise Research and Development - Great Britain, Annual Survey of Hours and Earnings Longitudinal - UK",2023,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because the NMS innovation support programme targets firm business outcomes; Cross-Domain Linkage because business datasets (BSD, ABS, BERD) are linked with ASHE Longitudinal earnings data spanning business and labour domains; Policy Evaluation / Impact Analysis because it evaluates impact of a named support programme; no tag because no demographic lens is central.","Assigned Business & Productivity because it assesses innovation support through the National Measurement System on business outcomes; Within-Domain Linkage because BSD, ABS, BERD and ASHE all concern firm-level activity; Policy Evaluation / Impact Analysis because it evaluates impact of a named programme; no tag because no demographic comparison is central.",Layer B disagreed
2023/273,2023/273,Innovation and Emission Responses to Environmental Regulations,"Office for National Statistics: Annual Business Survey, Annual Inquiry into Foreign Direct Investment, Business Expenditure on Research and Development, Business Register and Employment Survey, Business Structure Database Longitudinal, Business Structure Database, Employer Skills Survey, International Trade in Services, Longitudinal Small Business Survey, Low Carbon and Renewable Energy Economy Survey, Monthly Business Survey, Prices Survey Microdata, Products of the European Community, Quarterly Acquisitions and Disposals of Capital Assets Survey, Quarterly Capital Expenditure Survey, Quarterly Fuels Inquiry, Research and Development Expenditures and Subsidies, Firm Productivity, Employment Creation and Survival, UK Innovation Survey",2023,Environment & Agriculture; Business & Productivity,Environment & Agriculture; Business & Productivity,True,Within-Domain Linkage,Cross-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Environment & Agriculture and Business & Productivity because the study examines firm innovation and emission responses to environmental regulations; Within-Domain Linkage because the many datasets are all firm-level business and economic surveys; Policy Evaluation / Impact Analysis because it analyses responses to environmental regulations as designed policy; no tag because no demographic comparison is central.,"Assigned Environment & Agriculture and Business & Productivity because it studies innovation and emission responses to environmental regulations among firms; Cross-Domain Linkage because datasets span business surveys, skills survey (labour) and trade/FDI alongside energy/environment surveys; Policy Evaluation / Impact Analysis because it evaluates responses to environmental regulations; no tag because no demographic comparison is central.",Layer B disagreed
2023/275,2023/275,WWTW04 - Walking With The Wounded need project,Office for National Statistics: Annual Population Survey,2023,Labour Market & Employment,Unclear from Register Entry,False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Unclear from Register Entry,False,,,True,"Assigned Labour Market & Employment because the Annual Population Survey is the source and the project (Walking With The Wounded, a veterans employment charity) concerns workforce needs; Single-Dataset because only the APS is listed; Descriptive Monitoring because the analytical operation appears to be profiling a population's characteristics; no tag because the entry does not establish a central demographic comparison.",Assigned Unclear from Register Entry because the title is an opaque project name (Walking With The Wounded need project) with no descriptive substantive content; Single-Dataset because only the Annual Population Survey is listed; Unclear purpose because the analytical operation cannot be inferred; no tag because no comparison is evident.,Layer A disagreed; Layer C disagreed
2023/277,2023/277,Bacton to Walcott Sandscaping Scheme: Socio-economic Impact Assessment,"Institute for Economic and Social Research: Understanding Society - UK
Office for National Statistics: Annual Population Survey - UK",2023,Business & Productivity; Labour Market & Employment,Environment & Agriculture,False,Within-Domain Linkage,Cross-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity and Labour Market & Employment because a socio-economic impact assessment of a coastal scheme examines local economic and employment effects via Understanding Society and APS; Within-Domain Linkage because both surveys are general household/labour socioeconomic sources within a related domain; Policy Evaluation / Impact Analysis because it assesses impact of a named sandscaping scheme; no tag because no demographic comparison is central.,Assigned Environment & Agriculture because the Sandscaping coastal protection scheme is an environmental/climate-resilience intervention; Cross-Domain Linkage because Understanding Society (household) and Annual Population Survey (labour market) span different domains; Policy Evaluation / Impact Analysis because it is a socio-economic impact assessment of a named scheme; no tag because no demographic equity comparison is central.,Layer A disagreed; Layer B disagreed
2023/283,2023/283,London's Economy and Population (APS),"Office for National Statistics: Annual Population Survey, Labour Force Survey, Annual Survey of Hours and Earnings, Wealth and Assets Survey",2023,"Labour Market & Employment; Poverty, Wealth & Living Standards",Labour Market & Employment,False,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment and Poverty, Wealth & Living Standards because the datasets cover employment/earnings (APS, LFS, ASHE) and household wealth (Wealth and Assets Survey); Within-Domain Linkage because these are closely related socioeconomic survey datasets within the labour/living-standards sphere; Descriptive Monitoring because the project profiles London's economy and population; no tag because no demographic-group comparison is established as central.","Assigned Labour Market & Employment because it uses APS, LFS and ASHE on London's economy and population; Within-Domain Linkage because these labour-market datasets sit within one domain (with WAS as wealth context); Descriptive Monitoring because it profiles economy and population; no tag because no demographic comparison is central.",Layer A disagreed
2023/288,2023/288,Evaluation of the Made Smarter Adoption Programme,"Office for National Statistics: Annual Business Survey - UK, Business Structure Database - UK, Annual Survey of Hours and Earnings - UK",2023,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because the Made Smarter Adoption Programme targets firm technology adoption and outcomes; Cross-Domain Linkage because business datasets (ABS, BSD) are combined with the earnings dataset ASHE spanning business and labour-market domains; Policy Evaluation / Impact Analysis because it explicitly evaluates a named programme; no tag because no demographic lens is central.","Assigned Business & Productivity because it evaluates the Made Smarter Adoption Programme on firm outcomes using business surveys; Within-Domain Linkage because ABS, BSD and ASHE all relate to firm/business activity; Policy Evaluation / Impact Analysis because it explicitly evaluates a named programme; no tag because no demographic equity lens applies.",Layer B disagreed
