Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8_run_1,substantive_domains_4_8_run_2,substantive_domains_agree,linkage_mode_4_8_run_1,linkage_mode_4_8_run_2,linkage_mode_agree,analytical_purpose_4_8_run_1,analytical_purpose_4_8_run_2,analytical_purpose_agree,cross_cutting_tags_4_8_run_1,cross_cutting_tags_4_8_run_2,cross_cutting_tags_agree,rationale_4_8_run_1,rationale_4_8_run_2,disagreement_summary
2022/170,2022/170,"Innovation, integration and structural change: evidence from ONS survey data","Office for National Statistics: Annual Respondents Database x, Annual Survey of Goods and Services, Business Enterprise Research and Development, Business Structure Database, Business Structure Database: Longitudinal, International Trade in Services, Linked Trade-in-Goods/Inter-Departmental Business Register, Management and Expectations Survey, Management Practices Survey, UK Innovation Survey, UK Manufacturers' Sales by Product Survey",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because innovation, integration and structural change in firms are the object; Within-Domain Linkage because the multiple business, trade and management surveys all sit in the business domain; Outcome Tracking because it links innovation/integration to structural change outcomes; no tag because no demographic comparison is central.","Assigned Business & Productivity because the focus is innovation, integration and structural change at firm level; Within-Domain Linkage because all listed surveys (ARD, BERD, BSD, ITIS, trade-IDBR, management surveys, UK Innovation Survey) are business-domain datasets; Outcome Tracking because innovation and integration are linked to structural change; no tag because no demographic comparison.",
2022/171,2022/171,The effects of wage policies on health outcomes,"Office for National Statistics: Annual Population Survey, Annual Survey of Hours and Earnings, Consumer Price Indicies, Understanding Society",2022,Labour Market & Employment; Health & Social Care,Health & Social Care; Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Labour Market & Employment and Health & Social Care because the project studies effects of wage policies (earnings) on health outcomes; Cross-Domain Linkage because ASHE/APS earnings data are combined with Understanding Society health data spanning labour and health domains; Policy Evaluation / Impact Analysis because it evaluates the effects of wage policies; no tag because no demographic-group comparison is central.,"Assigned Health & Social Care and Labour Market & Employment because the project studies effects of wage policies on health outcomes, combining earnings and health objects; Cross-Domain Linkage because ASHE/APS (labour) plus Understanding Society health/wellbeing data span domains; Policy Evaluation / Impact Analysis because it evaluates the effects of named wage policies; no tag because no demographic group comparison is central.",
2022/172,2022/172,"Innovation, Management Capability and Productivty in SMEs","Office for National Statistics: Annual Business Survey, Business Enterprise Research and Development, Business Structure Database, Employer Skill Survey, Longitudinal Small Business Survey, Management and Expectations Survey, Management Practices Survey, UK Innovation Survey, Workplace Employment Relations Survey",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because the focus is innovation, management capability and productivity in SMEs; Within-Domain Linkage because the multiple business/firm surveys all sit within the business domain; Outcome Tracking because it links firm characteristics (management, innovation) to productivity outcomes without a named intervention; no tag because no demographic comparison is central.","Assigned Business & Productivity because innovation, management capability and productivity in SMEs is the substantive object; Within-Domain Linkage because the multiple business and innovation surveys all sit within the business domain; Outcome Tracking because it links management/innovation characteristics to firm productivity outcomes; no tag because no demographic equity comparison.",
2022/173,2022/173,Evaluating Scotlands Export Support: Econometric Analysis Using Data Matching,"Office for National Statistics: Annual Business Survey, Business Structure Database, International Trade in Services",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because it evaluates export support and firm exporting performance; Within-Domain Linkage because business survey, business register and trade datasets are all firm/business domain; Policy Evaluation / Impact Analysis because it evaluates Scotland's Export Support programme; no tag because no demographic comparison is central.","Assigned Business & Productivity because it analyses firm exporting and export support; Within-Domain Linkage because business survey, business structure and trade datasets all fall within the business domain; Policy Evaluation / Impact Analysis because it evaluates Scotland's export support programme via data matching; no tag because no demographic comparison.",
2022/174,2022/174,Local Authority COVID19 Grant Programme Evaluation,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Structure Database",2022,Business & Productivity; COVID-19 & Pandemic,Business & Productivity; COVID-19 & Pandemic,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity and COVID-19 & Pandemic because it evaluates a COVID-19 business grant programme affecting firms; Cross-Domain Linkage because firm business data is linked with ASHE earnings (labour) data; Policy Evaluation / Impact Analysis because it explicitly evaluates the Local Authority COVID grant programme; no tag because no demographic comparison is central.,"Assigned Business & Productivity and COVID-19 & Pandemic because it evaluates a COVID-19 grant programme affecting firms; Within-Domain Linkage because ABS, ASHE and BSD primarily concern business/firm performance; Policy Evaluation / Impact Analysis because it evaluates the Local Authority COVID-19 Grant Programme; no tag because no demographic comparison.",Layer B disagreed
2022/175,2022/175,Trade in Northern Ireland: Characteristics of Firms and Workers,"Northern Ireland Statistics and Research Agency: Northern Ireland Annual Business Inquiry, Broad Economy Sales and Exports Statistics, Business Register and Employment Survey",2022,Business & Productivity; Labour Market & Employment,Business & Productivity; Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Business & Productivity and Labour Market & Employment because it characterises trading firms and their workers; Within-Domain Linkage because the business inquiry, exports statistics and employment survey are business-economy datasets within one domain; Descriptive Monitoring because it profiles characteristics of firms and workers; no tag because no demographic comparison is central.","Assigned Business & Productivity and Labour Market & Employment because the project profiles characteristics of trading firms and their workers; Within-Domain Linkage because business inquiry, export statistics and employment survey all sit within the business/labour economic domain; Descriptive Monitoring because it characterises firm and worker profiles of trade; no tag because no demographic equity comparison.",
2022/176,2022/176,"The local impact of skill deficiencies on performance, productivity and agglomeration","Office for National Statistics: Annual Business Survey, Business Structure Database, Employer Skills Survey, National Employer Skills Survey, Quarterly Labour Force Survey, Research and Development Expenditures and Subsidies, Firm Productivity, Employment Creation and Survival",2022,Business & Productivity; Labour Market & Employment,Business & Productivity; Labour Market & Employment,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because firm performance, productivity and agglomeration are central, and Labour Market & Employment because skill deficiencies are a labour-market mechanism; Within-Domain Linkage because business surveys and skills/labour datasets are closely related economic sources, though arguably cross-cutting, they centre on firm performance; Outcome Tracking because it links skill deficiencies (a naturally occurring condition) to performance outcomes; no tag because no demographic-group comparison is central.","Assigned Business & Productivity because firm performance, productivity and agglomeration are central, and Labour Market & Employment because skill deficiencies and employer skills are analysed; Cross-Domain Linkage because datasets span business surveys and employer/labour-force skills surveys; Outcome Tracking because it links skill deficiencies (a condition) to firm performance outcomes; no tag because no demographic comparison is central.",Layer B disagreed
2022/177,2022/177,Innovation and technology management,"Office for National Statistics: Annual Business Survey, Annual Respondents Database X, Business Expenditure on Research and Development, Business Structure Database, Research and Development Expenditures and Subsidies, Firm Productivity, Employment Creation and Survival, UK Innovation Survey",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Business & Productivity because innovation and technology management at firm level is the focus; Within-Domain Linkage because all listed datasets are business/innovation/R&D sources within the business domain; Outcome Tracking because it relates innovation/technology activity to firm outcomes; no tag because no demographic comparison is central.,"Assigned Business & Productivity because innovation, R&D and firm productivity are the substantive focus; Within-Domain Linkage because all datasets are business/innovation/R&D surveys within the business domain; Outcome Tracking because it links innovation and technology management to firm performance outcomes; no tag because no demographic comparison is involved.",
2022/178,2022/178,The impact of Intimate Partner Violence on children's risky and antisocial behaviour,"Office for National Statistics: Quarterly Labour Force Survey, Annual Population Survey Household, Annual Population Survey, Annual Survey of Hours and Earnings",2022,Crime & Justice; Health & Social Care,Crime & Justice; Health & Social Care,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Crime & Justice because intimate partner violence and antisocial behaviour are central, and Health & Social Care because children's risky behaviour is a wellbeing outcome; Within-Domain Linkage because the listed datasets are all labour/earnings ONS surveys, though the substantive question relies on them as a coherent set; Outcome Tracking because it links IPV exposure to downstream child behaviour outcomes; no tag because no demographic-group comparison is central.","Assigned Crime & Justice because intimate partner violence is central and Health & Social Care because children's risky/antisocial behaviour and wellbeing are outcomes; Within-Domain Linkage because the listed datasets are all ONS labour/earnings surveys, though notably mismatched, they are within the labour domain as listed; Outcome Tracking because it links IPV exposure to downstream child behavioural outcomes; no tag because no demographic group comparison is central.",
2022/180,2022/180,Monopsony in the UK Labour Market,"Office for National Statistics: New Earnings Survey Panel Dataset, Annual Survey of Hours and Earnings, Annual Respondents Database, Annual Business Survey, Business Structure Database, Business Register and Employment Survey, Annual Respondents Database X",2022,Labour Market & Employment,Labour Market & Employment; Business & Productivity,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,Assigned Labour Market & Employment because monopsony power and wages are the central labour-market question; Cross-Domain Linkage because earnings/employee datasets are linked with firm-level business datasets spanning labour and business domains; Outcome Tracking because it relates employer market power to wage outcomes; no tag because no demographic comparison is central.,Assigned Labour Market & Employment because monopsony concerns wage-setting and labour-market power and Business & Productivity because firm-level structure is involved; Cross-Domain Linkage because datasets span earnings/wage surveys and business structure/respondent databases; Descriptive Monitoring because the operation characterises the degree and pattern of monopsony in the labour market; no tag because no demographic comparison is central.,Layer A disagreed; Layer C disagreed
2022/181,2022/181,What cause the decline in UK Job-to-Job Mobility in recent decades?,"Office for National Statistics: Annual Business Survey, Labour Force Survey Longitudinal, Labour Force Survey Person, Understanding Society, Vacancy Survey",2022,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Labour Market & Employment because the focus is the decline in job-to-job mobility; Within-Domain Linkage because LFS, Understanding Society and vacancy/business datasets are used predominantly for labour-market analysis within one domain; Outcome Tracking because it analyses drivers/causes of declining mobility as a labour outcome; no tag because no demographic comparison is central.",Assigned Labour Market & Employment because the focus is the decline in job-to-job mobility; Cross-Domain Linkage because the Annual Business Survey (business) is combined with LFS and vacancy/labour data spanning business and labour domains; Outcome Tracking because it links drivers to declining mobility outcomes; no tag because no demographic comparison central.,Layer B disagreed
2022/182,2022/182,Understanding local labour markets for hospitals,"Office for National Statistics: Annual Survey of Hours and Earnings, Labour Force Survey Household, Living Costs and Food Survey",2022,Labour Market & Employment,Labour Market & Employment; Health & Social Care,False,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment because it studies local labour markets for hospitals (workforce/wages); Within-Domain Linkage because ASHE, LFS and Living Costs data are used for labour-market characterisation; Descriptive Monitoring because it characterises local labour markets; no tag because no demographic comparison is central.","Assigned Labour Market & Employment because it studies local labour markets, and Health & Social Care because the labour markets relate to hospitals as the setting/sector; Cross-Domain Linkage because ASHE/LFS labour data combine with Living Costs and Food survey spanning labour and living standards domains; Descriptive Monitoring because it characterises local labour-market conditions; no tag because no demographic comparison.",Layer A disagreed; Layer B disagreed
2022/183,2022/183,Estimating sub-regional fuel poverty in England in 2022,"Office for National Statistics: Annual Population Survey, Labour Force Survey Household, Living Costs and Food Survey",2022,"Environment & Agriculture; Poverty, Wealth & Living Standards","Environment & Agriculture; Poverty, Wealth & Living Standards",True,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Environment & Agriculture and Poverty, Wealth & Living Standards because fuel poverty concerns domestic energy and household material hardship; Within-Domain Linkage because the income/living-standards survey datasets are used to estimate household conditions; Descriptive Monitoring because it estimates sub-regional fuel poverty levels; no tag because no demographic comparison is central.","Assigned Environment & Agriculture and Poverty, Wealth & Living Standards because fuel poverty concerns domestic energy and material hardship; Cross-Domain Linkage because labour datasets (APS/LFS) combine with Living Costs and Food survey spanning labour and living standards domains; Descriptive Monitoring because it estimates sub-regional fuel poverty levels; no tag because the comparison is area-based not demographic.",Layer B disagreed
2022/184,2022/184,"Rural business performance, infrastructure obstacles and local embeddedness",Office for National Statistics: Business Structure Database,2022,Business & Productivity,Business & Productivity,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Outcome Tracking,False,,,True,Assigned Business & Productivity because it studies rural business performance and local embeddedness; Single-Dataset because only the Business Structure Database is listed; Descriptive Monitoring because it profiles business performance and infrastructure obstacles; no tag because no demographic comparison is central.,Assigned Business & Productivity because the focus is rural business performance and obstacles; Single-Dataset because only the Business Structure Database is listed; Outcome Tracking because it links infrastructure obstacles and local embeddedness to firm performance; no tag because no demographic comparison.,Layer C disagreed
2022/185,2022/185,"Homelessness and Black, Asian and Minority Ethnic Groups in the UK",Office for National Statistics: Statutory Homelessness Flows England,2022,Housing & Planning,Housing & Planning,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Housing & Planning because the focus is statutory homelessness; Single-Dataset because only the Statutory Homelessness Flows England dataset is listed; Descriptive Monitoring because it characterises homelessness across ethnic groups; demographic disparities tag because the question centres on comparison across Black, Asian and Minority Ethnic groups.","Assigned Housing & Planning because the substantive object is homelessness; Single-Dataset because only Statutory Homelessness Flows England is listed; Descriptive Monitoring because it profiles homelessness across ethnic groups; demographic disparities tag because the research question centres on Black, Asian and Minority Ethnic group comparison.",
2022/186,2022/186,ISCF Prospering from the Energy Revolution Evaluation,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Enterprise Research and Development, Business Structure Database",2022,Business & Productivity; Environment & Agriculture,Environment & Agriculture; Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity and Environment & Agriculture because the project evaluates the ISCF Prospering from the Energy Revolution programme using firm-level business surveys (Annual Business Survey, BERD, Business Structure Database) in the context of an energy/decarbonisation programme; Within-Domain Linkage because all datasets are firm-level business/economic statistics within the business domain; Policy Evaluation / Impact Analysis because it explicitly evaluates a named funded programme; no tag because no demographic/equality comparison is central.","Assigned Environment & Agriculture and Business & Productivity because the project evaluates the ISCF 'Prospering from the Energy Revolution' energy programme using firm-level business surveys (ABS, BERD, BSD); Within-Domain Linkage because the datasets are all firm/business economic surveys within the business domain; Policy Evaluation / Impact Analysis because it is an explicit named-programme evaluation; no tag because no demographic group comparison is central.",
2022/187,2022/187,Wage progression of low educated workers,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings linked to 2011 Census, Business Enterprise Research and Development",2022,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Life-Course / Trajectory Analysis,Outcome Tracking,False,,,True,"Assigned Labour Market & Employment because the focus is wage progression of workers, with education as a defining characteristic rather than the central object; Cross-Domain Linkage because ASHE linked to 2011 Census spans labour-market and population/census domains; Life-Course / Trajectory Analysis because wage progression follows workers' earnings over time; no tag because the comparison is by education level rather than a demographic/equality-relevant group.","Assigned Labour Market & Employment because wage progression of low-educated workers concerns earnings and labour-market progression; Cross-Domain Linkage because ASHE is linked to the 2011 Census, spanning employment and demographic/census domains; Outcome Tracking because it links education level (a characteristic) to downstream wage outcomes; no tag because the comparison is by education level rather than a demographic/equality group.",Layer C disagreed
2022/188,2022/188,Exploratory Project: Crime in the UK,Office for National Statistics: Crime Survey for England and Wales,2022,Crime & Justice,Crime & Justice,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Crime & Justice because the project examines crime using the Crime Survey for England and Wales; Single-Dataset because only one standalone dataset is listed; Descriptive Monitoring because an exploratory study of crime characterises patterns and prevalence; no tag because no demographic comparison is central.,Assigned Crime & Justice because the project explores crime using the Crime Survey for England and Wales; Single-Dataset because one standalone crime survey is listed; Descriptive Monitoring because an exploratory study characterising crime patterns is profiling rather than testing a relationship; no tag because no demographic comparison is central.,
2022/189,2022/189,Impact of No Interest Loan Scheme,"Office for National Statistics: Annual Population Survey, Understanding Society, Wealth and Assets Survey",2022,"Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards",True,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Poverty, Wealth & Living Standards because the No Interest Loan Scheme concerns household debt, savings and financial hardship; Cross-Domain Linkage because Annual Population Survey (labour), Understanding Society (multi-topic household) and Wealth and Assets Survey span labour-market and wealth/living-standards domains; Policy Evaluation / Impact Analysis because it assesses the impact of a named scheme; no tag because no demographic comparison is central.","Assigned Poverty, Wealth & Living Standards because the No Interest Loan Scheme concerns household debt, finances and living standards via the Wealth and Assets Survey; Cross-Domain Linkage because the Annual Population Survey (labour market) is combined with wealth and household survey data spanning domains; Policy Evaluation / Impact Analysis because it assesses the impact of a named loan scheme; no tag because no demographic comparison is central.",
2022/190,2022/190,Ethnic inequalities in mortality,Office for National Statistics: Public Health Research Database,2022,Migration & Demographics,Migration & Demographics; Health & Social Care,False,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Migration & Demographics because the project studies mortality differences across ethnic groups treating mortality as a population/demographic outcome; Single-Dataset because only the Public Health Research Database is listed as one product; Outcome Tracking because ethnicity (a naturally occurring characteristic) is linked to mortality; demographic disparities tag because comparison across ethnic groups is central.,Assigned Migration & Demographics and Health & Social Care because ethnic inequalities in mortality treats mortality as both a demographic and health outcome; Single-Dataset because the Public Health Research Database is listed as one product; Outcome Tracking because ethnicity (a characteristic) is linked to mortality outcome; demographic disparities tag because comparison across ethnic groups is central.,Layer A disagreed
2022/191,2022/191,"Improving knowledge, awareness, and diagnosis of attention deficit hyperactivity disorder in young women",SAIL Databank Databank: 2011 Census Data Welsh,2022,Health & Social Care,Health & Social Care,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Health & Social Care because the focus is diagnosis and awareness of ADHD; Single-Dataset because only one SAIL Census dataset is listed; Descriptive Monitoring because the aim is to improve knowledge, awareness and diagnosis levels; demographic disparities tag because the focus is specifically on young women as a sex/age group.","Assigned Health & Social Care because the project concerns ADHD diagnosis and awareness, a clinical/health focus; Single-Dataset because only the SAIL 2011 Census Welsh databank is listed; Descriptive Monitoring because improving knowledge, awareness and diagnosis indicates profiling diagnosis patterns; demographic disparities tag because the focus is specifically on young women (sex/age group).",
2022/192,2022/192,University admissions mismatch in the UK,UCAS: Universities and Colleges Admissions Service,2022,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Education & Skills because the project concerns university admissions mismatch; Single-Dataset because only UCAS admissions data is listed; Descriptive Monitoring because it characterises mismatch patterns in admissions; no tag because no demographic comparison is central.,Assigned Education & Skills because university admissions mismatch concerns higher-education admissions; Single-Dataset because only UCAS admissions data is listed; Descriptive Monitoring because measuring admissions mismatch characterises a pattern rather than evaluating a policy; no tag because no demographic comparison is centrally framed.,
2022/193,2022/193,Enforced alcohol abstinence: does it reduce reoffending?,"Ministry of Justice: MoJ Data First Crown court defendant, MoJ Data First Magistrates' Court Defendant, MoJ Data First Probation, MoJ Data First Linked Criminal Courts, Prisons, and Probation",2023,Crime & Justice,Crime & Justice,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Crime & Justice because the focus is reoffending and an enforced alcohol abstinence requirement; Within-Domain Linkage because all MoJ Data First courts, prisons and probation datasets sit within the justice domain; Policy Evaluation / Impact Analysis because it evaluates the effect of a specific sentencing measure on reoffending; no tag because no demographic comparison is central.","Assigned Crime & Justice because enforced alcohol abstinence and reoffending concern sentencing and justice outcomes; Within-Domain Linkage because all MoJ Data First court, prison and probation datasets sit within the justice domain; Policy Evaluation / Impact Analysis because it evaluates the effect of an enforced abstinence intervention on reoffending; no tag because no demographic comparison is central.",
2022/194,2022/194,Gender Pay Inequality in UK Medicine,"Office for National Statistics: Annual Survey of Hours and Earnings, Annual Survey of Hours and Earnings Longitudinal",2022,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Labour Market & Employment because the focus is pay/earnings in medicine; Within-Domain Linkage because ASHE and ASHE Longitudinal both sit within the earnings/labour domain; Descriptive Monitoring because it measures the gender pay gap; demographic disparities tag because the comparison is centrally by gender.,Assigned Labour Market & Employment because gender pay inequality concerns earnings; Within-Domain Linkage because both ASHE and ASHE Longitudinal are earnings datasets within the labour domain; Descriptive Monitoring because measuring a pay gap characterises its level and distribution; demographic disparities tag because comparison by gender is central.,
2022/195,2022/195,Measuring Capital in the UK Regions and Industries,"Office for National Statistics: Annual Business Survey, Annual Purchases Survey, Annual Respondents Database x, Annual Survey of Hours and Earnings, Business Enterprise Research and Development, Business Structure Database, Quarterly Acquisitions and Disposals of Capital Assets Survey",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Business & Productivity because the project measures capital across regions and industries using firm-level business surveys; Within-Domain Linkage because all datasets are business/economic statistics within the business domain; Descriptive Monitoring because the analytical operation is measuring capital stocks and distributions; no tag because no demographic comparison is central.,Assigned Business & Productivity because measuring capital across regions and industries concerns firm-level capital and industrial structure; Within-Domain Linkage because the multiple business/economic surveys all sit within the business domain; Descriptive Monitoring because the analytical operation is measuring capital across regions and industries; no tag because no demographic comparison is central.,
2022/196,2022/196,Homelessness resource allocation with the use of machine learning and discussions around fairness,Office for National Statistics: Statutory Homelessness Flows England,2022,Housing & Planning,Housing & Planning,True,Single-Dataset,Single-Dataset,True,Risk Prediction / Early Identification,Risk Prediction / Early Identification,True,,,True,"Assigned Housing & Planning because the project concerns statutory homelessness and resource allocation; Single-Dataset because only Statutory Homelessness Flows England is listed; Risk Prediction / Early Identification because machine learning is used for resource allocation with fairness considerations, implying predictive targeting; no tag because fairness here is methodological rather than a centred demographic comparison.",Assigned Housing & Planning because the project concerns homelessness resource allocation using Statutory Homelessness Flows data; Single-Dataset because only one homelessness dataset is listed; Risk Prediction / Early Identification because it uses machine learning for resource allocation and fairness in targeting; no tag because fairness is general rather than centred on a specific demographic comparison.,
2022/197,2022/197,The impact of the minimum wage on workers' career progression,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Annual Survey of Hours and Earnings Longitudinal, Business Enterprise Research and Developement, Business Structure Database, Longitudinal Inter-Departmental Business Register",2022,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis; Life-Course / Trajectory Analysis,False,,,True,Assigned Labour Market & Employment because career progression and wages are central; Within-Domain Linkage because the business and earnings datasets sit within labour/business economic domain; Policy Evaluation / Impact Analysis because it evaluates the impact of the named minimum wage policy; no tag because no demographic group comparison is central.,Assigned Labour Market & Employment because the study examines minimum wage effects on workers' career progression; Within-Domain Linkage because the business and earnings datasets all sit within the labour-market/business economic domain; Policy Evaluation because the minimum wage is a named policy and Life-Course / Trajectory Analysis because career progression over time is central; no tag because no demographic comparison is central.,Layer C disagreed
2022/198,2022/198,Sentencing and diversity: how do ethnicity and gender impact on the content and outcomes of sentences served in the community?,"Ministry of Justice: MoJ Data First Crown court defendant, MoJ Data First Magistrates' Court Defendant, MoJ Data First Prisoner Custodial Journey, MoJ Data First Probation, MoJ Data First Linked Criminal Courts and Prisons defendant",2023,Crime & Justice,Crime & Justice,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Crime & Justice because sentencing, courts, prisons and probation are central; Within-Domain Linkage because all MoJ Data First datasets are within the justice domain; Outcome Tracking because it links ethnicity and gender to sentencing content and outcomes; demographic disparities tag because comparison by ethnicity and gender is the central question.","Assigned Crime & Justice because the project studies sentencing content and outcomes across courts, prison and probation; Within-Domain Linkage because all MoJ Data First datasets are justice-system sources; Outcome Tracking because it links ethnicity and gender characteristics to sentencing outcomes; demographic disparities tag because comparison by ethnicity and gender is central.",
2022/203,2022/203,Feasibility study for civil society satellite account,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Structure Database, Labour Force Survey Person, Quarterly Acquisitions and Disposals of Capital Assets Survey, Small Business Survey",2022,Data Infrastructure & Methodology,Business & Productivity; Data Infrastructure & Methodology,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,Assigned Data Infrastructure & Methodology because the feasibility study develops a civil society satellite account; Cross-Domain Linkage because datasets span business/productivity and labour market (LFS) domains; Methodological / Infrastructure Research because the analytical operation is building/feasibility of a statistical account; no tag because no demographic comparison is involved.,Assigned Business & Productivity because a civil society satellite account concerns measuring the economic activity of the civil society sector and Data Infrastructure & Methodology because building a satellite account is itself the object; Cross-Domain Linkage because datasets span business surveys and the labour force survey; Methodological / Infrastructure Research because it is a feasibility study to develop a statistical account; no tag because no demographic comparison is central.,Layer A disagreed
2022/204,2022/204,Quantitative evaluation of COVID-19 national testing services in England,"Office for National Statistics: Covid-19 Infection Survey, Covid-19 Infection Survey linked to NHS Test and Trace, Covid-19 Schools Infection Survey, Covid-19 Schools Infection Survey linked with Test and Trace",2022,COVID-19 & Pandemic; Health & Social Care,COVID-19 & Pandemic; Health & Social Care,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned COVID-19 & Pandemic and Health & Social Care because it evaluates COVID-19 national testing services; Within-Domain Linkage because all datasets are COVID infection/test-and-trace within the health domain; Policy Evaluation / Impact Analysis because it is a quantitative evaluation of a named testing service; no tag because no demographic group comparison is central.,Assigned COVID-19 & Pandemic and Health & Social Care because the project evaluates COVID-19 national testing services; Within-Domain Linkage because the infection survey and test-and-trace component sources all remain within health/COVID; Policy Evaluation because it is a quantitative evaluation of a named national testing service; no tag because no demographic comparison is central.,
2022/205,2022/205,UK Regional Inequality,"Office for National Statistics: Labour Force Survey Longitudinal, Labour Force Survey Person",2022,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment because the LFS datasets and regional analysis focus on labour-market characteristics; Within-Domain Linkage because both LFS datasets sit within labour market; Descriptive Monitoring because the project characterises regional inequality patterns; no tag because regional inequality is geographic, not a demographic/equity comparison.",Assigned Labour Market & Employment because regional inequality is studied via Labour Force Survey labour-market data; Within-Domain Linkage because the two LFS datasets are both labour-market sources; Descriptive Monitoring because the project profiles inequality across regions; no tag because regional inequality is not a demographic/equality-group comparison.,
