Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2023/173,"Grade Inflation at UK Universities, Attainment and outcomes in UK Universities.","Alexander Vickery, Royal Holloway
Jefferson Frank, Royal Holloway",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England",Office for National Statistics Secure Research Service,2023-08-17,2023/173,2023,2023Q3,Q3 2023,Education & Skills,Cross-Domain Linkage,Descriptive Monitoring,,"Assigned Education & Skills because the focus is grade inflation, attainment and outcomes at universities; Cross-Domain Linkage because the LEO dataset combines education (DfE), employment/earnings (HMRC) and benefits (DWP) sources spanning domains; Descriptive Monitoring because the aim is to characterise attainment and grade inflation; no tag because no demographic comparison is central.",Education & Skills
2023/174,"Geographical inequalities, geographical mobility and social mobility","Xiaowei Xu, Institute for Fiscal Studies
Francesca Foliano, London School of Economics and Political Science",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England",Office for National Statistics Secure Research Service,2023-08-18,2023/174,2023,2023Q3,Q3 2023,Labour Market & Employment; Education & Skills,Cross-Domain Linkage,Life-Course / Trajectory Analysis,,"Assigned Labour Market & Employment and Education & Skills because the study concerns social mobility through education-to-work pathways and geographical/labour mobility; Cross-Domain Linkage because LEO links education, employment and welfare sources across domains; Life-Course / Trajectory Analysis because social mobility and geographical mobility track trajectories over time; no tag because the comparison is geographical/socioeconomic rather than demographic.",Labour Market & Employment
2023/175,Internal migration of young adults and social mobility,"Lindsey Macmillan, UCL Institute of Education
Francesca Foliano, London School of Economics and Political Science",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England",Office for National Statistics Secure Research Service,2023-08-18,2023/175,2023,2023Q3,Q3 2023,Migration & Demographics; Labour Market & Employment; Education & Skills,Cross-Domain Linkage,Life-Course / Trajectory Analysis,,"Assigned Migration & Demographics, Labour Market & Employment and Education & Skills because the study examines internal migration of young adults and social mobility via education-to-work pathways; Cross-Domain Linkage because LEO links education, employment and welfare sources across domains; Life-Course / Trajectory Analysis because it follows young adults' migration and mobility trajectories; no tag because age cohort here is the study population rather than a centred equality comparison.",Migration & Demographics
2023/176,Analysis of UK international trade performance and drivers using firm level data.,"Luke McDougall, Department for International Trade
Lawrence Ajibola, Department for International Trade
Yaxsaana Sivanathan, Department for International Trade
Mark Montanaro, Department for International Trade
Livia Hull, Department for International Trade
Yoko Lohrer, Department for International Trade
Hannah Palmer, Department for International Trade",Digital Economy Act (2017),"Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK
Office for National Statistics: International Trade in Services - UK, Annual Business Survey - UK",Office for National Statistics Secure Research Service,2023-08-18,2023/176,2023,2023Q3,Q3 2023,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity because the project analyses UK trade performance and drivers using firm-level data (trade-in-goods, IDBR, trade-in-services, Annual Business Survey); Within-Domain Linkage because all datasets are firm/business and trade datasets within the business domain; Outcome Tracking because it links drivers to trade performance outcomes; no tag because no demographic comparison is central.",Business & Productivity
2023/177,How Does Competition effect Productivity through Innovation: Evidence from the United Kingdom,"Hazera Nessa, The University of Manchester",Digital Economy Act (2017),"DBT: UK Innovation Survey
Office for National Statistics: Annual Business Survey - UK, International Trade in Services - UK, Annual Foreign Direct Investment Survey - UK, Business Structure Database - UK",Office for National Statistics Secure Research Service,2023-08-18,2023/177,2023,2023Q3,Q3 2023,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity because the focus is competition, productivity and innovation among firms (Innovation Survey, ABS, FDI, Business Structure Database); Within-Domain Linkage because all sources are business/firm-level datasets; Outcome Tracking because it tests how competition affects productivity through innovation; no tag because no demographic comparison is central.",Business & Productivity
2023/178,Trends in survival in sickle cell disease in the UK (1995-2022),"Salma Ayis, King's College London
Radoslav Latinovic, Department of Health and Social Care",Digital Economy Act (2017),Office for National Statistics: Death Registrations Finalised - England and Wales,Office for National Statistics Secure Research Service,2023-08-18,2023/178,2023,2023Q3,Q3 2023,Health & Social Care,Single-Dataset,Descriptive Monitoring,,Assigned Health & Social Care because survival trends in sickle cell disease treat mortality as a health outcome; Single-Dataset because only death registrations is listed; Descriptive Monitoring because the aim is to characterise survival trends over time; no tag because no demographic comparison is central.,Health & Social Care
2023/179,Trends in population health and economic inactivity,"Hannah Randolph, University of Strathclyde
Ciara Crummey, University of Strathclyde",Digital Economy Act (2017),Office for National Statistics: Annual Population Survey - UK,Office for National Statistics Secure Research Service,2023-08-18,2023/179,2023,2023Q3,Q3 2023,Labour Market & Employment; Health & Social Care,Single-Dataset,Descriptive Monitoring,,"Assigned Labour Market & Employment and Health & Social Care because the project links population health to economic inactivity, both central; Single-Dataset because only the Annual Population Survey is listed; Descriptive Monitoring because it examines trends; no tag because no demographic comparison is central.",Labour Market & Employment
2023/181,Assessing the impact of UK Enterprise Zones,"Henry Overman, London School of Economics
Carolin Ioramashvili, University of Sussex
Gonzalo igunacio Nunez Chaim, London School of Economics
NICOLAS FRANCISCO GONZALEZ PAMPILLON, London School of Economics
Helene Donnat, London School of Economics and Political Science
Carmen Mira, London School of Economics
Matias Belacin, London School of Economics",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Annual Business Survey - UK, Annual Respondents Database 2 - UK, Annual Survey of Hours and Earnings - UK, Labour Force Survey Household - UK",Office for National Statistics Secure Research Service,2023-08-18,2023/181,2023,2023Q3,Q3 2023,Business & Productivity; Labour Market & Employment,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity and Labour Market & Employment because Enterprise Zones impact firms and employment/earnings (ASHE, Labour Force Survey); Cross-Domain Linkage because datasets span business and labour-market domains; Policy Evaluation / Impact Analysis because it assesses the impact of a named programme; no tag because no demographic comparison is central.",Business & Productivity
2023/190,Understanding productivity: a macroeconomic approach,"Ali Gokhan Karabilgin, University of Glasgow",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings - UK, Labour Force Survey Person - UK",Office for National Statistics Secure Research Service,2023-08-30,2023/190,2023,2023Q3,Q3 2023,Business & Productivity; Labour Market & Employment,Cross-Domain Linkage,Descriptive Monitoring,,Assigned Business & Productivity and Labour Market & Employment because the macroeconomic productivity focus draws on earnings and labour force data; Cross-Domain Linkage because ASHE (employment/earnings) and LFS span related but distinct labour and economic measurement; Descriptive Monitoring because it characterises productivity patterns; no tag because no demographic comparison is central.,Business & Productivity
2023/202,"Digital Technology in Work, Innovation, Productivity and Skills","Giuliana Battisti, University of Warwick
Anwar Seid Adem, University of Warwick
Yuan Yuan, University of Warwick",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Low Carbon and Renewable Energy Economy Survey - UK, E-commerce Survey - UK, Annual Respondents Database x - UK, Annual Survey of Hours and Earnings - UK, Business Structure Database - UK, Vacancy Survey - UK, UK Manufacturers Sales by Product Survey, Business Enterprise Research and Development - Northern Ireland
DBT: UK Innovation Survey
Department For Education: Employer Skills Survey and Investment in Training - UK",Office for National Statistics Secure Research Service,2023-09-12,2023/202,2023,2023Q3,Q3 2023,Business & Productivity; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity and Labour Market & Employment because digital technology effects on innovation, productivity and skills/vacancies are central (ABS, Innovation Survey, Employer Skills Survey, Vacancy Survey, ASHE); Cross-Domain Linkage because datasets span business and labour-market/skills domains; Outcome Tracking because it relates digital technology to productivity and skills outcomes; no tag because no demographic comparison is central.",Business & Productivity
2023/203,Economic Evaluation of the Aerospace Technology Institute,"Michael Hall, Frazer-Nash Consultancy",Digital Economy Act (2017),"Office for National Statistics: Business Enterprise Research and Development - Great Britain, Annual Survey of Hours and Earnings - UK, Business Structure Database - UK, Annual Business Survey - UK",Office for National Statistics Secure Research Service,2023-09-12,2023/203,2023,2023Q3,Q3 2023,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because the project evaluates the Aerospace Technology Institute's effect on firms' R&D and performance; Within-Domain Linkage because all datasets are business/R&D firm-level sources; Policy Evaluation / Impact Analysis because it is an economic evaluation of a named programme; no tag because no demographic comparison is central.,Business & Productivity
2023/204,"Understanding firm-level R&D, innovation and productivity in the West of England.","Oscar Oliphant, University of Bath
Chris Dimos, University of Bath",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Business Enterprise Research and Development - Great Britain
DBT: UK Innovation Survey
Department For Education: Employer Skills Survey and Investment in Training - UK",Office for National Statistics Secure Research Service,2023-09-12,2023/204,2023,2023Q3,Q3 2023,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity because the focus is firm-level R&D, innovation and productivity; Within-Domain Linkage because ABS, BERD, Innovation Survey and Employer Skills Survey are firm/business sources; Outcome Tracking because it links R&D/innovation to productivity; no tag because no demographic comparison is central.",Business & Productivity
2023/205,Family background and educational attainment across ethnic categories in England,"Alexey Bessudnov, University of Exeter",Digital Economy Act (2017),"Office for National Statistics: Growing Up in England Wave 1, Growing Up in England Wave 2 - Exclusions, Absences and English School Census",Office for National Statistics Secure Research Service,2023-09-18,2023/205,2023,2023Q3,Q3 2023,Education & Skills,Within-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,"Assigned Education & Skills because educational attainment is the substantive outcome (Growing Up in England, School Census); Within-Domain Linkage because the datasets are education-related sources; Outcome Tracking because it links family background to attainment; demographic disparities tag because comparison across ethnic categories is central.",Education & Skills
2023/206,Skills Imperative 2035 - ASHE and LFS,"Luke Bocock, National Foundation for Educational Research
Michael Scott, National Foundation for Educational Research
Juan Del Pozo Segura, National Foundation for Educational Research",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey Longitudinal - UK, Annual Survey of Hours and Earnings Longitudinal - UK",Office for National Statistics Secure Research Service,2023-09-18,2023/206,2023,2023Q3,Q3 2023,Labour Market & Employment; Education & Skills,Within-Domain Linkage,Descriptive Monitoring,,Assigned Labour Market & Employment and Education & Skills because the 'Skills Imperative 2035' project uses earnings (ASHE) and labour force data to study future skills demand and workforce needs; Within-Domain Linkage because ASHE and LFS are both labour-market datasets; Descriptive Monitoring because the project projects and profiles skills and workforce patterns toward 2035; no tag because no central demographic comparison is indicated.,Labour Market & Employment
2023/207,"Place-based Partnerships on the High Street: Exploring their form, functions, and positive and negative impacts.","Siobhan Prendiville, PricewaterhouseCoopers LLP",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Annual Population Survey - UK, Business Structure Database - UK
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2023-09-18,2023/207,2023,2023Q3,Q3 2023,Business & Productivity,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because the project studies high-street place-based partnerships, business activity, and their impacts using business surveys and the business structure database; Cross-Domain Linkage because it combines business datasets with household survey Understanding Society and population data spanning business and labour/household domains; Policy Evaluation / Impact Analysis because it evaluates the form, functions, and positive/negative impacts of named place-based partnerships; no tag because no demographic equity comparison is central.",Business & Productivity
2023/209,Sustainable Transport Infrastructure and Car Usage: UK Snapshot,"Richard Harries, The Young Foundation - Institute for Community Studies
Jessica Redmond, The Young Foundation - Institute for Community Studies",Digital Economy Act (2017),Institute for Economic and Social Research: Understanding Society - UK,Office for National Statistics Secure Research Service,2023-09-19,2023/209,2023,2023Q3,Q3 2023,Environment & Agriculture,Single-Dataset,Outcome Tracking,,"Assigned Environment & Agriculture because the project examines sustainable transport infrastructure and car usage, an environmental/transport mechanism; Single-Dataset because only Understanding Society is listed; Outcome Tracking because it relates transport infrastructure availability to car usage behaviour; no tag because no demographic comparison is central.",Environment & Agriculture
2023/210,Children and the Internet: Examining Risky Behaviours in Online Spaces: An Intersectional Perspective,"Ruth Austin, University of Leeds",Digital Economy Act (2017),Office for National Statistics: Crime Survey for England and Wales,Office for National Statistics Secure Research Service,2023-09-18,2023/210,2023,2023Q3,Q3 2023,Crime & Justice,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Crime & Justice because the project examines children's risky behaviours and victimisation online using the Crime Survey; Single-Dataset because only the Crime Survey for England and Wales is listed; Descriptive Monitoring because it profiles risky online behaviours; Demographic disparities / equity tag because the intersectional perspective centres comparison across demographic groups.,Crime & Justice
2023/220,Assessing the value of UK Higher Education: Investigating the differing returns of different degree subjects,"Neil Scott, Price water House coopers
Tessa Wilkinson, PricewaterhouseCoopers LLP
Jake Finney, PricewaterhouseCoopers LLP
Thomas Etheridge, PricewaterhouseCoopers LLP",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Household - UK, Labour Force Survey Person - UK",Office for National Statistics Secure Research Service,2023-09-20,2023/220,2023,2023Q3,Q3 2023,Education & Skills; Labour Market & Employment,Within-Domain Linkage,Outcome Tracking,,"Assigned Education & Skills and Labour Market & Employment because the project studies returns to different degree subjects, linking higher education to earnings outcomes; Within-Domain Linkage because APS and LFS household/person are all labour-market survey datasets; Outcome Tracking because it links degree subject (an exposure) to labour-market returns; no tag because the comparison is by degree subject rather than a demographic group.",Education & Skills
2023/221,The Choice of Childcare Mode(s) and its Gendered Consequences on Women and Children,"Cesarine Boinet, University of Strathclyde
Agnese Romiti, University of Strathclyde",Digital Economy Act (2017),"Institute for Economic and Social Research: Understanding Society - UK
Office for National Statistics: Business Structure Database - UK",Office for National Statistics Secure Research Service,2023-09-20,2023/221,2023,2023Q3,Q3 2023,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,Assigned Education & Skills and Labour Market & Employment because childcare mode choices and their gendered consequences for women's work and children are studied; Cross-Domain Linkage because Understanding Society (household) and Business Structure Database (business) span distinct domains; Outcome Tracking because it links childcare choices to downstream gendered consequences; Demographic disparities / equity tag because gendered consequences for women are central.,Education & Skills
2023/094,Scottish nurses health outcomes and deprivation,"Iain Maitland Atherton, Edinburgh Napier University",Digital Economy Act (2017),Office for National Statistics: Census 2011,Office for National Statistics Secure Research Service,2023-07-03,2023/094,2023,2023Q3,Q3 2023,Health & Social Care,Single-Dataset,Outcome Tracking,,Assigned Health & Social Care because the project examines nurses' health outcomes and deprivation; Single-Dataset because only Census 2011 is listed; Outcome Tracking because it links deprivation (exposure) to health outcomes; no tag because deprivation is socioeconomic rather than a demographic equality-relevant group comparison.,Health & Social Care
2023/110,Social inequalities in education outcomes in NI,"Laura Dunne, Queen's University Belfast
Erin Early, Queen's University Belfast
Leonor Rodriguez, Queen's University Belfast
Dermot O'Reilly, Queen's University Belfast",Digital Economy Act (2017),Northern Ireland Statistics and Research Agency: EOL,Northern Ireland Statistics and Research Agency,2023-07-06,2023/110,2023,2023Q3,Q3 2023,Education & Skills,Single-Dataset,Outcome Tracking,Demographic disparities / equity tag,Assigned Education & Skills because the project studies social inequalities in education outcomes in Northern Ireland; Single-Dataset because only the NISRA EOL dataset is listed; Outcome Tracking because it links social background to education outcomes; Demographic disparities / equity tag because social inequalities in outcomes are the central comparative lens.,Education & Skills
2023/113,The Influence of Early Life Health and Nutritional Environment on Later Life Health and Morbidity,"Melanie Luhrmann, University of London",Digital Economy Act (2017),Office for National Statistics: Longitudinal Study,Office for National Statistics Secure Research Service,2023-07-07,2023/113,2023,2023Q3,Q3 2023,Health & Social Care,Single-Dataset,Life-Course / Trajectory Analysis,,Assigned Health & Social Care because the project examines early-life health and nutrition effects on later-life health and morbidity; Single-Dataset because only the ONS Longitudinal Study is listed; Life-Course / Trajectory Analysis because it follows individuals from early life to later life health outcomes; no tag because no demographic equity comparison is central.,Health & Social Care
2023/231,The Transitions of Young Workers in the UK Labour Market,"Antonio Parlavecchio, University of Sheffield
Peter Wright, University of Sheffield
Bert Van Landeghem, University of Sheffield",Digital Economy Act (2017),Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,Office for National Statistics Secure Research Service,2023-09-27,2023/231,2023,2023Q3,Q3 2023,Labour Market & Employment,Cross-Domain Linkage,Life-Course / Trajectory Analysis,,Assigned Labour Market & Employment because the project studies transitions of young workers in the labour market; Cross-Domain Linkage because ASHE (earnings) linked to the 2011 Census (population) spans labour-market and demographic domains; Life-Course / Trajectory Analysis because it follows young workers' transitions over time; no tag because age defines the population rather than serving as a central equity comparison.,Labour Market & Employment
2023/287,Productivity Study in Liverpool City Region,"Robert Boyle, Liverpool City Region Combined Authority
Sawyer Phinney, Liverpool City Region Combined Authority",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Business Structure Database - UK",Office for National Statistics Secure Research Service,2023-11-16,2023/287,2023,2023Q4,Q4 2023,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,Assigned Business & Productivity because the project studies firm productivity using Annual Business Survey and Business Structure Database; Within-Domain Linkage because both datasets are firm-level business data in one domain; Descriptive Monitoring because it profiles productivity for a region rather than testing an exposure-outcome or named policy; no tag because no demographic comparison is central.,Business & Productivity
2023/241,Intrafamily Transmission of Economic Shocks: Evidence from Mass Layoffs in the UK,"Carl Singleton, University of Reading
Alison Sizer, University of London - University College
Stephen Kastoryano, University of Reading
Michael Simmons, Umea University",Digital Economy Act (2017),Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2023-10-12,2023/241,2023,2023Q4,Q4 2023,"Labour Market & Employment; Poverty, Wealth & Living Standards",Single-Dataset,Outcome Tracking,,"Assigned Labour Market & Employment because the focus is mass layoffs (an employment shock) and Poverty, Wealth & Living Standards because it examines economic shocks transmitted within families; Single-Dataset because only the ONS Longitudinal Study is listed; Outcome Tracking because it links a naturally occurring event (layoffs) to downstream economic outcomes; no tag because intrafamily transmission is not a demographic-group comparison.",Labour Market & Employment
2023/272,Exploration of the trade-offs between income and unpaid caring responsibilities in Wales,"Ian Thomas, Cardiff University
Matthew Curds, Welsh Government
Katherine Addison, Welsh Government",Digital Economy Act (2017),Office for National Statistics: 2011 Census linked to Benefits and Income - England and Wales,Office for National Statistics Secure Research Service,2023-10-31,2023/272,2023,2023Q4,Q4 2023,Labour Market & Employment; Health & Social Care,Cross-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment because income/earnings trade-offs are central and Health & Social Care because unpaid caring responsibilities are a care concern; Cross-Domain Linkage because the pre-linked product combines Census (demographics) with Benefits and Income (welfare/income); Outcome Tracking because it relates caring responsibilities to income outcomes; no tag because the comparison is between income and caring, not across demographic groups.",Labour Market & Employment
2023/193,An Impact Evaluation of BBSRCs Collaborative Research and Development Strategic Portfolio,"Nadya Mihaylova, Technopolis
Cristina Rosemberg Montes, Technopolis",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Business Enterprise Research and Development - Great Britain",Office for National Statistics Secure Research Service,2023-09-27,2023/193,2023,2023Q3,Q3 2023,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because it evaluates a research and development funding portfolio's effect on firms using business R&D data; Within-Domain Linkage because both datasets are firm-level business data; Policy Evaluation / Impact Analysis because it is an impact evaluation of a named BBSRC strategic portfolio; no tag because no demographic comparison is central.,Business & Productivity
2023/289,Do neighbourhood socioeconomic and environmental determiants predict COVID-19 infection?,"Zhiqiang Feng, The University of Edinburgh
Ruoyu Wang, Queen's University Belfast
Jamie Pearce, The University of Edinburgh",Digital Economy Act (2017),"Office for National Statistics, University of Oxford: COVID-19 Infection Survey - UK",Office for National Statistics Secure Research Service,2023-11-17,2023/289,2023,2023Q4,Q4 2023,COVID-19 & Pandemic; Health & Social Care,Single-Dataset,Risk Prediction / Early Identification,,"Assigned COVID-19 & Pandemic and Health & Social Care because the project predicts COVID-19 infection from neighbourhood determinants; Single-Dataset because only the COVID-19 Infection Survey is listed; Risk Prediction / Early Identification because the title explicitly asks whether determinants predict infection; no tag because the focus is neighbourhood determinants, not demographic-group equity comparison.",COVID-19 & Pandemic
2023/253,Family Structure in the UK and its Change over Time,"Mikhail Freer, University of Essex",Digital Economy Act (2017),"Office for National Statistics: Census 1961 - Great Britain, Census 1971 - Great Britain, Census 1981 - Great Britain, Census 2011 Household - England and Wales, Census 2001 Household - UK, Census 2001 Individual - UK
NISRA: Census 2011 Household - Northern Ireland
National Records Scotland: Census 2011 Household - Scotland",Office for National Statistics Secure Research Service,2023-10-17,2023/253,2023,2023Q4,Q4 2023,Migration & Demographics,Within-Domain Linkage,Descriptive Monitoring,,Assigned Migration & Demographics because it studies family structure and demographic change over time; Within-Domain Linkage because multiple census datasets all sit within demographics; Descriptive Monitoring because it characterises family structure trends across time; no tag because change over time rather than demographic-group equity is central.,Migration & Demographics
2023/232,Lifelong learning and skills for longer lives,"Helen Gray (Bewley), Learning and Work
Corin Egglestone, Learning and Work
Lovedeep Vaid, Learning and Work",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2023-09-27,2023/232,2023,2023Q3,Q3 2023,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Life-Course / Trajectory Analysis,,"Assigned Education & Skills because lifelong learning and skills are central and Labour Market & Employment because outcomes over longer working lives are examined; Cross-Domain Linkage because the LEO product links education (DfE) with employment/earnings (DWP, HMRC); Life-Course / Trajectory Analysis because it follows learning and skills across longer lives; no tag because no demographic-group comparison is central.",Education & Skills
2023/218,Workplace mental health and wellbeing practices and productivity,"Stephen Roper, University of Warwick
Rita Nana-Cheraa, University of Warwick",Digital Economy Act (2017),Office for National Statistics: Business Structure Database - UK,Office for National Statistics Secure Research Service,2023-10-31,2023/218,2023,2023Q4,Q4 2023,Business & Productivity; Health & Social Care,Single-Dataset,Outcome Tracking,,Assigned Business & Productivity because firm productivity is the outcome and Health & Social Care because workplace mental health and wellbeing practices are central; Single-Dataset because only the Business Structure Database is listed; Outcome Tracking because it relates wellbeing practices to productivity outcomes; no tag because no demographic comparison is central.,Business & Productivity
2023/260,Business Improvement Districts,"Stefano Cellini, University of Surrey
Francisco Nobre, University of Surrey",Digital Economy Act (2017),"Office for National Statistics: Business Register Employment Survey - UK, Business Structure Database - UK, Annual Survey of Hours and Earnings - UK",Office for National Statistics Secure Research Service,2023-10-25,2023/260,2023,2023Q4,Q4 2023,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because Business Improvement Districts concern local business activity and firm outcomes; Within-Domain Linkage because the employment and business datasets sit within the business domain; Policy Evaluation / Impact Analysis because Business Improvement Districts are a named designated scheme being assessed; no tag because no demographic comparison is central.,Business & Productivity
2023/235,Local Labour Market Analysis for Youth Futures Foundation Connected Futures Fund,"Scott Carter, IPSOS MORI
Akshay Choudhary, IPSOS MORI
James Kearney, IPSOS MORI
Madeleine Thornton, IPSOS MORI
Jaimin Shah, IPSOS MORI
Stella Capuano, IPSOS MORI
Anna Sperati, IPSOS MORI",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings - UK, Labour Force Survey Longitudinal - UK, Annual Population Survey - UK, Vacancy Survey - UK
Department For Education: Employer Skills Survey and Investment in Training - UK
Institute for Economic and Social Research: Understanding Society - UK
University and Colleges Admission Service: Universities and Colleges Admissions Service - UK",Office for National Statistics Secure Research Service,2023-10-04,2023/235,2023,2023Q4,Q4 2023,Labour Market & Employment; Education & Skills,Cross-Domain Linkage,Descriptive Monitoring,,"Assigned Labour Market & Employment because local labour market analysis is central and Education & Skills because skills surveys and admissions data are used; Cross-Domain Linkage because datasets span labour market, skills/education, and admissions domains; Descriptive Monitoring because it profiles local labour markets for a youth fund; no tag because no demographic-group equity comparison is centrally framed.",Labour Market & Employment
2023/278,Updating and reviewing intangible assets that are protected by Intellectual Property Rights,"Virag Patel, Intellectual Property Office
Charlotte Guillard, Intellectual Property Office",Digital Economy Act (2017),DBT: UK Innovation Survey,Office for National Statistics Secure Research Service,2023-11-07,2023/278,2023,2023Q4,Q4 2023,Business & Productivity,Single-Dataset,Descriptive Monitoring,,"Assigned Business & Productivity because the project concerns intangible assets, intellectual property and firm innovation using the UK Innovation Survey; Single-Dataset because only one standalone business survey is listed; Descriptive Monitoring because the analytical operation is updating and reviewing measures of intangible assets rather than testing exposure-outcome or evaluating a policy; no tag because no demographic comparison is central.",Business & Productivity
2023/230,Beliefs in Production Networks,"Hugo Monnery, Harvard University
Robert Minton, Federal Reserve Board of Governors",Digital Economy Act (2017),Bank of England: Decision Maker Panel - UK,Office for National Statistics Secure Research Service,2023-09-29,2023/230,2023,2023Q3,Q3 2023,Business & Productivity,Single-Dataset,Descriptive Monitoring,,Assigned Business & Productivity because the study examines firm beliefs and production networks via the Decision Maker Panel of firms; Single-Dataset because one standalone firm survey is listed; Descriptive Monitoring because it characterises firm beliefs and network structure rather than evaluating a named intervention; no tag because no demographic equity lens is central.,Business & Productivity
2023/211,ESCoE: Local Consumption and National Sustainable Well-being,"Peter Levell, Institute for Fiscal Studies
Martin Weale, King's College London
Lars Nesheim, University College London",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Person - UK, Living Costs and Food Survey - UK
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2023-09-27,2023/211/b,2023,2023Q3,Q3 2023,"Poverty, Wealth & Living Standards",Cross-Domain Linkage,Descriptive Monitoring,,"Assigned Poverty, Wealth & Living Standards because the project studies local consumption and sustainable well-being using Living Costs and Food Survey data; Cross-Domain Linkage because datasets span labour market (APS/LFS) and household consumption/living standards (LCF, Understanding Society) domains; Descriptive Monitoring because the aim is to measure consumption and well-being levels and distribution; no tag because no demographic comparison is central.","Poverty, Wealth & Living Standards"
2023/288,Evaluation of the Made Smarter Adoption Programme,"Scott Carter, IPSOS MORI
Lucas Haynes, IPSOS MORI
Chris Hale, IPSOS MORI
Jaimin Shah, IPSOS MORI
Anna Sperati, IPSOS MORI",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Business Structure Database - UK, Annual Survey of Hours and Earnings - UK",Office for National Statistics Secure Research Service,2023-11-17,2023/288,2023,2023Q4,Q4 2023,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because it evaluates the Made Smarter Adoption Programme on firm outcomes using business surveys; Within-Domain Linkage because ABS, BSD and ASHE all relate to firm/business activity; Policy Evaluation / Impact Analysis because it explicitly evaluates a named programme; no tag because no demographic equity lens applies.",Business & Productivity
2023/252,Advanced Propulsion Centre Impact Evaluation,"Scott Carter, IPSOS MORI
Chris Hale, IPSOS MORI
Christian Stow, IPSOS MORI
Jaimin Shah, IPSOS MORI
Emilia Kupiec, UK Space Agency
Emily Newport, IPSOS MORI",Digital Economy Act (2017),"Office for National Statistics: Business Enterprise Research and Development - Great Britain, Business Structure Database - UK, Annual Business Survey - UK, Annual Survey of Hours and Earnings - UK",Office for National Statistics Secure Research Service,2023-10-17,2023/252,2023,2023Q4,Q4 2023,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because it evaluates the Advanced Propulsion Centre on firm R&D and performance; Within-Domain Linkage because BERD, BSD, ABS and ASHE all concern firm-level activity; Policy Evaluation / Impact Analysis because it is a named impact evaluation; no tag because no demographic comparison is central.",Business & Productivity
