Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2024/034,Retrospective evaluation of Offshore Renewable Energy (ORE) Catapult 2013-2023,"Priyanka Roychoudhury, Frontier Economics Ltd
Catherine Etienne, Frontier Economics Ltd
Simeon Wentzel, Frontier Economics Ltd
Andrew Leicester, Frontier Economics Ltd",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Business Enterprise Research and Development - Great Britain",Office for National Statistics Secure Research Service,2024-04-25,2024/034,2024,2024Q2,Q2 2024,Business & Productivity,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because the ORE Catapult is an innovation-support programme and the datasets (Business Structure Database, Business Enterprise R&D) indicate firm-level performance and R&D outcomes rather than environmental outcomes; Policy Evaluation / Impact Analysis because the title explicitly states a retrospective evaluation of a named programme over 2013-2023; no tag because neither demographic comparison nor pandemic conditions are central.",Business & Productivity
2024/035,Do Retirement Benefits Crowd Out Wages?,"John Gathergood, University of Nottingham
Jesal Dilip Sheth, University of Nottingham
Chris Firth, University of Warwick
Kien Hoang-Le, University of Nottingham
Alejandro Javier Perez Portocarrero, University of Nottingham",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings - UK, Monthly Wages and Salary Survey - Great Britain, Business Structure Database - UK",Office for National Statistics Secure Research Service,2024-03-05,2024/035,2024,2024Q1,Q1 2024,Labour Market & Employment,Outcome Tracking,,"Assigned Labour Market & Employment because the project examines the relationship between retirement benefits and wages using earnings surveys (ASHE, Monthly Wages and Salary Survey); Outcome Tracking because it tests whether a naturally occurring condition (employer retirement benefit provision) affects a downstream outcome (wages) rather than evaluating a named policy; no tag because no demographic or pandemic lens is central.",Labour Market & Employment
2024/036,University attendance and gender role attitudes in UK,"Dipanwita Ghatak, Institute for Social and Economic Research
Alita Nandi, Institute for Social and Economic Research",Digital Economy Act (2017),Office for National Statistics: Quarterly Labour Force Survey,UK Data Service,2024-03-05,2024/036,2024,2024Q1,Q1 2024,Education & Skills,Outcome Tracking,,Assigned Education & Skills because university attendance is the central exposure being studied using the Labour Force Survey; Outcome Tracking because the design links a naturally occurring educational status (university attendance) to a downstream outcome (gender role attitudes); no tag because the project studies attitudes about gender roles rather than comparing outcomes across demographic groups.,Education & Skills
2024/037,"Technology, Skills and The Ability To Learn","Lorraine Mackenzie, University of Sussex
Wenchao Jin, Institute of Fiscal Studies",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings, Annual Business Survey, National Employer Skills Survey, Workplace Employment Relations Survey",UK Data Service,2024-03-07,2024/037,2024,2024Q1,Q1 2024,Labour Market & Employment; Education & Skills,Outcome Tracking,,"Assigned Labour Market & Employment and Education & Skills because the title links technology, skills and learning ability using ASHE, the National Employer Skills Survey and WERS; Outcome Tracking because it relates technology exposure to skills and labour-market outcomes rather than evaluating a named programme; no tag because no equity or pandemic lens is evident.",Labour Market & Employment
2024/038,Local labour markets and skill acquisition,"Tiernan Evans, London School of Economics",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England
Office for National Statistics: Business Register Employment Survey - UK",Office for National Statistics Secure Research Service,2024-03-07,2024/038,2024,2024Q1,Q1 2024,Labour Market & Employment; Education & Skills,Outcome Tracking,,"Assigned Labour Market & Employment and Education & Skills because the project studies how local labour market conditions shape skill acquisition, using LEO education-to-work linked data and the Business Register Employment Survey; Outcome Tracking because it links a naturally occurring exposure (local labour market conditions) to a downstream outcome (skill acquisition); no tag because no demographic or pandemic lens is evident.",Labour Market & Employment
2024/039,"Environmental quality, residential mobility, and human capital","Ludovica Gazze, University of Warwick
Lorenzo Neri, University of St Andrews",Digital Economy Act (2017),Office for National Statistics: Business Structure Database,Office for National Statistics Secure Research Service,2024-03-07,2024/039,2024,2024Q1,Q1 2024,Environment & Agriculture; Housing & Planning; Education & Skills,Outcome Tracking,,"Assigned Environment & Agriculture, Housing & Planning, and Education & Skills because the title centres on environmental quality as an exposure, residential mobility as a housing-related mechanism, and human capital as an outcome; Outcome Tracking because the design links a naturally occurring environmental exposure to mobility and human capital outcomes rather than evaluating a named intervention; no tag because no demographic or pandemic lens is central.",Environment & Agriculture
2024/040,The effects of differences in school leaving ages across the UK,"Luke Sibieta, Education Policy Institute
David Robinson, Education Policy Institute
Shruti Khandekar, Education Policy Institute
Natalie Perera, Education Policy Institute",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey Household - UK, Labour Force Survey Person - UK
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2024-03-12,2024/040,2024,2024Q1,Q1 2024,Education & Skills,Policy Evaluation / Impact Analysis,,"Assigned Education & Skills because the project studies the effects of statutory school leaving ages, a core education-system feature, using LFS and Understanding Society data; Policy Evaluation / Impact Analysis because it exploits deliberate legislative differences in compulsory schooling ages across UK nations to estimate their effects; no tag because no demographic comparison or pandemic framing is central.",Education & Skills
2024/041,A Cohort Analysis of Sectoral Choice Dynamics,"Clara Von Bismarck-Osten, Institute for Fiscal Studies
Matthew Nibloe, University College London",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2024-03-25,2024/041,2024,2024Q1,Q1 2024,Labour Market & Employment,Life-Course / Trajectory Analysis,,"Assigned Labour Market & Employment because sectoral choice dynamics concern occupational and sectoral labour-market decisions, studied using LEO education-to-employment linked data; Life-Course / Trajectory Analysis because the title specifies a cohort analysis following individuals' sectoral choice dynamics over time; no tag because no demographic or pandemic lens is evident.",Labour Market & Employment
2024/042,Exploring factors affecting the disability pay gap,,Digital Economy Act (2017),Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,Office for National Statistics Secure Research Service,2024-03-25,2024/042,2024,2024Q1,Q1 2024,Labour Market & Employment,Outcome Tracking,Demographic disparities / equity tag,Assigned Labour Market & Employment because the disability pay gap is a wages and earnings question studied with ASHE linked to the 2011 Census; Outcome Tracking because the project links a naturally occurring characteristic (disability status) to pay outcomes by exploring contributing factors; Demographic disparities / equity tag because comparison of pay between disabled and non-disabled workers is the central research question.,Labour Market & Employment
2024/043,Revisiting the raising of the participation age to 18 in England,"Dave Thomson, FFT Education Ltd
Matt Dickson, University of Bath
David Bibby, FFT Education Ltd",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2024-03-25,2024/043,2024,2024Q1,Q1 2024,Education & Skills,Policy Evaluation / Impact Analysis,,"Assigned Education & Skills because the raising of the participation age to 18 is an education-policy reform concerning educational participation, studied with LEO education-to-outcomes data; Policy Evaluation / Impact Analysis because the project revisits and evaluates the effects of this specific named reform in England; no tag because no demographic or pandemic lens is central.",Education & Skills
2024/044,Regional trade integration and the anti-globalisation backlash,"Philip Schnattinger, Bank of England
Iuliana Nyerges, University of Oxford
Kyriaki Gartzou Katsouyanni, University of Oxford",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - GB, Annual Business Inquiry - GB",Office for National Statistics Secure Research Service,2024-03-25,2024/044,2024,2024Q1,Q1 2024,Business & Productivity,Outcome Tracking,,Assigned Business & Productivity because the project concerns regional trade integration and its consequences using firm-level business surveys; Outcome Tracking because it links trade-integration exposure to the anti-globalisation backlash as a downstream outcome rather than a named policy evaluation; no tag because no equity or pandemic lens is central.,Business & Productivity
2024/045,Exploring economic inactivity due to long-term sickness in Newcastle,"Kate Sheffer, Newcastle City Council
Nafisa Insan, Newcastle City Council",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey, Annual Population Survey",Integrated Data Service,2024-03-27,2024/045,2024,2024Q1,Q1 2024,Labour Market & Employment; Health & Social Care,Descriptive Monitoring,,"Assigned Labour Market & Employment and Health & Social Care because the title concerns economic inactivity due to long-term sickness, combining labour-market status and health condition, using the LFS and APS; Descriptive Monitoring because 'exploring' inactivity in Newcastle indicates profiling levels and characteristics rather than testing an exposure-outcome relationship; no tag because no demographic-equity or pandemic lens is stated.",Labour Market & Employment
2024/046,Does participating in periodical longitudinal surveys affect individuals' outcomes?,"Lucas Finamor, Institute for Fiscal Studies",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey, Annual Population Survey",Integrated Data Service,2024-03-27,2024/046,2024,2024Q1,Q1 2024,Data Infrastructure & Methodology,Methodological / Infrastructure Research,,"Assigned Data Infrastructure & Methodology because the project studies whether participation in longitudinal surveys itself affects outcomes, making survey design and panel conditioning the substantive object; Methodological / Infrastructure Research because the analytical operation tests a property of survey methodology using the Labour Force Survey and Annual Population Survey; no tag because no demographic-equity or pandemic lens is evident.",Data Infrastructure & Methodology
2024/047,Glasgow City Region's Innovation Clusters,"David Boyle, Glasgow City Council
William Harkiss, Glasgow City Council",Digital Economy Act (2017),Office for National Statistics: Business Structure Database - UK,Office for National Statistics Secure Research Service,2024-04-25,2024/047,2024,2024Q2,Q2 2024,Business & Productivity,Descriptive Monitoring,,"Assigned Business & Productivity because the project profiles innovation clusters using the Business Structure Database, making firms and innovation activity the substantive object; Descriptive Monitoring because mapping and characterising Glasgow City Region's clusters is a profiling exercise rather than an exposure-outcome or evaluation design; no tag because no equity or pandemic lens appears.",Business & Productivity
2024/048,An impact evaluation of the University Enterprise Zones (UEZs) Programme,"Nadya Mihaylova, Technopolis",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Business Enterprise Research and Development - Great Britain",Office for National Statistics Secure Research Service,2024-04-25,2024/048,2024,2024Q2,Q2 2024,Business & Productivity,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because the University Enterprise Zones Programme targets enterprise activity and R&D, evidenced by the Business Structure Database and Business Enterprise Research and Development data; Policy Evaluation / Impact Analysis because the title explicitly describes an impact evaluation of a named programme; no tag because no demographic or pandemic lens is central.",Business & Productivity
2024/049,BETA TEST: Sociodemographic factors associated with travel to work in 2021: comparisons with 2001 and 2011,"Jemima Stockton, University College London
Oliver Duke-Williams, University College London
Alison Sizer, University College London",Digital Economy Act (2017),Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2024-07-30,2024/049,2024,2024Q3,Q3 2024,Labour Market & Employment,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Labour Market & Employment because travel-to-work patterns concern commuting and workforce behaviour, using the ONS Longitudinal Study; Descriptive Monitoring because the project characterises sociodemographic patterns of commuting across 2001, 2011 and 2021 rather than testing an intervention; Demographic disparities tag because sociodemographic comparison of travel-to-work behaviour is central to the research question.",Labour Market & Employment
2024/050,Impact of labour market constraints on maternal labour supply,"Dipanwita Ghatak, Institute for Social and Economic Research
Alita Nandi, Institute for Social and Economic Research",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey Household, Annual Population Survey, Quarterly Labour Force Survey, Business Structure Database, Labour Force Survey Household Datasets",UK Data Service,2024-04-02,2024/050,2024,2024Q2,Q2 2024,Labour Market & Employment,Outcome Tracking,,"Assigned Labour Market & Employment because maternal labour supply is the central outcome, using Labour Force Survey and Annual Population Survey data; Outcome Tracking because the design links naturally occurring labour-market constraints to maternal labour supply outcomes; no tag because mothers define the study population rather than a central demographic comparison.",Labour Market & Employment
2024/051,Factors of firm performance and survival in the UK,"Sabine D'Costa, University of Westminster
Carolin Ioramashvili, University of Sussex",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database, Annual Business Survey,
DBT: Longitudinal Small Business Survey",UK Data Service,2024-04-02,2024/051,2024,2024Q2,Q2 2024,Business & Productivity,Outcome Tracking,,Assigned Business & Productivity because the title studies firm performance and survival using the Business Structure Database and business surveys; Outcome Tracking because it links firm-level factors to performance and survival outcomes rather than evaluating a named intervention; no tag because no equity or pandemic lens is evident.,Business & Productivity
2024/052,Migrants in the UK's labour market,"Zovanga Louis Kone, University of Leicester",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Person - UK, Labour Force Survey Longitudinal - UK",Office for National Statistics Secure Research Service,2024-04-02,2024/052,2024,2024Q2,Q2 2024,Labour Market & Employment,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Labour Market & Employment because migrant employment and labour-market position are the substantive focus, using LFS and APS data; Descriptive Monitoring because the title indicates profiling migrants' position in the UK labour market rather than an evaluation or exposure-outcome test; Demographic disparities tag because comparison by migrant status is central to the research question.",Labour Market & Employment
2024/053,What Shapes Firms Performance? The Role of Technological and Non-Technological Innovation,"Pei-Yu Yuan, The University of Manchester",Digital Economy Act (2017),Office for National Statistics: Business Structure Database - UK,UK Data Service,2024-04-02,2024/053,2024,2024Q2,Q2 2024,Business & Productivity,Outcome Tracking,,Assigned Business & Productivity because the project analyses how technological and non-technological innovation shapes firm performance using the Business Structure Database; Outcome Tracking because it links innovation as a naturally occurring firm characteristic to performance outcomes; no tag because no equity or pandemic lens is central.,Business & Productivity
2024/054,"The Impact of Higher Education Expansion on Overeducation, Labour Market Outcomes and Income Distribution in the UK","Zhenlan Yao, University of Dundee
Daniel Borbely, University of Dundee
Ross McKenzie, University of Dundee
Yu Zhu, University of Dundee",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey Household - UK, Labour Force Survey Longitudinal - UK, Labour Force Survey Person - UK
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2024-06-18,2024/054,2024,2024Q2,Q2 2024,Education & Skills; Labour Market & Employment,Policy Evaluation / Impact Analysis,,"Assigned Education & Skills and Labour Market & Employment because the project studies higher education expansion and its effects on overeducation, labour-market outcomes and income distribution using LFS and Understanding Society; Policy Evaluation / Impact Analysis because higher education expansion is a deliberate policy change whose impact is being estimated; no tag because no demographic-equity or pandemic lens is central.",Education & Skills
2024/055,Youth Employment Analysis,"James Merewood, RAND Europe
Ivana Cardamone, RAND Europe
Merrilyn Groom, RAND Europe
Fin Oades, RAND Europe
Anna Brian, RAND Europe
Bhavya Singh, RAND Europe",Digital Economy Act (2017),Office for National Statistics: Labour Force Survey Person,Office for National Statistics Secure Research Service,2024-04-03,2024/055,2024,2024Q2,Q2 2024,Labour Market & Employment,Descriptive Monitoring,,"Assigned Labour Market & Employment because youth employment is the substantive object, analysed via the Labour Force Survey; Descriptive Monitoring because the entry suggests characterising employment patterns among young people without a visible intervention or exposure-outcome design; no tag because youth defines the study population rather than a central equality-group comparison.",Labour Market & Employment
2024/056,Labour market outcomes of high-achieving children from disadvantaged backgrounds,"John Peter Jerrim, University College London",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2024-04-03,2024/056,2024,2024Q2,Q2 2024,Education & Skills; Labour Market & Employment,Life-Course / Trajectory Analysis,,"Assigned Education & Skills and Labour Market & Employment because the project follows high-achieving pupils from disadvantaged backgrounds into labour-market outcomes using Longitudinal Education Outcomes data linking education, DWP and HMRC records; Life-Course / Trajectory Analysis because the design tracks education-to-work progression across life stages; no tag because disadvantage is socioeconomic rather than a demographic or equality-group comparison.",Education & Skills
2024/057,The Role of Trade Agreements in Facilitating Digital Trade,"Cindy Jane Justo, University of Sheffield
Enrico Vanino, University of Sheffield",Digital Economy Act (2017),"Office for National Statistics: International Trade in Services - UK, Annual Business Survey - GB, Business Insights and Conditions Survey - UK, E-commerce and Digital Economy Survey - UK, Business Structure Database - UK",Office for National Statistics Secure Research Service,2024-04-03,2024/057,2024,2024Q2,Q2 2024,Business & Productivity,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because digital trade and firm exporting behaviour are the substantive object, evidenced by International Trade in Services, e-commerce, and business survey datasets; Policy Evaluation / Impact Analysis because the project assesses the effect of trade agreements, a deliberate policy instrument, on digital trade; no tag because no demographic or pandemic lens is present.",Business & Productivity
2024/058,Intervention-level evaluation of the Towns Fund,"Alexander Katz, Frontier Economics Ltd
Vladislava Bar-Katz, Frontier Economics Ltd
Thomas Badger, Frontier Economics Ltd
Priyanka Roychoudhury, Frontier Economics Ltd
Danail Popov, Frontier Economics Ltd
Sarah Snelson, Frontier Economics Ltd
Daleep Singh, Frontier Economics Ltd
Lucy Townley, Department for Levelling Up, Housing and Communities
Veronica Mrvcic, Department for Levelling Up, Housing and Communities
Victoria Sutherland, Centre for Cities
Harriet Olorenshaw, Frontier Economics Ltd",Digital Economy Act (2017),"Office for National Statistics: Business Register Employment Survey - UK, Annual Population Survey - UK, Annual Survey of Hours and Earnings - UK
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2024-04-03,2024/058,2024,2024Q2,Q2 2024,Labour Market & Employment; Business & Productivity,Policy Evaluation / Impact Analysis,,"Assigned Labour Market & Employment and Business & Productivity because the Towns Fund is a place-based economic regeneration programme evaluated using employment, earnings, and business register datasets (BRES, APS, ASHE); Policy Evaluation / Impact Analysis because the title states an intervention-level evaluation of the named Towns Fund; no tag because no demographic-equity or pandemic lens is central.",Labour Market & Employment
2024/059,The effect of the COVID19 pandemic on student grade inflation,"Keitaro Ninomiya, University of Illinois Urbana Campaign",Digital Economy Act (2017),UCAS: Universities and Colleges Admissions Service,Office for National Statistics Secure Research Service,2024-04-03,2024/059,2024,2024Q2,Q2 2024,Education & Skills,Outcome Tracking,COVID-19 & Pandemic,Assigned Education & Skills because the project studies student grade inflation using UCAS admissions data; Outcome Tracking because it links the naturally occurring pandemic exposure to grading outcomes rather than evaluating a named policy; COVID-19 & Pandemic tag because the pandemic is the explicit central condition of the research question.,Education & Skills
2024/060,Children of the 1990s - extending understanding of social mobility in England and Wales,"Emma Gorman, University of Westminster
Jemima Stockton, University College London
Franz Buscha, University of Westminster
Min Zhang, University of Westminster
Emma Gorman, The University of Westminster
Franz Buscha, The University of Westminster
Min Zhang, The University of Westminster",Digital Economy Act (2017),Office for National Statistics (ONS): ONS Longitudinal Study (LS),Office for National Statistics Secure Research Service,2024-04-25,2024/060,2024,2024Q2,Q2 2024,Labour Market & Employment,Life-Course / Trajectory Analysis,,"Assigned Labour Market & Employment because social mobility of the 1990s cohort concerns occupational and socioeconomic progression, studied via the ONS Longitudinal Study; Life-Course / Trajectory Analysis because it follows a birth cohort across decades to understand intergenerational mobility; no tag because socioeconomic mobility alone does not constitute a demographic-equity comparison.",Labour Market & Employment
2024/061,Analysis of survival from blood cancer in the UK and comparable nations,"Ceri Bygrave, Cardiff and Vale University Health Board
Rachel Germine, Digital Health and Care Wales
Kathleen Withers, CEDAR
Sarah Puntoni, Welsh Value in Health Centre
Sally Cox, Digital Health and Care Wales
Ashley Akbari, Swansea University
Rebecca Capel, Digital Health and Care Wales
Joshua Allen, Digital Health and Care Wales",Digital Economy Act (2017),SAIL Databank Databank: Census 2011,SAIL Databank,2024-04-15,2024/061,2024,2024Q2,Q2 2024,Health & Social Care,Descriptive Monitoring,,Assigned Health & Social Care because blood cancer survival is the substantive object; Descriptive Monitoring because the analysis measures and compares survival levels across the UK and comparable nations rather than testing an exposure-outcome relationship; no tag because no demographic-equity or pandemic lens is evident.,Health & Social Care
2024/062,Comparison between National Survey for Wales and Census 2021 (Wales) respondents,"Blanka Ignacz, Welsh Government
Silvia Colonna, Welsh Government
Kathryn Helliwell, Welsh Government",Digital Economy Act (2017),SAIL Databank Databank: Census 2021,SAIL Databank,2024-04-29,2024/062,2024,2024Q2,Q2 2024,Data Infrastructure & Methodology,Methodological / Infrastructure Research,,Assigned Data Infrastructure & Methodology because comparing National Survey for Wales respondents with Census 2021 respondents makes data quality and representativeness the substantive object; Methodological / Infrastructure Research because the analytical operation is validating and assessing survey coverage against the census; no tag because no equity or pandemic lens is central.,Data Infrastructure & Methodology
2024/063,Exploring associations between sociodemographic and environmental (neighbourhood) determinants and cardiovascular disease risk in Wales,"Jack Brown, Queen Mary University of London
Jianhua Wu, Queen Mary University of London
Paris Baptiste, Queen Mary University of London",Digital Economy Act (2017),SAIL Databank Databank: Census 2021,SAIL Databank,2024-06-13,2024/063,2024,2024Q2,Q2 2024,Health & Social Care,Outcome Tracking,Demographic disparities / equity tag,Assigned Health & Social Care because cardiovascular disease risk is the outcome of interest; Outcome Tracking because the project links naturally occurring sociodemographic and neighbourhood determinants to CVD risk; Demographic disparities tag because sociodemographic variation in disease risk is central to the question.,Health & Social Care
2024/064,"Census 2021: the mental health of socio-economic, ethnic minority and underserved groups","Anne John, Swansea University Medical School
Marcos Del Pozo Banos, Swansea University Medical School
Olivier Y. Rouquette, Swansea University Medical School",Digital Economy Act (2017),SAIL Databank Databank: Census 2021,SAIL Databank,2024-06-13,2024/064,2024,2024Q2,Q2 2024,Health & Social Care,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Health & Social Care because mental health is the substantive outcome studied via Census 2021; Descriptive Monitoring because the project profiles mental health levels across socio-economic, ethnic minority and underserved groups; Demographic disparities tag because comparison across ethnic minority and underserved groups is the explicit focus.",Health & Social Care
2024/066,Inequities and disparities in the Covid-19 vaccine uptake,"Sophie Cole, University of Oxford
Rhys Thomas, University of Oxford",Digital Economy Act (2017),Office for National Statistics: ONS Opinions and Lifestyle Survey,UK Data Service,2024-06-07,2024/066,2024,2024Q2,Q2 2024,Health & Social Care,Descriptive Monitoring,Demographic disparities / equity tag; COVID-19 & Pandemic,Assigned Health & Social Care because vaccine uptake is a public health outcome; Descriptive Monitoring because the project characterises inequities and disparities in uptake across groups rather than evaluating a named intervention's effects; both tags because group-level inequities and COVID-19 vaccination are each central to the research question.,Health & Social Care
2024/067,Labor Market Implications of Automation in the UK,"Martin Labaj, University of Liverpool",Digital Economy Act (2017),"Office for National Statistics: New Earnings Survey, Annual Survey of Hours and Earnings, Labour Force Survey, Quarterly Labour Force Survey, Annual Population Survey",UK Data Service,2024-04-15,2024/067,2024,2024Q2,Q2 2024,Labour Market & Employment,Outcome Tracking,,Assigned Labour Market & Employment because the project studies labour market implications of automation using earnings and labour force surveys; Outcome Tracking because it links the naturally occurring exposure of automation to employment and wage outcomes; no tag because no demographic-equity or pandemic lens is central.,Labour Market & Employment
2024/068,"INVEST-STEM: Investigating STEM Readiness, Inclusion, and Economic Returns","Golo Henseke, University College London
Claire Crawford, University College London",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2024-04-15,2024/068,2024,2024Q2,Q2 2024,Education & Skills; Labour Market & Employment,Outcome Tracking,Demographic disparities / equity tag,Assigned Education & Skills and Labour Market & Employment because the project investigates STEM readiness and economic returns using linked Longitudinal Education Outcomes data connecting education to earnings; Outcome Tracking because it links STEM education pathways to downstream labour-market returns; Demographic disparities / equity tag because 'Inclusion' in the title indicates comparison of STEM access and returns across equality-relevant groups.,Education & Skills
2024/070,The Labour Market Impacts of Brexit,"Nikhil Datta, University of Warwick
Marco Gasperini, University of Oxford
Josh De Lyon, OECD",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey, Annual Respondents Database 2, Annual Survey of Hours and Earnings, Annual Survey of Hours and Earnings Longitudinal, Business Enterprise Research and Development Great Britain, Business Enterprise Research and Development Northern Ireland, Business Register Employment Survey, Business Structure Database, Census 2011 Individual England and Wales, Census 2011 Individual Northern Ireland, Census 2011 Individual Scotland, Consumer and Retail Price Index, Labour Force Survey Longitudinal, Labour Force Survey Person, Quarterly Acquisitions and Disposals of Capital Assets Survey, Quarterly Capital Expenditure Survey, Department for Business, Energy & Industrial Strategy: UK Innovation Survey",Office for National Statistics Secure Research Service,2024-05-07,2024/070,2024,2024Q2,Q2 2024,Labour Market & Employment,Policy Evaluation / Impact Analysis,,"Assigned Labour Market & Employment because the labour market impacts are the substantive outcomes, supported by earnings and labour force datasets; Policy Evaluation / Impact Analysis because Brexit is a specific named institutional change whose impacts are being estimated; no tag because no equity or pandemic lens is evident.",Labour Market & Employment
2024/071,The impact of exclusion on peers educational and labour market outcomes,"Min Zhang, The University of Westminster
Veruska Oppedisano, The University of Westminster
Richard Dorsett, The University of Westminster
Dave Thomson, FFT Education Limited
David Bibby, FFT Education Limited",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2024-05-07,2024/071,2024,2024Q2,Q2 2024,Education & Skills; Labour Market & Employment,Outcome Tracking,,Assigned Education & Skills and Labour Market & Employment because the project studies both educational and labour market outcomes of peers using the LEO linked education-earnings extract; Outcome Tracking because exposure to excluded peers is a naturally occurring circumstance linked to downstream outcomes; no tag because no equity or pandemic lens is central.,Education & Skills
2024/072,Intervention-level evaluation of the Towns Fund - Additional Business Outcomes,"David Barkshire, Department for Levelling Up, Housing and Communities
Veronica Mrvcic, Department for Levelling Up, Housing and Communities
Alexander Katz, Frontier Economics Ltd
Vladislava Bar-Katz, Frontier Economics Ltd
Thomas Badger, Frontier Economics Ltd
Priyanka Roychoudhury, Frontier Economics Ltd
Danail Popov, Frontier Economics Ltd
Daleep Singh, Frontier Economics Ltd
Harriet Olorenshaw, Frontier Economics Ltd
Victoria Sutherland, Centre for Cities
Lucy Townley, Department for Levelling Up, Housing and Communities",Digital Economy Act (2017),Office for National Statistics: Business Structure Database - UK,Office for National Statistics Secure Research Service,2024-06-06,2024/072,2024,2024Q2,Q2 2024,Business & Productivity,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because the project examines business outcomes using the Business Structure Database; Policy Evaluation / Impact Analysis because it is an explicit intervention-level evaluation of the named Towns Fund programme; no tag because no equity or pandemic lens is evident.,Business & Productivity
2024/073,A Cohort Analysis of Sectoral Choice Dynamics,"Clara Von Bismarck-Osten, Institute for Fiscal Studies
Matthew Nibloe, University College London",Digital Economy Act (2017),"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2024-03-25,2024/073,2024,2024Q1,Q1 2024,Labour Market & Employment,Life-Course / Trajectory Analysis,,Assigned Labour Market & Employment because sectoral choice dynamics concern occupational and sectoral movement in the labour market using LEO linked education-earnings data; Life-Course / Trajectory Analysis because a cohort analysis of choice dynamics follows cohorts through sectoral transitions over time; no tag because no demographic-equity or pandemic lens is evident.,Labour Market & Employment
2024/074,Exploring factors affecting the disability pay gap,"Daniel Derbyshire, University of Exeter",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings, Census 2011",Office for National Statistics Secure Research Service,2024-03-25,2024/074,2024,2024Q1,Q1 2024,Labour Market & Employment,Outcome Tracking,Demographic disparities / equity tag,"Assigned Labour Market & Employment because the disability pay gap concerns earnings differences using ASHE earnings data; Outcome Tracking because the project explores factors affecting the pay gap, linking characteristics to an earnings outcome; Demographic disparities / equity tag because the comparison of pay by disability status is central to the research question.",Labour Market & Employment
2024/075,Assessing the impacts of publicly funded research and innovation,"Stephen Roper, University of Warwick
Enrico Vanino, University of Sheffield
Serdal Ozusaglam, University of Warwick
Halima Jibril, University of Warwick",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Annual Business Survey - GB
DBT: UK Innovation Survey",Office for National Statistics Secure Research Service,2024-06-13,2024/075,2024,2024Q2,Q2 2024,Business & Productivity,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because the project studies research and innovation impacts on firms using the Business Structure Database, Annual Business Survey and UK Innovation Survey; Policy Evaluation / Impact Analysis because it assesses the impacts of publicly funded research and innovation programmes; no tag because no demographic or pandemic lens is present.",Business & Productivity
