Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2023/283,London's Economy and Population (APS),"Nick Jacob, Greater London Authority",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey, Labour Force Survey, Annual Survey of Hours and Earnings, Wealth and Assets Survey",Office for National Statistics Secure Research Service,2023-11-14,2023/283,2023,2023Q4,Q4 2023,Labour Market & Employment; Migration & Demographics,Cross-Domain Linkage,Descriptive Monitoring,,"Assigned Labour Market & Employment because APS, LFS, and ASHE cover labour market and earnings data, and Migration & Demographics because studying London's population is demographic; Cross-Domain Linkage because datasets span labour market (APS, LFS, ASHE) and wealth/household resources (Wealth and Assets Survey) domains; Descriptive Monitoring because the project characterises London's economy and population; no tag as no demographic equity lens is central.",Labour Market & Employment
2023/284,Early Life and Intergenerational Transmission of Health,"Genevieve Ann Jeffrey, London School of Economics",Digital Economy Act (2017),Office for National Statistics: Longitudinal Study,Office for National Statistics Secure Research Service,2023-11-14,2023/284,2023,2023Q4,Q4 2023,Health & Social Care,Single-Dataset,Life-Course / Trajectory Analysis,,"Assigned Health & Social Care because the project studies early life and intergenerational transmission of health; Single-Dataset because only the ONS Longitudinal Study is listed, which is a single internally coherent data product; Life-Course / Trajectory Analysis because the project examines intergenerational and early-life pathways of health across life stages; no tag as no demographic equity lens is indicated.",Health & Social Care
2023/286,The Economic Inertia in Youth (NEETs): What are the future health and other implications and what lessons can be learnt from the past,"Wei Xun, University College London",Digital Economy Act (2017),Office for National Statistics: Longitudinal Study,Office for National Statistics Secure Research Service,2023-11-16,2023/286,2023,2023Q4,Q4 2023,Labour Market & Employment; Health & Social Care,Single-Dataset,Outcome Tracking; Life-Course / Trajectory Analysis,,"Assigned Labour Market & Employment because NEETs (youth not in education, employment or training) is a labour-market concept, and Health & Social Care because future health implications are a central outcome; Single-Dataset because only the ONS Longitudinal Study is listed; Outcome Tracking because the project links NEET status to future health and other outcomes, and Life-Course / Trajectory Analysis because it follows youth trajectories over extended time examining long-run implications; no tag as no demographic equity lens is central.",Labour Market & Employment
2023/132,UK Productivity Puzzle,"Isabelle Roland, London School of Economics and Political Science, University of London
Timothy Besley, London School of Economics and Political Science, University of London
Peter Lambert, London School of Economics and Political Science, University of London
Tim Obermeier, London School of Economics and Political Science,
Joh Van Reenan, London School of Economics and Political Science, University of London",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey, Capital Stock Dataset, Business Structure Database, Annual Respondents Database, Quarterly Capital Expenditure Survey",UK Data Service,2023-08-21,2023/132,2023,2023Q3,Q3 2023,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Business & Productivity because the title explicitly addresses the UK Productivity Puzzle and all datasets (ABS, Capital Stock, BSD, ARD, QCES) concern firm-level business and productivity data; Within-Domain Linkage because multiple datasets are listed but all fall within the business/productivity domain; Descriptive Monitoring because the project aims to characterise and understand productivity patterns rather than evaluate a named intervention; no cross-cutting tag because no demographic or equity comparison is indicated.",Business & Productivity
2023/313,Numbers and skills of young people in employment and training,"Felix Rithcie, University of West of England
Damian Whittard, University of West of England",Digital Economy Act (2017),Office for National Statistics: Annual Population Survey,Office for National Statistics Secure Research Service,2023-08-17,2023/313,2023,2023Q3,Q3 2023,Education & Skills; Labour Market & Employment,Single-Dataset,Descriptive Monitoring,,"Assigned Education & Skills and Labour Market & Employment because the title concerns numbers and skills of young people in employment and training, spanning both education/skills and labour-market participation; Single-Dataset because only the Annual Population Survey is listed; Descriptive Monitoring because the focus is on measuring levels and composition of youth employment and training; no cross-cutting tag because no explicit demographic comparison beyond age group is central.",Education & Skills
2023/167,Market Power along the supply chain of milk in Britain,"Giulio Gottardo, University of Oxford
Howard Smith, University of Oxford",Digital Economy Act (2017),Office for National Statistics: Annual Respondents Database X,UK Data Service,2023-08-21,2023/167,2023,2023Q3,Q3 2023,Business & Productivity,Single-Dataset,Descriptive Monitoring,,"Assigned Business & Productivity because the title studies market power along the supply chain of milk, focusing on firm behaviour and industrial structure; Single-Dataset because only the Annual Respondents Database X is listed; Descriptive Monitoring because the project characterises market power patterns in the milk supply chain without evaluating a named policy; no cross-cutting tag because no demographic equity lens is indicated.",Business & Productivity
2023/212,Trajectories and outcomes for young people who experience school exclusion,"Whitney Crenna-Jennings, Education Policy Institute
Jon Andrews, Education Policy Institute
Allen Joseph, Education Policy Institute
Jo Hutchinson, Education Policy Institute
Natalie Perera, Education Policy Institute
David Laws, Education Policy Institute
",Digital Economy Act (2017),"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2024-01-22,2023/212,2024,2024Q1,Q1 2024,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Life-Course / Trajectory Analysis,,"Assigned Education & Skills because school exclusion is the central exposure, and Labour Market & Employment because LEO data (DfE, DWP, HMRC) tracks employment and earnings outcomes; Cross-Domain Linkage because the LEO dataset links education records with employment/earnings data across policy domains; Life-Course / Trajectory Analysis because the title explicitly mentions trajectories and outcomes for young people following school exclusion; no cross-cutting tag because no demographic disparity comparison is indicated as central.",Education & Skills
2023/281,Multi-region (and multi-level) evaluation of the national roll out of social prescribing link workers in primary care,"Luke Munford, University of Manchester
Anna Wilding, University of Manchester",Digital Economy Act (2017),Office for National Statistics: Annual Population Survey,UK Data Service,2024-08-08,2023/281,2024,2024Q3,Q3 2024,Health & Social Care,Single-Dataset,Policy Evaluation / Impact Analysis,,Assigned Health & Social Care because social prescribing link workers in primary care is a health/care service intervention; Single-Dataset because only the Annual Population Survey is listed; Policy Evaluation / Impact Analysis because the title explicitly describes a multi-region evaluation of the national roll-out of social prescribing link workers; no cross-cutting tag because no demographic equity comparison is indicated as central.,Health & Social Care
2023/291,Economic Inactivity within Tees Valley,"Thomas Peggs, Tees Valley Combined Authority
Millicent Brown, Office for National Statistics
Kevin Cheung, Office for National Statistics
Samantha Toon, Office for National Statistics
Will Haywood, Tees Valley Combined Authority
Natasha Wilson, Tees Valley Combined Authority
Joanne Noble, Teeside University",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey, Annual Population Survey",Integrated Data Service,2024-01-08,2023/291,2024,2024Q1,Q1 2024,Labour Market & Employment,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Labour Market & Employment because the title focuses on economic inactivity, a core labour-market concept; Within-Domain Linkage because both the Labour Force Survey and Annual Population Survey are labour-market domain datasets; Descriptive Monitoring because the project appears to characterise patterns of economic inactivity within the Tees Valley; no cross-cutting tag because no demographic disparity comparison beyond geography is indicated.",Labour Market & Employment
2024/014,Public services and youth crime (previously 'Gangs and social housing'),"Carmen Villa Llera, University of Warwick
Marta Santamaria, University of Warwick
",Digital Economy Act (2017),Office for National Statistics: Crime Survey for England and Wales,UK Data Service,2024-07-15,2024/014/a,2024,2024Q3,Q3 2024,Crime & Justice,Single-Dataset,Outcome Tracking,,Assigned Crime & Justice because the title focuses on youth crime and the dataset is the Crime Survey for England and Wales; Single-Dataset because only the CSEW is listed; Outcome Tracking because the project examines associations between public services and youth crime outcomes without evaluating a named intervention; no cross-cutting tag because no demographic equity lens is indicated as central.,Crime & Justice
2024/063,Exploring associations between sociodemographic and environmental (neighbourhood) determinants and cardiovascular disease risk in Wales,"Jack Brown, Queen Mary University of London
Jianhua Wu, Queen Mary University of London
Paris Baptiste, Queen Mary University of London",Digital Economy Act (2017),SAIL Databank Databank: Census 2021,SAIL Databank,2024-06-13,2024/063,2024,2024Q2,Q2 2024,Health & Social Care; Environment & Agriculture,Single-Dataset,Outcome Tracking,Demographic disparities / equity tag,"Assigned Health & Social Care because cardiovascular disease risk is the health outcome, and Environment & Agriculture because neighbourhood/environmental determinants are central exposures; Single-Dataset because only the Census 2021 via SAIL Databank is listed; Outcome Tracking because the project links sociodemographic and environmental exposures to cardiovascular disease risk; Demographic disparities / equity tag because sociodemographic determinants and their associations with health outcomes are central.",Health & Social Care
2024/064,"Census 2021: the mental health of socio-economic, ethnic minority and underserved groups","Anne John, Swansea University Medical School
Marcos Del Pozo Banos, Swansea University Medical School
Olivier Y. Rouquette, Swansea University Medical School",Digital Economy Act (2017),SAIL Databank Databank: Census 2021,SAIL Databank,2024-06-13,2024/064,2024,2024Q2,Q2 2024,Health & Social Care,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Health & Social Care because mental health is the substantive focus; Single-Dataset because only Census 2021 via SAIL Databank is listed; Descriptive Monitoring because the project characterises mental health across socio-economic, ethnic minority and underserved groups; Demographic disparities / equity tag because the title explicitly centres comparison across ethnic minority, socio-economic, and underserved groups.",Health & Social Care
2024/066,Inequities and disparities in the Covid-19 vaccine uptake,"Sophie Cole, University of Oxford
Rhys Thomas, University of Oxford
",Digital Economy Act (2017),Office for National Statistics: ONS Opinions and Lifestyle Survey,UK Data Service,2024-06-07,2024/066,2024,2024Q2,Q2 2024,Health & Social Care; COVID-19 & Pandemic,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Health & Social Care because vaccine uptake is a health-related outcome, and COVID-19 & Pandemic because the focus is specifically on Covid-19 vaccine uptake; Single-Dataset because only the ONS Opinions and Lifestyle Survey is listed; Descriptive Monitoring because the title focuses on characterising inequities and disparities in uptake patterns; Demographic disparities / equity tag because the title explicitly centres on inequities and disparities across groups.",Health & Social Care
2024/088,ADR Wales Health and Wellbeing,"Rhodri Johnson, Swansea University
Jane Lyons, Swansea University
Samantha Turner, Swansea University
Lucy Griffiths, Swansea University
Ronan Lyons, Swansea University
Rowena Bailey, Swansea University
Amy Mizen, Swansea University
Ollie Thwaites, Swansea University",Digital Economy Act (2017),Office for National Statistics: Census 2021,SAIL Databank,2024-07-22,2024/088,2024,2024Q3,Q3 2024,Health & Social Care; Data Infrastructure & Methodology,Single-Dataset,Methodological / Infrastructure Research,,"Assigned Health & Social Care and Data Infrastructure & Methodology because the title references an ADR Wales Health and Wellbeing project, suggesting development of health-related data infrastructure; Single-Dataset because only Census 2021 is listed; Methodological / Infrastructure Research because the 'ADR Wales' framing indicates building or establishing a data resource for health and wellbeing research; no tag because no demographic comparison is central.",Health & Social Care
2024/103,Integrated heating and cooling networks with heat-sharing-enabled smart prosumers,"Xu Wen, Cardiff University",Digital Economy Act (2017),Office for National Statistics: Public Attitudes Tracker,UK Data Service,2024-07-11,2024/103,2024,2024Q3,Q3 2024,Environment & Agriculture,Single-Dataset,Descriptive Monitoring,,"Assigned Environment & Agriculture because the title concerns integrated heating and cooling networks and smart prosumers, which relates to energy use and decarbonisation; Single-Dataset because only the ONS Public Attitudes Tracker is listed; Descriptive Monitoring because public attitudes data suggests characterising attitudes or patterns around energy/heating rather than evaluating a specific policy; no tag because no demographic equity comparison is indicated.",Environment & Agriculture
2024/012,Regional differences of economic inactivity,"Doriane Mignon, University of Manchester",Digital Economy Act (2017),"Office for National Statistics: Over 50s Lifestyle Study, Understanding Society, Census 2011",UK Data Service,2024-01-26,2024/012,2024,2024Q1,Q1 2024,Labour Market & Employment,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Labour Market & Employment because the title focuses on regional differences of economic inactivity, a core labour-market phenomenon; Within-Domain Linkage because three datasets (Over 50s Lifestyle Study, Understanding Society, Census 2011) are used, all providing individual/household survey or census data within the labour-market/population domain; Descriptive Monitoring because the title emphasises measuring regional differences rather than causal analysis or policy evaluation; no tag because the regional focus is geographic variation rather than demographic-equity comparison.",Labour Market & Employment
2024/073,A Cohort Analysis of Sectoral Choice Dynamics,"Clara Von Bismarck-Osten, Institute for Fiscal Studies
Matthew Nibloe, University College London",Digital Economy Act (2017),"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2024-03-25,2024/073,2024,2024Q1,Q1 2024,Education & Skills; Labour Market & Employment,Single-Dataset,Life-Course / Trajectory Analysis,,"Assigned Education & Skills and Labour Market & Employment because LEO (Longitudinal Education Outcomes) links education records with employment/earnings data, and the title studies sectoral choice dynamics following education; Single-Dataset because LEO Iteration 1 Standard Extract is a single pre-linked product whose components are not separately identified in the entry and all relate to education-to-work pathways; Life-Course / Trajectory Analysis because 'Cohort Analysis of Sectoral Choice Dynamics' implies following cohorts through transitions and trajectories over time; no tag because no demographic equity comparison is central.",Education & Skills
2024/074,Exploring factors affecting the disability pay gap,"Daniel Derbyshire, University of Exeter",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings, Census 2011",Office for National Statistics Secure Research Service,2024-03-25,2024/074,2024,2024Q1,Q1 2024,Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,"Assigned Labour Market & Employment because the title focuses on the disability pay gap, which concerns earnings and wage differentials; Cross-Domain Linkage because ASHE (earnings/employment domain) is linked with Census 2011 (population/demographic domain); Outcome Tracking because the project links disability status (naturally occurring characteristic) to pay outcomes; Demographic disparities / equity tag because disability is an equality-relevant characteristic and the pay gap comparison is central to the research question.",Labour Market & Employment
2024/045,Exploring economic inactivity due to long-term sickness in Newcastle,"Kate Sheffer, Newcastle City Council
Nafisa Insan, Newcastle City Council",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey, Annual Population Survey",Integrated Data Service,2024-03-27,2024/045,2024,2024Q1,Q1 2024,Labour Market & Employment; Health & Social Care,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Labour Market & Employment because economic inactivity is a core labour-market concept, and Health & Social Care because the focus is on inactivity specifically due to long-term sickness, making health central; Within-Domain Linkage because LFS and APS are both labour-market surveys from the same domain; Descriptive Monitoring because 'Exploring economic inactivity' in Newcastle suggests characterising the phenomenon and its patterns; no tag because no demographic equity comparison is central.",Labour Market & Employment
2024/046,Does participating in periodical longitudinal surveys affect individuals' outcomes?,"Lucas Finamor, Institute for Fiscal Studies",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey, Annual Population Survey",Integrated Data Service,2024-03-27,2024/046,2024,2024Q1,Q1 2024,Data Infrastructure & Methodology,Within-Domain Linkage,Methodological / Infrastructure Research,,"Assigned Data Infrastructure & Methodology because the title asks whether participating in longitudinal surveys affects individuals' outcomes, which is a question about survey methodology and respondent conditioning effects; Within-Domain Linkage because LFS and APS are two datasets from the same labour-market survey domain; Methodological / Infrastructure Research because the analytical purpose is to test and validate survey methodology by examining whether survey participation itself biases outcomes; no tag because no demographic equity comparison is central.",Data Infrastructure & Methodology
2024/086,"Pathways, Trajectories, and Costs of Gambling-related Suicide Among Routinely Collected Healthcare Data and General Population Datasets","Matthew Jones, Swansea University
Gareth Davies, Swansea University",Digital Economy Act (2017),SAIL Databank Databank: Census 2011,SAIL Databank,2024-05-29,2024/086,2024,2024Q2,Q2 2024,Health & Social Care,Single-Dataset,Life-Course / Trajectory Analysis,,"Assigned Health & Social Care because the title concerns gambling-related suicide using routinely collected healthcare data, making health outcomes central; Single-Dataset because only SAIL Census 2011 is listed; Life-Course / Trajectory Analysis because the title explicitly references 'Pathways, Trajectories' indicating extended trajectory analysis through healthcare data; no tag because no demographic equity comparison is central.",Health & Social Care
2024/089,Risk of violence perpetration and victimisation among individuals with traumatic brain injury: a longitudinal data linkage study,"Maya Ogonah, University of Oxford
Anabelle Paulino, University of Oxford",Digital Economy Act (2017),"Ministry of Justice: MoJ Data First Crown court defendant case level dataset,
MoJ Data First Crown court defendant case level dataset,
MoJ Data First prisoner custodial journey dataset - Wales,
MoJ Data First Probation dataset
SAIL Databank Databank: 2011 Census Data Welsh residents,
SAIL Databank Databank: 2021 Census Data Welsh residents
SAIL Databank Databank: 2021 Census Data Welsh Household",SAIL Databank,2024-06-03,2024/089,2024,2024Q2,Q2 2024,Health & Social Care; Crime & Justice,Cross-Domain Linkage,Outcome Tracking,,"Assigned Health & Social Care because traumatic brain injury is a health condition central to the study, and Crime & Justice because violence perpetration and victimisation plus MoJ Crown court, prisoner, and probation datasets are central; Cross-Domain Linkage because datasets span health/census (SAIL Census data) and justice (MoJ Data First Crown court, prisoner custodial journey, Probation datasets) domains; Outcome Tracking because the project links a health exposure (traumatic brain injury) to downstream violence and victimisation outcomes; no tag because no demographic equity comparison is central.",Health & Social Care
2024/090,The relationship between cancer and kidney disease,"Jennifer Lees, University of Glasgow
Michael Sullivan, University of Glasgow",Digital Economy Act (2017),SAIL Databank Databank: Census 2011,SAIL Databank,2024-05-17,2024/090,2024,2024Q2,Q2 2024,Health & Social Care,Single-Dataset,Outcome Tracking,,"Assigned Health & Social Care because the title studies the relationship between cancer and kidney disease, both health conditions; Single-Dataset because only SAIL Census 2011 is listed; Outcome Tracking because the project examines the relationship between one health condition (cancer) and another (kidney disease), linking a naturally occurring condition to a downstream health outcome; no tag because no demographic equity comparison is central.",Health & Social Care
2024/091,Maternal health outcomes associated with blue green spaces.,"Ruwanthi Kolamunnage-Dona, University of Liverpool
Roberto Villegas-Diaz,	University of Liverpool
Rukun Khalaf, University of Liverpool	
",Digital Economy Act (2017),Office for National Statistics: Census 2011,SAIL Databank,2024-05-29,2024/091,2024,2024Q2,Q2 2024,Health & Social Care; Environment & Agriculture,Single-Dataset,Outcome Tracking,,Assigned Health & Social Care because maternal health outcomes are central; Environment & Agriculture because blue green spaces are the environmental exposure; Single-Dataset because only Census 2011 is listed; Outcome Tracking because the project links a naturally occurring environmental exposure (blue green spaces) to a health outcome (maternal health); no demographic disparities tag as no equity-group comparison is indicated.,Health & Social Care
2024/095,Diversity and the performance of UK firms and cities,"Max Nathan, University of London
Anna Sivropoulos-Valero, London School of Economics
Ceren Ozgen, University of Birmingham",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey, Annual Population Survey, Business Structure Database, Labour Force Survey, UK Innovation Survey",Office for National Statistics Secure Research Service,2024-05-30,2024/095/a,2024,2024Q2,Q2 2024,Business & Productivity; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,"Assigned Business & Productivity because firm performance and city performance are central; Labour Market & Employment because diversity in the workforce context and labour force data are used; Cross-Domain Linkage because datasets span business (ABS, BSD, UKIS) and labour/population domains (APS, LFS); Outcome Tracking because the project links diversity (exposure) to firm/city performance (outcome); Demographic disparities/equity tag because diversity comparison across demographic groups is central to the research question.",Business & Productivity
2024/095,Understanding pathways for support amongst children and young people in Wales experiencing mental health problems,"Annette Evans, Public Health Wales
Karen Hodgson, Public Health Wales	
Melda Lois Griffiths,	Public Health Wales	
Enfys Preece,	Public Health Wales	
Amanda Marchant,	Swansea University	
Ashley Akbari,	Swansea University	
Catherine Foster, Public Health Wales	
Alisha Davies	, Public Health Wales	
Jerlyn Peh, Public Health Wales	
Giles Greene, Public Health Wales	
Diana Bright,	Public Health Wales	
Liam Mahedy, Public Health Wales	
",Digital Economy Act (2017),SAIL Databank Databank: Census (2021),SAIL Databank,2024-07-15,2024/095/b,2024,2024Q3,Q3 2024,Health & Social Care,Single-Dataset,Service Interaction / Systems Analysis,,"Assigned Health & Social Care because the focus is mental health problems among children and young people; Single-Dataset because only Census 2021 via SAIL is listed; Service Interaction / Systems Analysis because the title explicitly references understanding pathways for support, indicating analysis of how young people move through service/support systems; no tag as no demographic group comparison is indicated as central.",Health & Social Care
2024/101,Optimizing Green Infrastructure (GI) Impact on Public Welfare in UK: A Deep Learning and Triple Difference Approach,"Filippo Boeri, London School of Economics and Political Science
Sunbin Song, London School of Economics and Political Science",Digital Economy Act (2017),Office for National Statistics: Annual Population Survey,UK Data Service,2024-05-31,2024/101,2024,2024Q2,Q2 2024,Environment & Agriculture; Health & Social Care,Single-Dataset,Policy Evaluation / Impact Analysis,,"Assigned Environment & Agriculture because green infrastructure is the substantive environmental object; Health & Social Care because public welfare in this context implies health/wellbeing outcomes; Single-Dataset because only APS is listed; Policy Evaluation / Impact Analysis because the project evaluates the impact of green infrastructure using a triple difference approach, indicating a designed intervention evaluation; no tag as no demographic equity comparison is indicated.",Environment & Agriculture
2024/107,Universal Free School Meals and Education and Labour Market Outcomes,"Andrew McLean, Queen's University Belfast
Duncan McVicar, Queen's University Belfast
Alan Fernihough, Queen's University Belfast
Neil Rowland, Queen's University Belfast",Digital Economy Act (2017),"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2024-06-06,2024/107,2024,2024Q2,Q2 2024,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Education & Skills because Universal Free School Meals is an education policy and education outcomes are studied; Labour Market & Employment because labour market outcomes are explicitly mentioned; Cross-Domain Linkage because LEO links education (DfE) with employment/earnings (DWP, HMRC) data across domains; Policy Evaluation / Impact Analysis because the project evaluates the effects of a named policy (Universal Free School Meals); no tag as no demographic group comparison is indicated as central.",Education & Skills
2024/110,"Improving understanding of how energy-inefficient housing affects health, through novel data linkages with high-quality UK health datasets","Isobel Braithwaite, University College London
Jessica Sheringham, University College London",Digital Economy Act (2017),SAIL Databank Databank: Census 2021,SAIL Databank,2024-07-08,2024/110,2024,2024Q3,Q3 2024,Housing & Planning; Health & Social Care,Single-Dataset,Outcome Tracking,,Assigned Housing & Planning because energy-inefficient housing is the central exposure mechanism; Health & Social Care because health outcomes are the downstream focus; Single-Dataset because only Census 2021 via SAIL is listed; Outcome Tracking because the project links a naturally occurring housing exposure (energy-inefficient housing) to health outcomes; no tag as no demographic equity group comparison is central.,Housing & Planning
2024/118,"Multimorbidity and Pregnancy: Determinants, Clusters, Consequences and Trajectories (MuM-PreDiCT)","Sinead Brophy, Swansea University
Mohamed Mhereeg, Swansea University	
Jonathan Kennedy,	Swansea University	
Opatola Vincent,	Swansea University	
",Digital Economy Act (2017),SAIL Databank Databank: Census 2011,SAIL Databank,2024-07-11,2024/118,2024,2024Q3,Q3 2024,Health & Social Care,Single-Dataset,Life-Course / Trajectory Analysis; Outcome Tracking,,"Assigned Health & Social Care because multimorbidity and pregnancy outcomes are central clinical/health topics; Single-Dataset because only Census 2011 via SAIL is listed; Life-Course / Trajectory Analysis because the title references trajectories of multimorbidity; Outcome Tracking because it also examines determinants, clusters, and consequences linking conditions to pregnancy outcomes; no tag as no demographic equity comparison is indicated.",Health & Social Care
2024/120,Cystic Fibrosis Genomics data,"Robert Maddison, Cardiff University",Digital Economy Act (2017),SAIL Databank Databank: Census 2021,SAIL Databank,2024-07-22,2024/120,2024,2024Q3,Q3 2024,Health & Social Care,Single-Dataset,Unclear from Register Entry,,Assigned Health & Social Care because cystic fibrosis is a health/clinical condition and genomics data relate to disease research; Single-Dataset because only Census 2021 via SAIL is listed; Unclear from Register Entry because the title provides no indication of the analytical operation beyond referencing genomic data; no tag as no demographic comparison is indicated.,Health & Social Care
2024/134,Construction Skills Network: skills and training in the construction industry,"Timothy Lyne, Oxford Economics Ltd
Hugo Bessis, Oxford Economics Ltd
Patrick Deshpande, Oxford Economics Ltd
Timothy Lyne, Oxford Economics Ltd",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey, Labour Force Survey Longitudinal, Labour Force Survey Person",Office for National Statistics Secure Research Service,2024-07-15,2024/134,2024,2024Q3,Q3 2024,Labour Market & Employment; Education & Skills,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Labour Market & Employment because skills demand and workforce composition in construction are central; Education & Skills because skills and training provision are explicitly referenced; Within-Domain Linkage because APS, LFS Longitudinal, and LFS Person are all labour force/population survey datasets within the same broad labour/skills domain; Descriptive Monitoring because the Construction Skills Network focuses on characterising and monitoring skills and training levels in the construction industry; no tag as no demographic equity comparison is indicated.",Labour Market & Employment
2024/138,Newcomer children in Northern Ireland: an analysis of the Education Outcomes Linkage dataset,"Juliana Gerard, Ulster University
Jamie Murphy, Ulster University 
Eoin McElroy, Ulster University 
Morgan Macleod, Ulster University 
Michele Gazzola, Ulster University 
Una O'Connor Bones, Ulster University ",Digital Economy Act (2017),Northern Ireland Statistics and Research Agency: EOL Dataset (2015-2022),Northern Ireland Statistics and Research Agency,2024-08-02,2024/138,2024,2024Q3,Q3 2024,Education & Skills; Migration & Demographics,Single-Dataset,Outcome Tracking,Demographic disparities / equity tag,"Assigned Education & Skills because education outcomes are central; Migration & Demographics because newcomer children (migrant/immigrant population) are the study population and their migration status is a defining feature of the research question; Single-Dataset because only the EOL Dataset is listed as a single pre-linked education outcomes product; Outcome Tracking because the project links newcomer/migrant status (exposure) to education outcomes; Demographic disparities/equity tag because the central comparison is between newcomer (migrant) children and others, an equality-relevant group comparison.",Education & Skills
2024/139,Understanding the family justice system,"Charlotte Edney, Nuffield Family Justice Observatory
Aliya Saied-Tessier, Nuffield Family Justice Observatory ",Digital Economy Act (2017),SAIL Databank Databank: Census 2021,SAIL Databank,2024-07-29,2024/139,2024,2024Q3,Q3 2024,Crime & Justice,Single-Dataset,Service Interaction / Systems Analysis,,"Assigned Crime & Justice because the title explicitly references the family justice system, which falls under justice-system institutions; Single-Dataset because only Census 2021 via SAIL Databank is listed as a single data product; Service Interaction / Systems Analysis because 'understanding the family justice system' implies studying how families move through or interact with justice processes; no cross-cutting tag because no demographic comparison is indicated as central.",Crime & Justice
2024/144,Understanding SES and Gender Gaps in University Admissions: The Case of Application Behaviour and Teacher Predicted Grades,"Judith Delaney, University of Bath
Paul Devereux, University College London
Matt Dickson, University of Bath",Digital Economy Act (2017),"OFQUAL and DfE: UCAS Grading and Admissions
Qualifications Wales, Department For Education, University and Colleges Admission Service: GRading and Admissions Data England (GRADE)",Office for National Statistics Secure Research Service,2024-07-31,2024/144,2024,2024Q3,Q3 2024,Education & Skills,Within-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,"Assigned Education & Skills because the project focuses on university admissions, application behaviour, and teacher predicted grades; Within-Domain Linkage because multiple datasets (OFQUAL/DfE UCAS Grading and Admissions, Qualifications Wales, GRADE) all fall within the education domain; Outcome Tracking because it links SES and gender (naturally occurring characteristics) to admissions outcomes; Demographic disparities / equity tag because SES and gender gaps are central to the research question.",Education & Skills
2024/152,Economic Returns to Mathematics Education,"Jennifer Norris, University of Nottingham
Holly Justice, University of Nottingham
Stephen Lee, University of Nottingham
Gabriel Lee, University of Nottingham
Jake Powell, University of Nottingham
Katie Severn, University of Nottingham
Andrew Noyes, University of Nottingham
Michael Adkins, University of Nottingham
Christopher Brignell, University of Nottingham
Emma Owens, University of Nottingham
Catherine Gripton, University of Nottingham
Tom Wicks, University of Nottingham
David Sirl, University of Nottingham",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2024-08-16,2024/152,2024,2024Q3,Q3 2024,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,,"Assigned Education & Skills and Labour Market & Employment because the project studies economic returns (labour market earnings) to mathematics education; Cross-Domain Linkage because the LEO dataset links education data (DfE) with employment/earnings data (DWP, HMRC) spanning education and labour-market domains; Outcome Tracking because it links mathematics education (exposure) to economic returns (downstream outcome); no cross-cutting tag because no demographic comparison is indicated as central.",Education & Skills
